Log for: Jerome
2019-11-19 14:49:08,286: special: Key.shift pressed
2019-11-19 14:49:08,596: T pressed
2019-11-19 14:49:08,668: T released
2019-11-19 14:49:08,724: special: Key.shift released
2019-11-19 14:49:08,836: h pressed
2019-11-19 14:49:08,923: h released
2019-11-19 14:49:08,948: e pressed
2019-11-19 14:49:09,020: special: Key.space pressed
2019-11-19 14:49:09,043: e released
2019-11-19 14:49:09,099: special: Key.space released
2019-11-19 14:49:09,156: i pressed
2019-11-19 14:49:09,260: i released
2019-11-19 14:49:09,300: s pressed
2019-11-19 14:49:09,412: t pressed
2019-11-19 14:49:09,443: s released
2019-11-19 14:49:09,467: t released
2019-11-19 14:49:09,876: special: Key.backspace pressed
2019-11-19 14:49:09,955: special: Key.backspace released
2019-11-19 14:49:10,028: special: Key.backspace pressed
2019-11-19 14:49:10,107: special: Key.backspace released
2019-11-19 14:49:10,628: t pressed
2019-11-19 14:49:10,732: t released
2019-11-19 14:49:10,860: s pressed
2019-11-19 14:49:10,939: s released
2019-11-19 14:49:11,020: y pressed
2019-11-19 14:49:11,035: y released
2019-11-19 14:49:11,188: special: Key.space pressed
2019-11-19 14:49:11,276: special: Key.space released
2019-11-19 14:49:11,548: b pressed
2019-11-19 14:49:11,628: b released
2019-11-19 14:49:11,652: i pressed
2019-11-19 14:49:11,740: i released
2019-11-19 14:49:11,804: t pressed
2019-11-19 14:49:11,923: t released
2019-11-19 14:49:12,124: s pressed
2019-11-19 14:49:12,203: s released
2019-11-19 14:49:12,356: y pressed
2019-11-19 14:49:12,427: y released
2019-11-19 14:49:12,500: special: Key.space pressed
2019-11-19 14:49:12,595: special: Key.space released
2019-11-19 14:49:12,708: s pressed
2019-11-19 14:49:12,819: s released
2019-11-19 14:49:12,844: p pressed
2019-11-19 14:49:12,915: p released
2019-11-19 14:49:13,084: i pressed
2019-11-19 14:49:13,123: i released
2019-11-19 14:49:13,196: d pressed
2019-11-19 14:49:13,267: d released
2019-11-19 14:49:13,380: e pressed
2019-11-19 14:49:13,452: r pressed
2019-11-19 14:49:13,507: e released
2019-11-19 14:49:13,531: special: Key.space pressed
2019-11-19 14:49:13,555: r released
2019-11-19 14:49:13,619: special: Key.space released
2019-11-19 14:49:13,748: c pressed
2019-11-19 14:49:13,812: l pressed
2019-11-19 14:49:13,835: c released
2019-11-19 14:49:13,899: l released
2019-11-19 14:49:13,980: i pressed
2019-11-19 14:49:14,083: i released
2019-11-19 14:49:14,108: m pressed
2019-11-19 14:49:14,219: m released
2019-11-19 14:49:14,340: b pressed
