Log for: Jeremy Speth
2019-11-21 12:19:06,709: special: Key.shift pressed
2019-11-21 12:19:06,874: T pressed
2019-11-21 12:19:06,970: T released
2019-11-21 12:19:07,002: special: Key.shift released
2019-11-21 12:19:07,130: h pressed
2019-11-21 12:19:07,202: h released
2019-11-21 12:19:07,226: e pressed
2019-11-21 12:19:07,306: special: Key.space pressed
2019-11-21 12:19:07,378: e released
2019-11-21 12:19:07,401: special: Key.space released
2019-11-21 12:19:07,514: i pressed
2019-11-21 12:19:07,586: i released
2019-11-21 12:19:07,690: t pressed
2019-11-21 12:19:07,770: t released
2019-11-21 12:19:07,978: s pressed
2019-11-21 12:19:08,074: s released
2019-11-21 12:19:08,130: y pressed
2019-11-21 12:19:08,210: y released
2019-11-21 12:19:08,314: special: Key.space pressed
2019-11-21 12:19:08,426: special: Key.space released
2019-11-21 12:19:08,602: b pressed
2019-11-21 12:19:08,674: b released
2019-11-21 12:19:08,698: i pressed
2019-11-21 12:19:08,762: i released
2019-11-21 12:19:08,882: t pressed
2019-11-21 12:19:08,954: t released
2019-11-21 12:19:09,138: s pressed
2019-11-21 12:19:09,226: s released
2019-11-21 12:19:09,362: y pressed
2019-11-21 12:19:09,426: y released
2019-11-21 12:19:09,506: special: Key.space pressed
2019-11-21 12:19:09,618: special: Key.space released
2019-11-21 12:19:09,762: s pressed
2019-11-21 12:19:09,866: s released
2019-11-21 12:19:09,890: p pressed
2019-11-21 12:19:09,962: p released
2019-11-21 12:19:10,082: i pressed
2019-11-21 12:19:10,154: i released
2019-11-21 12:19:10,178: d pressed
2019-11-21 12:19:10,274: d released
2019-11-21 12:19:10,394: e pressed
2019-11-21 12:19:10,466: r pressed
2019-11-21 12:19:10,490: e released
2019-11-21 12:19:10,554: r released
2019-11-21 12:19:10,699: special: Key.space pressed
2019-11-21 12:19:10,810: special: Key.space released
2019-11-21 12:19:11,026: c pressed
2019-11-21 12:19:11,114: c released
2019-11-21 12:19:11,138: l pressed
2019-11-21 12:19:11,203: l released
2019-11-21 12:19:11,307: i pressed
2019-11-21 12:19:11,474: i released
2019-11-21 12:19:11,475: m pressed
2019-11-21 12:19:11,506: m released
2019-11-21 12:19:11,570: b pressed
2019-11-21 12:19:11,650: b released
2019-11-21 12:19:11,738: e pressed
2019-11-21 12:19:11,826: e released
2019-11-21 12:19:11,914: d pressed
2019-11-21 12:19:11,978: special: Key.space pressed
2019-11-21 12:19:12,018: d released
2019-11-21 12:19:12,090: special: Key.space released
2019-11-21 12:19:12,114: u pressed
2019-11-21 12:19:12,178: u released
2019-11-21 12:19:12,234: p pressed
2019-11-21 12:19:12,379: special: Key.space pressed
2019-11-21 12:19:12,402: p released
2019-11-21 12:19:12,402: special: Key.space released
2019-11-21 12:19:12,522: t pressed
2019-11-21 12:19:12,546: t released
2019-11-21 12:19:12,546: h pressed
2019-11-21 12:19:12,561: h released
2019-11-21 12:19:12,594: e pressed
2019-11-21 12:19:12,650: special: Key.space pressed
2019-11-21 12:19:12,674: e released
2019-11-21 12:19:12,738: special: Key.space released
2019-11-21 12:19:12,786: w pressed
2019-11-21 12:19:12,866: w released
2019-11-21 12:19:13,082: a pressed
2019-11-21 12:19:13,194: t pressed
2019-11-21 12:19:13,298: a released
2019-11-21 12:19:13,322: t released
2019-11-21 12:19:13,386: e pressed
2019-11-21 12:19:13,474: r pressed
2019-11-21 12:19:13,498: e released
2019-11-21 12:19:13,522: r released
2019-11-21 12:19:13,666: s pressed
2019-11-21 12:19:13,754: p pressed
2019-11-21 12:19:13,778: s released
2019-11-21 12:19:13,849: p released
2019-11-21 12:19:14,138: o pressed
2019-11-21 12:19:14,242: o released
2019-11-21 12:19:14,282: u pressed
2019-11-21 12:19:14,378: u released
2019-11-21 12:19:14,418: t pressed
2019-11-21 12:19:14,474: t released
2019-11-21 12:19:14,554: . pressed
2019-11-21 12:19:14,618: . released
2019-11-21 12:19:14,923: special: Key.space pressed
2019-11-21 12:19:15,002: special: Key.space released
2019-11-21 12:19:15,187: special: Key.shift pressed
2019-11-21 12:19:15,355: D pressed
2019-11-21 12:19:15,443: special: Key.shift released
2019-11-21 12:19:15,443: d released
2019-11-21 12:19:15,570: o pressed
2019-11-21 12:19:15,649: o released
2019-11-21 12:19:15,674: w pressed
2019-11-21 12:19:15,730: w released
2019-11-21 12:19:15,794: n pressed
2019-11-21 12:19:15,865: n released
2019-11-21 12:19:15,898: special: Key.space pressed
2019-11-21 12:19:15,969: special: Key.space released
2019-11-21 12:19:16,090: c pressed
2019-11-21 12:19:16,153: c released
2019-11-21 12:19:16,194: a pressed
2019-11-21 12:19:16,289: a released
2019-11-21 12:19:16,314: m pressed
2019-11-21 12:19:16,386: m released
2019-11-21 12:19:16,426: special: Key.space pressed
2019-11-21 12:19:16,514: e pressed
2019-11-21 12:19:16,537: special: Key.space released
2019-11-21 12:19:16,618: e released
2019-11-21 12:19:16,947: special: Key.backspace pressed
2019-11-21 12:19:17,010: special: Key.backspace released
2019-11-21 12:19:17,082: special: Key.backspace pressed
2019-11-21 12:19:17,154: special: Key.backspace released
2019-11-21 12:19:17,178: e pressed
2019-11-21 12:19:17,226: special: Key.space pressed
2019-11-21 12:19:17,258: e released
2019-11-21 12:19:17,330: special: Key.space released
2019-11-21 12:19:17,379: t pressed
2019-11-21 12:19:17,450: t released
2019-11-21 12:19:17,490: h pressed
2019-11-21 12:19:17,546: h released
2019-11-21 12:19:17,570: e pressed
2019-11-21 12:19:17,618: special: Key.space pressed
2019-11-21 12:19:17,666: e released
2019-11-21 12:19:17,722: special: Key.space released
2019-11-21 12:19:17,818: r pressed
2019-11-21 12:19:17,906: r released
2019-11-21 12:19:17,946: a pressed
2019-11-21 12:19:18,057: a released
2019-11-21 12:19:18,058: i pressed
2019-11-21 12:19:18,122: n pressed
2019-11-21 12:19:18,170: i released
2019-11-21 12:19:18,225: n released
2019-11-21 12:19:18,354: special: Key.space pressed
2019-11-21 12:19:18,458: special: Key.space released
2019-11-21 12:19:18,490: a pressed
2019-11-21 12:19:18,602: a released
2019-11-21 12:19:18,602: n pressed
2019-11-21 12:19:18,739: d pressed
2019-11-21 12:19:18,762: n released
2019-11-21 12:19:18,762: special: Key.space pressed
2019-11-21 12:19:18,786: d released
2019-11-21 12:19:18,865: special: Key.space released
2019-11-21 12:19:19,243: w pressed
2019-11-21 12:19:19,306: w released
2019-11-21 12:19:19,394: a pressed
2019-11-21 12:19:19,514: a released
2019-11-21 12:19:19,626: s pressed
2019-11-21 12:19:19,698: s released
2019-11-21 12:19:19,730: h pressed
2019-11-21 12:19:19,802: h released
2019-11-21 12:19:19,842: e pressed
2019-11-21 12:19:19,970: e released
2019-11-21 12:19:20,002: d pressed
2019-11-21 12:19:20,050: special: Key.space pressed
2019-11-21 12:19:20,089: d released
2019-11-21 12:19:20,161: special: Key.space released
2019-11-21 12:19:20,178: t pressed
2019-11-21 12:19:20,266: t released
2019-11-21 12:19:20,290: h pressed
2019-11-21 12:19:20,370: h released
2019-11-21 12:19:20,675: e pressed
2019-11-21 12:19:20,770: e released
2019-11-21 12:19:20,786: special: Key.space pressed
2019-11-21 12:19:20,873: special: Key.space released
2019-11-21 12:19:20,946: s pressed
2019-11-21 12:19:21,049: s released
2019-11-21 12:19:21,066: p pressed
2019-11-21 12:19:21,146: p released
2019-11-21 12:19:21,242: i pressed
2019-11-21 12:19:21,297: i released
2019-11-21 12:19:21,330: d pressed
2019-11-21 12:19:21,393: d released
2019-11-21 12:19:21,515: e pressed
2019-11-21 12:19:21,570: r pressed
2019-11-21 12:19:21,618: special: Key.space pressed
2019-11-21 12:19:21,641: e released
2019-11-21 12:19:21,681: r released
2019-11-21 12:19:21,738: special: Key.space released
2019-11-21 12:19:21,778: o pressed
2019-11-21 12:19:21,858: u pressed
2019-11-21 12:19:21,889: o released
2019-11-21 12:19:21,930: t pressed
2019-11-21 12:19:21,945: u released
2019-11-21 12:19:21,993: t released
2019-11-21 12:19:22,242: . pressed
2019-11-21 12:19:22,289: . released
2019-11-21 12:19:23,948: special: Key.shift pressed
2019-11-21 12:19:24,450: M pressed
2019-11-21 12:19:24,483: special: Key.shift released
2019-11-21 12:19:24,531: m released
2019-11-21 12:19:24,626: a pressed
2019-11-21 12:19:24,714: r pressed
2019-11-21 12:19:24,746: a released
2019-11-21 12:19:24,809: r released
2019-11-21 12:19:24,874: y pressed
2019-11-21 12:19:24,946: y released
2019-11-21 12:19:25,010: special: Key.space pressed
2019-11-21 12:19:25,113: special: Key.space released
2019-11-21 12:19:25,138: a pressed
2019-11-21 12:19:25,201: a released
2019-11-21 12:19:25,258: h pressed
2019-11-21 12:19:25,337: h released
2019-11-21 12:19:25,547: a pressed
2019-11-21 12:19:25,658: a released
2019-11-21 12:19:25,698: d pressed
2019-11-21 12:19:25,786: d released
2019-11-21 12:19:25,882: special: Key.space pressed
2019-11-21 12:19:25,930: special: Key.space released
2019-11-21 12:19:26,090: special: Key.backspace pressed
2019-11-21 12:19:26,282: special: Key.backspace released
2019-11-21 12:19:26,354: special: Key.backspace pressed
2019-11-21 12:19:26,417: special: Key.backspace released
2019-11-21 12:19:26,434: special: Key.backspace pressed
2019-11-21 12:19:26,522: special: Key.backspace released
2019-11-21 12:19:26,603: special: Key.backspace pressed
