Log for: Jin Huang
2019-11-21 11:54:44,328: special: Key.shift pressed
2019-11-21 11:54:44,405: T pressed
2019-11-21 11:54:44,485: special: Key.shift released
2019-11-21 11:54:44,486: t released
2019-11-21 11:54:44,564: h pressed
2019-11-21 11:54:44,628: h released
2019-11-21 11:54:44,645: e pressed
2019-11-21 11:54:44,725: e released
2019-11-21 11:54:44,749: special: Key.space pressed
2019-11-21 11:54:44,813: special: Key.space released
2019-11-21 11:54:45,910: i pressed
2019-11-21 11:54:45,972: i released
2019-11-21 11:54:46,133: t pressed
2019-11-21 11:54:46,204: t released
2019-11-21 11:54:46,284: s pressed
2019-11-21 11:54:46,356: s released
2019-11-21 11:54:46,405: y pressed
2019-11-21 11:54:46,460: y released
2019-11-21 11:54:47,350: special: Key.space pressed
2019-11-21 11:54:47,428: special: Key.space released
2019-11-21 11:54:47,741: b pressed
2019-11-21 11:54:47,812: b released
2019-11-21 11:54:47,917: i pressed
2019-11-21 11:54:47,980: i released
2019-11-21 11:54:48,100: t pressed
2019-11-21 11:54:48,156: t released
2019-11-21 11:54:48,220: s pressed
2019-11-21 11:54:48,284: s released
2019-11-21 11:54:48,308: y pressed
2019-11-21 11:54:48,364: y released
2019-11-21 11:54:49,197: special: Key.space pressed
2019-11-21 11:54:49,268: special: Key.space released
2019-11-21 11:54:49,541: s pressed
2019-11-21 11:54:49,604: s released
2019-11-21 11:54:49,676: p pressed
2019-11-21 11:54:49,748: p released
2019-11-21 11:54:49,852: i pressed
2019-11-21 11:54:49,917: i released
2019-11-21 11:54:49,965: d pressed
2019-11-21 11:54:50,036: d released
2019-11-21 11:54:50,124: e pressed
2019-11-21 11:54:50,204: e released
2019-11-21 11:54:50,300: r pressed
2019-11-21 11:54:50,372: r released
2019-11-21 11:54:51,461: special: Key.space pressed
2019-11-21 11:54:51,540: special: Key.space released
2019-11-21 11:54:51,941: c pressed
2019-11-21 11:54:52,005: c released
2019-11-21 11:54:52,125: l pressed
2019-11-21 11:54:52,188: l released
2019-11-21 11:54:52,317: i pressed
2019-11-21 11:54:52,372: i released
2019-11-21 11:54:52,501: m pressed
2019-11-21 11:54:52,564: m released
2019-11-21 11:54:53,149: b pressed
2019-11-21 11:54:53,212: b released
2019-11-21 11:54:53,292: e pressed
2019-11-21 11:54:53,356: e released
2019-11-21 11:54:53,460: d pressed
2019-11-21 11:54:53,532: d released
2019-11-21 11:54:54,238: special: Key.space pressed
2019-11-21 11:54:54,436: special: Key.space released
2019-11-21 11:54:54,917: u pressed
2019-11-21 11:54:54,980: u released
2019-11-21 11:54:55,117: p pressed
2019-11-21 11:54:55,188: p released
2019-11-21 11:54:55,308: special: Key.space pressed
2019-11-21 11:54:55,380: special: Key.space released
2019-11-21 11:54:55,500: t pressed
2019-11-21 11:54:55,524: t released
2019-11-21 11:54:55,628: h pressed
2019-11-21 11:54:55,676: h released
2019-11-21 11:54:55,677: e pressed
2019-11-21 11:54:55,733: e released
2019-11-21 11:54:55,805: special: Key.space pressed
2019-11-21 11:54:55,876: special: Key.space released
2019-11-21 11:54:56,469: w pressed
2019-11-21 11:54:56,548: w released
2019-11-21 11:54:56,725: a pressed
2019-11-21 11:54:56,804: a released
2019-11-21 11:54:56,989: t pressed
2019-11-21 11:54:57,044: t released
2019-11-21 11:54:57,117: e pressed
2019-11-21 11:54:57,188: e released
2019-11-21 11:54:57,260: r pressed
2019-11-21 11:54:57,348: r released
2019-11-21 11:54:57,372: special: Key.space pressed
2019-11-21 11:54:57,452: special: Key.space released
2019-11-21 11:54:57,781: special: Key.backspace pressed
2019-11-21 11:54:57,836: special: Key.backspace released
2019-11-21 11:54:59,069: s pressed
