date,press,release,identity
2019-11-21,12:19:06.709:,12:19:07.002:,Key.shift
2019-11-21,12:19:06.874:,12:19:06.970:,T
2019-11-21,12:19:07.130:,12:19:07.202:,h
2019-11-21,12:19:07.226:,12:19:07.401:,e
2019-11-21,12:19:07.306:,12:19:07.378:,Key.space
2019-11-21,12:19:07.514:,12:19:07.586:,i
2019-11-21,12:19:07.690:,12:19:07.770:,t
2019-11-21,12:19:07.978:,12:19:08.074:,s
2019-11-21,12:19:08.130:,12:19:08.210:,y
2019-11-21,12:19:08.314:,12:19:08.426:,Key.space
2019-11-21,12:19:08.602:,12:19:08.674:,b
2019-11-21,12:19:08.698:,12:19:08.762:,i
2019-11-21,12:19:08.882:,12:19:08.954:,t
2019-11-21,12:19:09.138:,12:19:09.226:,s
2019-11-21,12:19:09.362:,12:19:09.426:,y
2019-11-21,12:19:09.506:,12:19:09.618:,Key.space
2019-11-21,12:19:09.762:,12:19:09.866:,s
2019-11-21,12:19:09.890:,12:19:09.962:,p
2019-11-21,12:19:10.082:,12:19:10.154:,i
2019-11-21,12:19:10.178:,12:19:10.274:,d
2019-11-21,12:19:10.394:,12:19:10.554:,e
2019-11-21,12:19:10.466:,12:19:10.490:,r
2019-11-21,12:19:10.699:,12:19:10.810:,Key.space
2019-11-21,12:19:11.026:,12:19:11.114:,c
2019-11-21,12:19:11.138:,12:19:11.203:,l
2019-11-21,12:19:11.307:,12:19:11.474:,i
2019-11-21,12:19:11.475:,12:19:11.506:,m
2019-11-21,12:19:11.570:,12:19:11.650:,b
2019-11-21,12:19:11.738:,12:19:11.826:,e
2019-11-21,12:19:11.914:,12:19:12.090:,d
2019-11-21,12:19:11.978:,12:19:12.018:,Key.space
2019-11-21,12:19:12.114:,12:19:12.178:,u
2019-11-21,12:19:12.234:,12:19:12.402:,p
2019-11-21,12:19:12.379:,12:19:12.402:,Key.space
2019-11-21,12:19:12.522:,12:19:12.546:,t
2019-11-21,12:19:12.546:,12:19:12.561:,h
2019-11-21,12:19:12.594:,12:19:12.738:,e
2019-11-21,12:19:12.650:,12:19:12.674:,Key.space
2019-11-21,12:19:12.786:,12:19:12.866:,w
2019-11-21,12:19:13.082:,12:19:13.322:,a
2019-11-21,12:19:13.194:,12:19:13.298:,t
2019-11-21,12:19:13.386:,12:19:13.522:,e
2019-11-21,12:19:13.474:,12:19:13.498:,r
2019-11-21,12:19:13.666:,12:19:13.849:,s
2019-11-21,12:19:13.754:,12:19:13.778:,p
2019-11-21,12:19:14.138:,12:19:14.242:,o
2019-11-21,12:19:14.282:,12:19:14.378:,u
2019-11-21,12:19:14.418:,12:19:14.474:,t
2019-11-21,12:19:14.554:,12:19:14.618:,.
2019-11-21,12:19:14.923:,12:19:15.002:,Key.space
2019-11-21,12:19:15.187:,12:19:15.443:,Key.shift
2019-11-21,12:19:15.355:,12:19:15.443:,D
2019-11-21,12:19:15.570:,12:19:15.649:,o
2019-11-21,12:19:15.674:,12:19:15.730:,w
2019-11-21,12:19:15.794:,12:19:15.865:,n
2019-11-21,12:19:15.898:,12:19:15.969:,Key.space
2019-11-21,12:19:16.090:,12:19:16.153:,c
2019-11-21,12:19:16.194:,12:19:16.289:,a
2019-11-21,12:19:16.314:,12:19:16.386:,m
2019-11-21,12:19:16.426:,12:19:16.618:,Key.space
2019-11-21,12:19:16.514:,12:19:16.537:,e
2019-11-21,12:19:16.947:,12:19:17.010:,Key.backspace
2019-11-21,12:19:17.082:,12:19:17.154:,Key.backspace
2019-11-21,12:19:17.178:,12:19:17.330:,e
2019-11-21,12:19:17.226:,12:19:17.258:,Key.space
2019-11-21,12:19:17.379:,12:19:17.450:,t
2019-11-21,12:19:17.490:,12:19:17.546:,h
2019-11-21,12:19:17.570:,12:19:17.722:,e
2019-11-21,12:19:17.618:,12:19:17.666:,Key.space
2019-11-21,12:19:17.818:,12:19:17.906:,r
2019-11-21,12:19:17.946:,12:19:18.057:,a
2019-11-21,12:19:18.058:,12:19:18.225:,i
2019-11-21,12:19:18.122:,12:19:18.170:,n
2019-11-21,12:19:18.354:,12:19:18.458:,Key.space
2019-11-21,12:19:18.490:,12:19:18.602:,a
2019-11-21,12:19:18.602:,12:19:18.865:,n
2019-11-21,12:19:18.739:,12:19:18.762:,d
2019-11-21,12:19:18.762:,12:19:18.786:,Key.space
2019-11-21,12:19:19.243:,12:19:19.306:,w
2019-11-21,12:19:19.394:,12:19:19.514:,a
2019-11-21,12:19:19.626:,12:19:19.698:,s
2019-11-21,12:19:19.730:,12:19:19.802:,h
2019-11-21,12:19:19.842:,12:19:19.970:,e
2019-11-21,12:19:20.002:,12:19:20.161:,d
2019-11-21,12:19:20.050:,12:19:20.089:,Key.space
2019-11-21,12:19:20.178:,12:19:20.266:,t
2019-11-21,12:19:20.290:,12:19:20.370:,h
2019-11-21,12:19:20.675:,12:19:20.770:,e
2019-11-21,12:19:20.786:,12:19:20.873:,Key.space
2019-11-21,12:19:20.946:,12:19:21.049:,s
2019-11-21,12:19:21.066:,12:19:21.146:,p
2019-11-21,12:19:21.242:,12:19:21.297:,i
2019-11-21,12:19:21.330:,12:19:21.393:,d
2019-11-21,12:19:21.515:,12:19:21.738:,e
2019-11-21,12:19:21.570:,12:19:21.681:,r
2019-11-21,12:19:21.618:,12:19:21.641:,Key.space
2019-11-21,12:19:21.778:,12:19:21.993:,o
2019-11-21,12:19:21.858:,12:19:21.889:,u
2019-11-21,12:19:21.930:,12:19:21.945:,t
2019-11-21,12:19:22.242:,12:19:22.289:,.
2019-11-21,12:19:23.948:,12:19:24.531:,Key.shift
2019-11-21,12:19:24.450:,12:19:24.483:,M
2019-11-21,12:19:24.626:,12:19:24.809:,a
2019-11-21,12:19:24.714:,12:19:24.746:,r
2019-11-21,12:19:24.874:,12:19:24.946:,y
2019-11-21,12:19:25.010:,12:19:25.113:,Key.space
2019-11-21,12:19:25.138:,12:19:25.201:,a
2019-11-21,12:19:25.258:,12:19:25.337:,h
2019-11-21,12:19:25.547:,12:19:25.658:,a
2019-11-21,12:19:25.698:,12:19:25.786:,d
2019-11-21,12:19:25.882:,12:19:25.930:,Key.space
2019-11-21,12:19:26.090:,12:19:26.282:,Key.backspace
2019-11-21,12:19:26.354:,12:19:26.417:,Key.backspace
2019-11-21,12:19:26.434:,12:19:26.522:,Key.backspace
2019-11-21,12:19:26.603:,12:19:26.818:,Key.backspace
2019-11-21,12:19:26.954:,12:19:27.033:,h
2019-11-21,12:19:27.058:,12:19:27.129:,a
2019-11-21,12:19:27.290:,12:19:27.361:,Key.backspace
2019-11-21,12:19:27.434:,12:19:27.506:,Key.backspace
2019-11-21,12:19:27.586:,12:19:27.602:,Key.backspace
2019-11-21,12:19:27.731:,12:19:27.802:,Key.backspace
2019-11-21,12:19:28.058:,12:19:28.178:,Key.space
2019-11-21,12:19:28.258:,12:19:28.338:,h
2019-11-21,12:19:28.378:,12:19:28.425:,a
2019-11-21,12:19:28.955:,12:19:29.026:,d
2019-11-21,12:19:29.122:,12:19:29.274:,Key.space
2019-11-21,12:19:29.274:,12:19:29.489:,a
2019-11-21,12:19:29.378:,12:19:29.401:,Key.space
2019-11-21,12:19:29.610:,12:19:29.683:,l
2019-11-21,12:19:29.786:,12:19:29.834:,i
2019-11-21,12:19:29.890:,12:19:29.954:,t
2019-11-21,12:19:30.026:,12:19:30.106:,t
2019-11-21,12:19:30.170:,12:19:30.242:,l
2019-11-21,12:19:30.266:,12:19:30.449:,e
2019-11-21,12:19:30.354:,12:19:30.378:,Key.space
2019-11-21,12:19:30.570:,12:19:30.666:,l
2019-11-21,12:19:30.690:,12:19:30.762:,a
2019-11-21,12:19:30.826:,12:19:30.905:,m
2019-11-21,12:19:31.018:,12:19:31.097:,b
2019-11-21,12:19:31.290:,12:19:31.361:,.
2019-11-21,12:19:31.570:,12:19:31.673:,Key.space
2019-11-21,12:19:31.699:,12:19:31.978:,Key.shift
2019-11-21,12:19:31.866:,12:19:31.954:,W
2019-11-21,12:19:32.026:,12:19:32.113:,h
2019-11-21,12:19:32.194:,12:19:32.273:,o
2019-11-21,12:19:32.298:,12:19:32.393:,s
2019-11-21,12:19:32.418:,12:19:32.641:,e
2019-11-21,12:19:32.538:,12:19:32.561:,Key.space
2019-11-21,12:19:32.891:,12:19:32.930:,f
2019-11-21,12:19:32.954:,12:19:33.009:,l
2019-11-21,12:19:33.066:,12:19:33.137:,e
2019-11-21,12:19:33.226:,12:19:33.273:,e
2019-11-21,12:19:33.386:,12:19:33.489:,c
2019-11-21,12:19:33.690:,12:19:33.779:,e
2019-11-21,12:19:33.922:,12:19:34.010:,Key.space
2019-11-21,12:19:34.058:,12:19:34.153:,w
2019-11-21,12:19:34.266:,12:19:34.521:,a
2019-11-21,12:19:34.306:,12:19:34.442:,s
2019-11-21,12:19:34.426:,12:19:34.441:,Key.space
2019-11-21,12:19:34.618:,12:19:34.706:,w
2019-11-21,12:19:34.730:,12:19:34.794:,h
2019-11-21,12:19:34.882:,12:19:34.929:,i
2019-11-21,12:19:34.930:,12:19:35.018:,t
2019-11-21,12:19:35.074:,12:19:35.257:,e
2019-11-21,12:19:35.154:,12:19:35.177:,Key.space
2019-11-21,12:19:35.306:,12:19:35.585:,a
2019-11-21,12:19:35.378:,12:19:35.513:,s
2019-11-21,12:19:35.514:,12:19:35.515:,Key.space
2019-11-21,12:19:35.915:,12:19:36.002:,s
2019-11-21,12:19:36.034:,12:19:36.097:,n
2019-11-21,12:19:36.186:,12:19:36.265:,o
2019-11-21,12:19:36.322:,12:19:36.401:,w
2019-11-21,12:19:36.562:,12:19:36.641:,.
2019-11-21,12:19:36.666:,12:19:36.754:,Key.space
2019-11-21,12:19:36.803:,12:19:37.065:,Key.shift
2019-11-21,12:19:36.938:,12:19:37.034:,A
2019-11-21,12:19:37.186:,12:19:37.265:,n
2019-11-21,12:19:37.306:,12:19:37.393:,d
2019-11-21,12:19:37.546:,12:19:37.641:,Key.space
2019-11-21,12:19:38.115:,12:19:38.193:,e
2019-11-21,12:19:38.306:,12:19:38.377:,v
2019-11-21,12:19:38.482:,12:19:38.633:,e
2019-11-21,12:19:38.562:,12:19:38.585:,r
2019-11-21,12:19:38.698:,12:19:38.794:,y
2019-11-21,12:19:38.826:,12:19:38.866:,w
2019-11-21,12:19:39.218:,12:19:39.297:,h
2019-11-21,12:19:39.314:,12:19:39.473:,e
2019-11-21,12:19:39.394:,12:19:39.425:,r
2019-11-21,12:19:39.498:,12:19:39.545:,e
2019-11-21,12:19:39.794:,12:19:39.890:,Key.space
2019-11-21,12:19:39.930:,12:19:39.970:,t
2019-11-21,12:19:40.602:,12:19:40.730:,h
2019-11-21,12:19:40.746:,12:19:40.962:,a
2019-11-21,12:19:40.778:,12:19:40.873:,t
2019-11-21,12:19:40.874:,12:19:40.906:,Key.space
2019-11-21,12:19:41.211:,12:19:41.433:,Key.shift
2019-11-21,12:19:41.282:,12:19:41.345:,M
2019-11-21,12:19:41.458:,12:19:41.649:,a
2019-11-21,12:19:41.554:,12:19:41.593:,r
2019-11-21,12:19:41.674:,12:19:41.754:,y
2019-11-21,12:19:41.858:,12:19:41.962:,Key.space
