keyname,timepress,timerelease
shift,0,149
t,69,172
h,205,300
e,340,476
space,500,620
i,621,708
s,724,772
backspace,972,1036
t,1060,1172
s,1148,1252
y,1292,1412
space,1413,1524
b,1613,1708
i,1732,1796
t,1828,1900
s,1988,2092
y,2204,2340
space,2317,2388
s,2452,2556
p,2532,2588
i,2700,2772
d,2748,2820
e,2892,2996
r,2948,3084
space,3052,3164
l,3405,3452
backspace,3629,3692
c,3708,3812
l,3780,3836
i,3924,3988
m,4076,4196
b,4212,4293
e,4420,4468
d,4492,4573
space,4596,4708
u,4708,4844
p,4796,4892
space,4868,4924
t,4996,5116
h,5092,5204
e,5180,5260
space,5228,5364
w,5436,5564
a,5565,5660
t,5676,5772
e,5796,5916
r,5876,5980
s,6012,6124
p,6124,6180
o,6284,6356
u,6468,6596
t,6572,6692
.,6748,6860
space,6916,7012
backspace,7445,7460
backspace,7516,7612
.,7676,7692
backspace,8076,8132
.,8108,8244
space,8589,8710
shift,8709,8868
d,8804,8892
o,8924,8980
w,8980,9052
n,9076,9156
space,9156,9228
c,9284,9396
a,9372,9484
m,9460,9564
space,9540,9628
backspace,10012,10084
e,10060,10180
space,10140,10220
t,10292,10388
h,10356,10444
e,10468,10596
space,10572,10668
r,10844,10940
a,10964,11052
i,11076,11204
n,11124,11227
space,11204,11284
a,11268,11388
n,11364,11492
d,11420,11628
space,11492,11604
w,11628,11692
a,11732,11868
s,11812,11900
h,11900,12028
e,12004,12100
d,12076,12260
space,12236,12284
t,12332,12428
h,12404,12516
e,12469,12572
space,12540,12636
s,12660,12740
p,12716,12772
i,12836,12964
d,12932,12988
e,13060,13196
r,13116,13236
space,13212,13292
o,13332,13388
u,13485,13548
t,13572,13660
.,13684,13732
shift,15486,15836
m,15781,15860
a,15884,15964
r,15988,16020
y,16124,16220
space,16244,16316
h,16340,16460
a,16428,16508
d,16484,16612
space,16589,16684
a,16708,16796
space,16772,16876
l,16852,16908
i,16988,17068
t,17044,17100
t,17172,17260
l,17260,17332
e,17332,17428
space,17396,17524
shift,17508,17668
l,17589,17692
backspace,18045,18100
l,18204,18268
a,18292,18380
m,18404,18492
b,18524,18613
.,18668,18804
space,18805,18924
w,18980,19036
backspace,19276,19349
shift,19348,19524
w,19420,19500
h,19549,19708
o,19653,19788
s,19788,19844
e,19812,19907
space,19884,19996
f,20100,20204
l,20180,20324
e,20276,20324
e,20388,20500
c,20572,20668
e,20645,20740
space,20708,20836
w,20860,20932
a,20972,21124
s,21076,21171
space,21148,21220
w,21292,21396
h,21412,21548
i,21476,21572
t,21549,21684
e,21628,21780
space,21780,21820
a,21844,21980
s,21932,22027
space,22004,22100
s,22132,22227
n,22188,22315
o,22260,22363
w,22364,22451
.,22500,22596
space,22660,22772
shift,22820,23140
a,23028,23116
n,23212,23284
d,23308,23380
space,23444,23564
w,23604,23716
backspace,24021,24108
e,24084,24172
v,24196,24252
e,24316,24412
r,24388,24476
y,24588,24684
w,24780,24908
h,24884,24964
