keyname,timepress,timerelease
shift,0,494
t,406,517
h,541,605
e,629,709
space,733,805
i,918,981
t,1005,1085
s,1174,1285
y,1350,1413
space,1542,1621
b,1741,1797
i,1918,1997
t,2029,2109
s,2230,2341
y,2422,2477
space,2654,2725
s,2806,2925
p,2966,3037
i,3174,3237
f,3350,3429
d,3373,3405
backspace,4094,4173
backspace,4374,4445
d,4534,4621
e,4677,4741
r,4789,4837
space,5246,5317
c,5318,5389
a,5470,5573
m,5598,5725
backspace,6006,6069
backspace,6150,6221
l,6422,6510
i,6630,6709
m,6902,6957
b,7133,7205
e,7237,7405
d,7350,7485
space,7462,7549
u,7814,7901
p,8038,8109
space,8222,8294
t,8318,8413
h,8414,8469
e,8494,8573
space,8598,8669
w,8726,8829
a,8926,8997
t,9102,9181
e,9254,9389
r,9318,9429
s,9526,9629
p,9662,9726
o,9846,9917
u,10142,10221
t,10302,10398
.,10734,10853
space,11054,11157
shift,11134,11478
d,11366,11533
o,11502,11597
w,11621,11789
n,11789,11805
space,11894,11981
c,11997,12045
a,12141,12285
m,12262,12333
e,12374,12453
space,12454,12525
t,12581,12661
h,12685,12741
e,12773,12869
space,12981,13101
r,13173,13293
a,13357,13509
i,13478,13557
n,13662,13725
space,13822,13933
a,13885,14013
n,14085,14149
d,14125,14205
space,14245,14341
a,14397,14550
backspace,14902,14989
w,14965,15061
a,15037,15229
s,15157,15285
h,15253,15349
e,15422,15605
d,15542,15677
space,15653,15741
t,15781,15869
h,15909,15981
e,16061,16101
space,16117,16181
s,16213,16349
p,16382,16510
i,16654,16733
d,16781,16885
e,16933,17069
r,17037,17173
space,17109,17197
o,17333,17413
u,17527,17605
t,17629,17701
.,17845,17933
shift,20511,21189
m,21094,21149
a,21261,21365
r,21437,21526
y,21565,21638
space,21749,21813
h,21933,22029
a,22029,22173
d,22149,22245
space,22245,22341
a,22357,22494
space,22454,22517
l,22670,22789
i,22869,22941
t,22997,23053
t,23125,23205
l,23229,23293
e,23333,23437
space,23438,23509
l,23631,23717
a,23733,23861
m,23957,24061
b,24222,24309
comma,24622,24718
space,24830,24933
shift,24902,24997
shift,25118,25533
w,25390,25509
h,25534,25597
o,25782,25805
s,25805,25885
e,25997,26109
space,26133,26205
f,26309,26461
l,26502,26557
e,26542,26557
backspace,26790,26845
backspace,26933,26989
l,27494,27565
e,27605,27693
e,27774,27909
c,28101,28213
e,28141,28373
space,28373,28397
w,28429,28534
a,28654,28829
s,28766,28885
space,28861,28957
w,29157,29277
h,29309,29381
i,29502,29565
t,29589,29741
e,29685,29789
space,29814,29909
a,30157,30333
s,30269,30389
space,30389,30445
s,30574,30701
n,30717,30789
o,30901,30981
w,31005,31077
.,31173,31253
space,31758,31854
shift,31894,32285
a,32149,32286
n,32261,32357
d,32437,32525
space,32526,32629
backspace,32974,33029
backspace,33109,33165
backspace,33229,33285
n,33422,33501
d,33517,33597
space,33637,33725
e,34238,34333
v,34397,34517
e,34518,34629
r,34573,34677
y,34701,34765
w,34901,35005
h,35045,35141
e,35221,35293
r,35269,35421
e,35389,35525
space,35549,35621
t,35685,35781
h,35829,35949
a,35973,36101
t,36165,36269
space,36269,36349
shift,36670,36989
m,36845,36933
a,37013,37069
r,37173,37293
y,37502,37613
space,37749,37861
w,38078,38157
e,38269,38357
n,38389,38501
t,38525,38597
comma,38813,38877
space,39302,39413
shift,40367,40677
t,40558,40653
h,40701,40781
e,40845,40981
space,41005,41077
l,41478,41597
a,41621,41749
m,41765,41869
b,42038,42141
space,42317,42389
w,42470,42605
a,42581,42749
s,42701,42829
space,42773,42877
s,42917,43062
u,43085,43173
r,43213,43349
e,43293,43421
space,43381,43469
t,43645,43741
o,43741,43797
space,43917,44021
g,43997,44109
o,44165,44261
.,44437,44533
shift,46895,47174
h,47078,47133
u,47222,47285
m,47413,47557
p,47629,47709
t,47773,47845
y,47917,48013
space,48045,48125
shift,48271,48534
d,48421,48535
u,48549,48629
m,48733,48829
p,48957,49061
t,49101,49229
y,49349,49478
space,49574,49661
s,50118,50253
a,50222,50349
t,50445,50533
space,50670,50741
o,50877,50933
n,51117,51205
space,51342,51437
a,51469,51565
space,51589,51677
w,51701,51837
a,51781,51901
l,51941,52029
l,52093,52197
.,53078,53133
backspace,53470,53525
comma,54254,54309
space,54422,54485
shift,54510,54837
h,54741,54797
u,54893,54949
m,55061,55189
p,55285,55373
t,55413,55501
y,55565,55653
space,55677,55741
shift,55805,56077
d,56037,56109
u,56109,56173
m,56285,56373
p,56518,56597
t,56877,56981
y,57085,57229
space,57285,57365
h,57526,57605
a,57606,57733
d,57733,57845
space,57925,57949
a,57926,58037
space,58061,58165
g,58382,58461
r,58582,58677
e,58949,59053
a,59157,59285
t,59365,59477
space,59501,59589
f,59613,59709
a,59789,59917
l,59885,59949
l,60013,60093
.,60237,60325
space,60526,60645
shift,60622,61061
a,60909,61093
l,61062,61141
l,61213,61293
space,61405,61469
t,61509,61605
h,61629,61677
e,61701,61781
space,61813,61869
k,62021,62101
i,62197,62253
n,62373,62437
g,62461,62565
',63038,63101
s,63125,63229
space,63253,63325
h,63477,63573
o,63749,63821
r,63845,63965
s,63981,64085
e,64189,64293
s,64405,64525
space,64566,64669
a,64621,64709
n,64853,64941
d,64981,65077
space,65301,65405
t,65445,65549
backspace,66030,66093
a,66117,66197
l,66221,66285
l,66365,66429
space,66549,66613
t,66669,66741
h,66765,66813
e,66837,66917
space,66933,67013
k,67381,67469
i,67574,67637
n,67733,67805
g,67805,67885
',69078,69157
s,69181,69269
space,69293,69357
m,69469,69605
e,69717,69837
n,69861,69933
space,70085,70173
shift,70429,70741
c,70630,70709
o,70773,70829
u,70973,71053
n,71165,71245
d,71269,71365
l,72566,72669
backspace,72926,72981
backspace,73061,73125
l,73213,73293
d,73317,73373
backspace,74062,74125
backspace,74205,74245
backspace,74317,74373
backspace,74461,74477
u,75254,75301
l,75485,75541
d,75581,75661
n,76142,76205
',76582,76637
t,76717,76829
space,76853,76933
p,77622,77701
u,78734,78789
t,78829,78901
space,78933,78997
h,79109,79173
backspace,79461,79549
shift,79526,79797
h,79709,79773
u,79886,79981
m,80117,80213
p,80357,80453
t,80485,80580
y,80645,80741
space,80765,80829
t,80918,81053
o,81085,81148
g,81221,81308
e,81413,81533
t,81613,81701
h,81757,81845
e,81869,81997
r,81917,82037
space,82021,82125
a,82429,82525
g,82629,82709
a,82821,82933
i,82909,82981
n,83077,83140
.,83309,83388
shift,86095,86341
t,86237,86301
w,86461,86533
i,86613,86685
n,86805,86941
k,86901,86981
;,87189,87245
e,87269,87373
backspace,87814,87885
backspace,87957,88013
l,88678,88741
e,88773,88909
comma,88909,88981
space,89085,89173
t,89958,90094
w,90117,90229
i,90229,90301
n,90437,90613
k,90549,90636
l,90973,91045
e,91526,91637
comma,92710,92765
space,92861,92933
l,93061,93132
i,93237,93301
t,93341,93397
t,93494,93589
l,93613,93653
e,93701,93805
space,93829,93908
s,93933,94061
t,94302,94413
a,94517,94661
r,94725,94845
comma,95678,95757
space,95893,95997
shift,96486,97141
j,96685,96709
backspace,97189,97253
shift,97285,97597
h,97453,97509
o,97645,97709
w,97741,97820
space,97853,97948
shift,97981,98405
i,98125,98196
space,98357,98428
w,98629,98725
o,98765,98836
n,98981,99044
d,99069,99148
e,99221,99349
r,99310,99412
space,99437,99509
w,100221,100357
h,100334,100404
a,100461,100565
t,100629,100708
space,100685,100820
y,101165,101244
o,101413,101493
u,101597,101669
space,101773,101860
a,101829,101908
r,101997,102140
e,102117,102172
shift,102333,103453
!,103342,103429
space,104269,104372
shift,104341,105037
u,104910,104964
p,105173,105244
space,105389,105469
a,105493,105572
b,105605,105676
o,105869,105940
v,106133,106268
e,106237,106332
space,106429,106533
t,106589,106676
h,106701,106772
e,106797,106884
space,106909,106988
w,107189,107356
o,107357,107420
r,107534,107548
l,107589,107668
d,107821,107956
space,108037,108116
s,108149,108244
o,108301,108372
space,108502,108557
h,108677,108740
i,108829,108908
g,108909,108988
h,109021,109084
comma,109485,109581
space,110141,110212
shift,110679,110949
l,110781,110877
i,110981,111068
k,111157,111292
e,111261,111372
space,111453,111549
a,111549,111653
space,111765,111788
d,112133,112268
i,112413,112533
a,112629,112764
m,112741,112820
o,112957,113028
n,113133,113212
d,113245,113300
space,113325,113404
i,113533,113613
n,113709,113820
space,113925,113980
t,114013,114108
h,114109,114180
e,114205,114276
space,114301,114372
s,114397,114493
k,114517,114596
y,115110,115164
.,115557,115612
