date,press,release,identity
2019-11-21,11:01:28.230:,11:01:28.747:,Key.shift
2019-11-21,11:01:28.636:,11:01:28.724:,T
2019-11-21,11:01:28.771:,11:01:28.835:,h
2019-11-21,11:01:28.859:,11:01:28.939:,e
2019-11-21,11:01:28.963:,11:01:29.035:,Key.space
2019-11-21,11:01:29.148:,11:01:29.211:,i
2019-11-21,11:01:29.235:,11:01:29.315:,t
2019-11-21,11:01:29.404:,11:01:29.515:,s
2019-11-21,11:01:29.580:,11:01:29.643:,y
2019-11-21,11:01:29.772:,11:01:29.851:,Key.space
2019-11-21,11:01:29.971:,11:01:30.027:,b
2019-11-21,11:01:30.148:,11:01:30.227:,i
2019-11-21,11:01:30.259:,11:01:30.339:,t
2019-11-21,11:01:30.460:,11:01:30.571:,s
2019-11-21,11:01:30.652:,11:01:30.707:,y
2019-11-21,11:01:30.884:,11:01:30.955:,Key.space
2019-11-21,11:01:31.036:,11:01:31.155:,s
2019-11-21,11:01:31.196:,11:01:31.267:,p
2019-11-21,11:01:31.404:,11:01:31.467:,i
2019-11-21,11:01:31.580:,11:01:31.659:,f
2019-11-21,11:01:31.603:,11:01:31.635:,d
2019-11-21,11:01:32.324:,11:01:32.403:,Key.backspace
2019-11-21,11:01:32.604:,11:01:32.675:,Key.backspace
2019-11-21,11:01:32.764:,11:01:32.851:,d
2019-11-21,11:01:32.907:,11:01:32.971:,e
2019-11-21,11:01:33.019:,11:01:33.067:,r
2019-11-21,11:01:33.476:,11:01:33.547:,Key.space
2019-11-21,11:01:33.548:,11:01:33.619:,c
2019-11-21,11:01:33.700:,11:01:33.803:,a
2019-11-21,11:01:33.828:,11:01:33.955:,m
2019-11-21,11:01:34.236:,11:01:34.299:,Key.backspace
2019-11-21,11:01:34.380:,11:01:34.451:,Key.backspace
2019-11-21,11:01:34.652:,11:01:34.740:,l
2019-11-21,11:01:34.860:,11:01:34.939:,i
2019-11-21,11:01:35.132:,11:01:35.187:,m
2019-11-21,11:01:35.363:,11:01:35.435:,b
2019-11-21,11:01:35.467:,11:01:35.779:,e
2019-11-21,11:01:35.580:,11:01:35.635:,d
2019-11-21,11:01:35.692:,11:01:35.715:,Key.space
2019-11-21,11:01:36.044:,11:01:36.131:,u
2019-11-21,11:01:36.268:,11:01:36.339:,p
2019-11-21,11:01:36.452:,11:01:36.524:,Key.space
2019-11-21,11:01:36.548:,11:01:36.643:,t
2019-11-21,11:01:36.644:,11:01:36.699:,h
2019-11-21,11:01:36.724:,11:01:36.803:,e
2019-11-21,11:01:36.828:,11:01:36.899:,Key.space
2019-11-21,11:01:36.956:,11:01:37.059:,w
2019-11-21,11:01:37.156:,11:01:37.227:,a
2019-11-21,11:01:37.332:,11:01:37.411:,t
2019-11-21,11:01:37.484:,11:01:37.659:,e
2019-11-21,11:01:37.548:,11:01:37.619:,r
2019-11-21,11:01:37.756:,11:01:37.859:,s
2019-11-21,11:01:37.892:,11:01:37.956:,p
2019-11-21,11:01:38.076:,11:01:38.147:,o
2019-11-21,11:01:38.372:,11:01:38.451:,u
2019-11-21,11:01:38.532:,11:01:38.628:,t
2019-11-21,11:01:38.964:,11:01:39.083:,.
2019-11-21,11:01:39.284:,11:01:39.827:,Key.space
2019-11-21,11:01:39.364:,11:01:39.387:,Key.shift
2019-11-21,11:01:39.596:,11:01:39.708:,D
2019-11-21,11:01:39.732:,11:01:39.763:,o
2019-11-21,11:01:39.851:,11:01:40.019:,w
2019-11-21,11:01:40.019:,11:01:40.035:,n
2019-11-21,11:01:40.124:,11:01:40.211:,Key.space
2019-11-21,11:01:40.227:,11:01:40.275:,c
2019-11-21,11:01:40.371:,11:01:40.563:,a
2019-11-21,11:01:40.492:,11:01:40.515:,m
2019-11-21,11:01:40.604:,11:01:40.683:,e
2019-11-21,11:01:40.684:,11:01:40.755:,Key.space
2019-11-21,11:01:40.811:,11:01:40.891:,t
2019-11-21,11:01:40.915:,11:01:40.971:,h
2019-11-21,11:01:41.003:,11:01:41.099:,e
2019-11-21,11:01:41.211:,11:01:41.331:,Key.space
2019-11-21,11:01:41.403:,11:01:41.523:,r
2019-11-21,11:01:41.587:,11:01:41.787:,a
2019-11-21,11:01:41.708:,11:01:41.739:,i
2019-11-21,11:01:41.892:,11:01:41.955:,n
2019-11-21,11:01:42.052:,11:01:42.243:,Key.space
2019-11-21,11:01:42.115:,11:01:42.163:,a
2019-11-21,11:01:42.315:,11:01:42.435:,n
2019-11-21,11:01:42.355:,11:01:42.379:,d
2019-11-21,11:01:42.475:,11:01:42.571:,Key.space
2019-11-21,11:01:42.627:,11:01:42.780:,a
2019-11-21,11:01:43.132:,11:01:43.579:,Key.backspace
2019-11-21,11:01:43.195:,11:01:43.219:,w
2019-11-21,11:01:43.267:,11:01:43.291:,a
2019-11-21,11:01:43.387:,11:01:43.459:,s
2019-11-21,11:01:43.483:,11:01:43.515:,h
2019-11-21,11:01:43.652:,11:01:43.971:,e
2019-11-21,11:01:43.772:,11:01:43.835:,d
2019-11-21,11:01:43.883:,11:01:43.907:,Key.space
2019-11-21,11:01:44.011:,11:01:44.099:,t
2019-11-21,11:01:44.139:,11:01:44.211:,h
2019-11-21,11:01:44.291:,11:01:44.331:,e
2019-11-21,11:01:44.347:,11:01:44.411:,Key.space
2019-11-21,11:01:44.443:,11:01:44.579:,s
2019-11-21,11:01:44.612:,11:01:44.740:,p
2019-11-21,11:01:44.884:,11:01:44.963:,i
2019-11-21,11:01:45.011:,11:01:45.115:,d
2019-11-21,11:01:45.163:,11:01:45.427:,e
2019-11-21,11:01:45.267:,11:01:45.299:,r
2019-11-21,11:01:45.339:,11:01:45.403:,Key.space
2019-11-21,11:01:45.563:,11:01:45.643:,o
2019-11-21,11:01:45.757:,11:01:45.835:,u
2019-11-21,11:01:45.859:,11:01:45.931:,t
