date,press,release,identity
2019-11-21,11:14:59.985:,11:15:00.206:,Key.shift
2019-11-21,11:15:00.095:,11:15:00.174:,T
2019-11-21,11:15:00.206:,11:15:00.613:,h
2019-11-21,11:15:00.254:,11:15:00.302:,e
2019-11-21,11:15:00.342:,11:15:00.381:,Key.space
2019-11-21,11:15:00.446:,11:15:00.477:,i
2019-11-21,11:15:00.534:,11:15:00.557:,s
2019-11-21,11:15:00.871:,11:15:00.966:,Key.backspace
2019-11-21,11:15:00.967:,11:15:01.173:,t
2019-11-21,11:15:01.054:,11:15:01.077:,s
2019-11-21,11:15:01.198:,11:15:01.302:,y
2019-11-21,11:15:01.350:,11:15:01.430:,Key.space
2019-11-21,11:15:01.502:,11:15:01.598:,b
2019-11-21,11:15:01.678:,11:15:01.703:,i
2019-11-21,11:15:01.727:,11:15:01.918:,t
2019-11-21,11:15:01.790:,11:15:01.814:,s
2019-11-21,11:15:01.966:,11:15:02.165:,y
2019-11-21,11:15:02.062:,11:15:02.086:,Key.space
2019-11-21,11:15:02.222:,11:15:02.390:,s
2019-11-21,11:15:02.302:,11:15:02.366:,p
2019-11-21,11:15:02.438:,11:15:02.605:,i
2019-11-21,11:15:02.526:,11:15:02.557:,d
2019-11-21,11:15:02.662:,11:15:02.901:,e
2019-11-21,11:15:02.726:,11:15:02.774:,r
2019-11-21,11:15:02.806:,11:15:02.829:,Key.space
2019-11-21,11:15:02.958:,11:15:03.070:,c
2019-11-21,11:15:03.022:,11:15:03.069:,l
2019-11-21,11:15:03.150:,11:15:03.365:,i
2019-11-21,11:15:03.214:,11:15:03.261:,m
2019-11-21,11:15:03.278:,11:15:03.334:,b
2019-11-21,11:15:03.422:,11:15:03.517:,e
2019-11-21,11:15:03.550:,11:15:03.621:,d
2019-11-21,11:15:03.742:,11:15:03.766:,Key.space
2019-11-21,11:15:03.766:,11:15:03.957:,u
2019-11-21,11:15:03.806:,11:15:03.885:,p
2019-11-21,11:15:03.886:,11:15:03.926:,Key.space
2019-11-21,11:15:04.014:,11:15:04.109:,t
2019-11-21,11:15:04.286:,11:15:04.406:,h
2019-11-21,11:15:04.430:,11:15:04.629:,e
2019-11-21,11:15:04.526:,11:15:04.557:,Key.space
2019-11-21,11:15:04.758:,11:15:04.821:,w
2019-11-21,11:15:04.950:,11:15:05.061:,a
2019-11-21,11:15:05.086:,11:15:05.165:,t
2019-11-21,11:15:05.190:,11:15:05.341:,e
2019-11-21,11:15:05.262:,11:15:05.293:,r
2019-11-21,11:15:05.422:,11:15:05.550:,s
2019-11-21,11:15:05.566:,11:15:05.605:,p
2019-11-21,11:15:05.702:,11:15:05.782:,o
2019-11-21,11:15:05.886:,11:15:05.990:,u
2019-11-21,11:15:05.990:,11:15:06.069:,t
2019-11-21,11:15:06.262:,11:15:06.325:,/
2019-11-21,11:15:06.262:,11:15:06.293:,.
2019-11-21,11:15:06.366:,11:15:06.414:,Key.space
2019-11-21,11:15:06.702:,11:15:06.814:,Key.backspace
2019-11-21,11:15:06.838:,11:15:06.917:,Key.backspace
2019-11-21,11:15:07.246:,11:15:07.325:,Key.backspace
2019-11-21,11:15:07.455:,11:15:07.518:,.
2019-11-21,11:15:07.542:,11:15:07.821:,Key.space
2019-11-21,11:15:07.646:,11:15:07.669:,Key.shift
2019-11-21,11:15:07.726:,11:15:07.798:,D
2019-11-21,11:15:07.886:,11:15:07.957:,o
2019-11-21,11:15:07.982:,11:15:08.061:,w
2019-11-21,11:15:08.086:,11:15:08.165:,n
2019-11-21,11:15:08.190:,11:15:08.285:,Key.space
2019-11-21,11:15:08.326:,11:15:08.389:,s
2019-11-21,11:15:08.590:,11:15:08.678:,Key.backspace
2019-11-21,11:15:08.679:,11:15:08.949:,c
2019-11-21,11:15:08.767:,11:15:08.797:,a
2019-11-21,11:15:08.854:,11:15:08.869:,m
2019-11-21,11:15:08.966:,11:15:09.125:,e
2019-11-21,11:15:09.030:,11:15:09.077:,Key.space
2019-11-21,11:15:09.190:,11:15:09.510:,t
2019-11-21,11:15:09.270:,11:15:09.309:,h
2019-11-21,11:15:09.334:,11:15:09.357:,e
2019-11-21,11:15:09.406:,11:15:09.429:,Key.space
2019-11-21,11:15:09.638:,11:15:09.758:,t
2019-11-21,11:15:09.894:,11:15:10.389:,Key.backspace
2019-11-21,11:15:09.966:,11:15:09.989:,r
2019-11-21,11:15:10.054:,11:15:10.085:,a
2019-11-21,11:15:10.150:,11:15:10.181:,i
2019-11-21,11:15:10.238:,11:15:10.293:,n
2019-11-21,11:15:10.294:,11:15:10.325:,Key.space
2019-11-21,11:15:10.414:,11:15:10.502:,a
2019-11-21,11:15:10.526:,11:15:10.757:,n
2019-11-21,11:15:10.574:,11:15:10.606:,d
2019-11-21,11:15:10.638:,11:15:10.685:,Key.space
2019-11-21,11:15:10.782:,11:15:10.861:,w
2019-11-21,11:15:10.902:,11:15:11.093:,a
2019-11-21,11:15:10.990:,11:15:11.069:,s
2019-11-21,11:15:11.094:,11:15:11.229:,h
2019-11-21,11:15:11.254:,11:15:11.357:,e
