date,press,release,identity
2019-11-21,13:27:59.849:,13:28:00.069:,Key.shift_r
2019-11-21,13:27:59.973:,13:28:00.029:,T
2019-11-21,13:28:00.133:,13:28:00.285:,h
2019-11-21,13:28:00.205:,13:28:00.228:,e
2019-11-21,13:28:00.325:,13:28:00.404:,Key.space
2019-11-21,13:28:00.437:,13:28:00.492:,i
2019-11-21,13:28:00.533:,13:28:00.604:,t
2019-11-21,13:28:00.693:,13:28:00.773:,s
2019-11-21,13:28:00.885:,13:28:00.980:,y
2019-11-21,13:28:01.085:,13:28:01.132:,Key.space
2019-11-21,13:28:01.221:,13:28:01.269:,b
2019-11-21,13:28:01.357:,13:28:01.420:,i
2019-11-21,13:28:01.469:,13:28:01.557:,t
2019-11-21,13:28:01.605:,13:28:01.701:,s
2019-11-21,13:28:01.733:,13:28:01.796:,t
2019-11-21,13:28:02.438:,13:28:02.541:,Key.backspace
2019-11-21,13:28:02.814:,13:28:02.893:,y
2019-11-21,13:28:03.013:,13:28:03.069:,Key.space
2019-11-21,13:28:03.149:,13:28:03.444:,s
2019-11-21,13:28:03.237:,13:28:03.260:,p
2019-11-21,13:28:03.358:,13:28:03.380:,i
2019-11-21,13:28:03.485:,13:28:03.548:,d
2019-11-21,13:28:03.629:,13:28:03.804:,e
2019-11-21,13:28:03.726:,13:28:03.749:,r
2019-11-21,13:28:03.845:,13:28:03.940:,Key.space
2019-11-21,13:28:04.029:,13:28:04.053:,c
2019-11-21,13:28:04.053:,13:28:04.244:,l
2019-11-21,13:28:04.109:,13:28:04.156:,i
2019-11-21,13:28:04.181:,13:28:04.212:,m
2019-11-21,13:28:04.349:,13:28:04.420:,b
2019-11-21,13:28:04.461:,13:28:04.532:,e
2019-11-21,13:28:04.677:,13:28:04.773:,d
2019-11-21,13:28:04.805:,13:28:04.852:,Key.space
2019-11-21,13:28:05.021:,13:28:05.109:,u
2019-11-21,13:28:05.189:,13:28:05.276:,p
2019-11-21,13:28:05.341:,13:28:05.469:,Key.space
2019-11-21,13:28:05.597:,13:28:05.693:,t
2019-11-21,13:28:05.693:,13:28:05.844:,h
2019-11-21,13:28:05.765:,13:28:05.788:,e
2019-11-21,13:28:05.869:,13:28:06.020:,Key.space
2019-11-21,13:28:05.941:,13:28:05.965:,w
2019-11-21,13:28:06.061:,13:28:06.124:,a
2019-11-21,13:28:06.317:,13:28:06.492:,e
2019-11-21,13:28:06.398:,13:28:06.437:,r
2019-11-21,13:28:06.941:,13:28:07.012:,Key.backspace
2019-11-21,13:28:07.125:,13:28:07.180:,Key.backspace
2019-11-21,13:28:07.229:,13:28:07.284:,t
2019-11-21,13:28:07.349:,13:28:07.500:,e
2019-11-21,13:28:07.413:,13:28:07.453:,r
2019-11-21,13:28:07.918:,13:28:08.364:,s
2019-11-21,13:28:07.997:,13:28:08.020:,p
2019-11-21,13:28:08.117:,13:28:08.180:,o
2019-11-21,13:28:08.261:,13:28:08.340:,u
2019-11-21,13:28:08.421:,13:28:08.501:,t
2019-11-21,13:28:08.750:,13:28:08.844:,.
2019-11-21,13:28:09.165:,13:28:09.236:,Key.space
2019-11-21,13:28:09.325:,13:28:09.485:,Key.shift_r
2019-11-21,13:28:09.365:,13:28:09.413:,D
2019-11-21,13:28:09.509:,13:28:09.588:,o
2019-11-21,13:28:09.613:,13:28:09.684:,w
