keyname,timepress,timerelease
shift,0,180
t,124,220
h,284,379
e,356,436
space,476,555
i,588,643
t,684,755
s,844,924
y,1036,1131
space,1236,1283
b,1372,1420
i,1508,1571
t,1620,1708
s,1756,1852
t,1884,1947
backspace,2589,2692
y,2965,3044
space,3164,3220
s,3300,3411
p,3388,3531
i,3509,3595
d,3636,3699
e,3780,3900
r,3877,3955
space,3996,4091
c,4180,4204
l,4204,4307
i,4260,4363
m,4332,4395
b,4500,4571
e,4612,4683
d,4828,4924
space,4956,5003
u,5172,5260
p,5340,5427
space,5492,5620
t,5748,5844
h,5844,5939
e,5916,5995
space,6020,6116
w,6092,6171
a,6212,6275
e,6468,6588
r,6549,6643
backspace,7092,7163
backspace,7276,7331
t,7380,7435
e,7500,7604
r,7564,7651
s,8069,8171
p,8148,8331
o,8268,8491
u,8412,8515
t,8572,8652
.,8901,8995
space,9316,9387
shift,9476,9564
d,9516,9636
o,9660,9739
w,9764,9835
n,9900,9979
space,10508,10603
c,10636,10740
a,10741,10820
m,10852,10955
e,10956,11027
space,11060,11131
t,11164,11251
h,11252,11339
e,11372,11467
space,11468,11523
r,11588,11676
a,11772,11835
i,11876,12011
n,11964,12091
space,12404,12483
a,12508,12555
n,12595,12708
d,12652,12755
space,12780,12868
w,12892,12939
a,13044,13091
s,13068,13155
h,13196,13307
e,13276,13331
d,13436,13507
space,13532,13595
t,13636,13700
h,13724,13795
e,13796,13884
space,13932,14019
s,13988,14067
p,14156,14315
i,14292,14371
d,14476,14531
e,14588,14715
r,14692,14836
space,15581,15652
o,15773,15932
u,16012,16107
t,16196,16275
.,16452,16523
shift,20941,21460
m,21308,21380
a,22237,22316
r,22412,22476
y,22532,22611
space,23029,23108
h,23212,23315
a,23292,23355
d,23444,23540
space,23716,23787
a,23997,24084
space,24116,24212
l,24236,24331
i,24284,24371
t,24572,24643
t,24748,24835
l,24900,25068
e,25069,25099
space,25268,25307
l,25348,25427
a,25468,25547
m,25580,25627
b,25724,25795
.,25949,26012
space,26092,26164
shift,26372,26572
w,26516,26603
h,26668,26716
o,26788,26868
s,26932,27052
e,27084,27131
space,27308,27395
f,27540,27635
l,27772,27892
e,27892,27947
e,28020,28124
c,28164,28291
e,28268,28347
space,28412,28523
w,28492,28563
a,28652,28731
s,28708,28795
space,28860,28940
w,28940,29012
h,29044,29123
i,29100,29187
t,29164,29283
e,29252,29339
space,29355,29483
a,29484,29547
s,29508,29619
space,29636,29715
s,29788,29875
n,29900,29971
o,30060,30132
w,30164,30243
.,30323,30395
space,30475,30547
shift,30796,30996
a,30932,31019
n,31116,31187
d,31188,31267
space,31339,31427
e,31451,31547
v,31571,31667
e,31635,31739
r,31715,31803
y,31827,31915
w,31995,32075
h,32116,32187
e,32212,32283
r,32308,32403
e,32371,32435
space,32460,32523
t,32547,32603
h,32643,32723
a,32700,32747
t,32795,32860
space,32876,32931
shift,32908,33091
m,33028,33107
a,33164,33211
r,33291,33395
y,33371,33451
space,33571,33627
w,33812,33899
e,33916,33987
n,34027,34107
t,34139,34220
.,34260,34347
space,34580,34643
shift,35149,35300
t,35244,35339
h,35427,35515
e,35516,35587
space,35643,35699
l,35868,35947
a,35987,36067
m,36115,36179
b,36292,36355
space,36508,36611
w,36611,36675
a,36771,36819
s,36795,36875
space,36899,36971
s,37067,37171
u,37147,37243
r,37276,37379
e,37340,37427
space,37740,37819
t,37843,37939
o,37971,38035
space,38115,38147
g,38187,38243
o,38276,38347
.,38484,38555
