date,press,release,identity
2019-11-21,11:54:44.328:,11:54:44.486:,Key.shift
2019-11-21,11:54:44.405:,11:54:44.485:,T
2019-11-21,11:54:44.564:,11:54:44.628:,h
2019-11-21,11:54:44.645:,11:54:44.725:,e
2019-11-21,11:54:44.749:,11:54:44.813:,Key.space
2019-11-21,11:54:45.910:,11:54:45.972:,i
2019-11-21,11:54:46.133:,11:54:46.204:,t
2019-11-21,11:54:46.284:,11:54:46.356:,s
2019-11-21,11:54:46.405:,11:54:46.460:,y
2019-11-21,11:54:47.350:,11:54:47.428:,Key.space
2019-11-21,11:54:47.741:,11:54:47.812:,b
2019-11-21,11:54:47.917:,11:54:47.980:,i
2019-11-21,11:54:48.100:,11:54:48.156:,t
2019-11-21,11:54:48.220:,11:54:48.284:,s
2019-11-21,11:54:48.308:,11:54:48.364:,y
2019-11-21,11:54:49.197:,11:54:49.268:,Key.space
2019-11-21,11:54:49.541:,11:54:49.604:,s
2019-11-21,11:54:49.676:,11:54:49.748:,p
2019-11-21,11:54:49.852:,11:54:49.917:,i
2019-11-21,11:54:49.965:,11:54:50.036:,d
2019-11-21,11:54:50.124:,11:54:50.204:,e
2019-11-21,11:54:50.300:,11:54:50.372:,r
2019-11-21,11:54:51.461:,11:54:51.540:,Key.space
2019-11-21,11:54:51.941:,11:54:52.005:,c
2019-11-21,11:54:52.125:,11:54:52.188:,l
2019-11-21,11:54:52.317:,11:54:52.372:,i
2019-11-21,11:54:52.501:,11:54:52.564:,m
2019-11-21,11:54:53.149:,11:54:53.212:,b
2019-11-21,11:54:53.292:,11:54:53.356:,e
2019-11-21,11:54:53.460:,11:54:53.532:,d
2019-11-21,11:54:54.238:,11:54:54.436:,Key.space
2019-11-21,11:54:54.917:,11:54:54.980:,u
2019-11-21,11:54:55.117:,11:54:55.188:,p
2019-11-21,11:54:55.308:,11:54:55.380:,Key.space
2019-11-21,11:54:55.500:,11:54:55.524:,t
2019-11-21,11:54:55.628:,11:54:55.676:,h
2019-11-21,11:54:55.677:,11:54:55.733:,e
2019-11-21,11:54:55.805:,11:54:55.876:,Key.space
2019-11-21,11:54:56.469:,11:54:56.548:,w
2019-11-21,11:54:56.725:,11:54:56.804:,a
2019-11-21,11:54:56.989:,11:54:57.044:,t
2019-11-21,11:54:57.117:,11:54:57.188:,e
2019-11-21,11:54:57.260:,11:54:57.348:,r
2019-11-21,11:54:57.372:,11:54:57.452:,Key.space
2019-11-21,11:54:57.781:,11:54:57.836:,Key.backspace
2019-11-21,11:54:59.069:,11:54:59.125:,s
2019-11-21,11:54:59.253:,11:54:59.324:,p
2019-11-21,11:54:59.765:,11:54:59.876:,o
2019-11-21,11:54:59.988:,11:55:00.044:,u
2019-11-21,11:55:00.205:,11:55:00.276:,t
2019-11-21,11:55:08.021:,11:55:08.084:,.
2019-11-21,11:55:09.613:,11:55:09.628:,Key.space
2019-11-21,11:55:09.814:,11:55:10.084:,Key.shift
2019-11-21,11:55:10.486:,11:55:10.676:,Key.shift
2019-11-21,11:55:10.605:,11:55:10.652:,D
2019-11-21,11:55:10.869:,11:55:10.924:,o
2019-11-21,11:55:11.020:,11:55:11.076:,w
2019-11-21,11:55:11.100:,11:55:11.156:,n
2019-11-21,11:55:11.252:,11:55:11.332:,Key.space
2019-11-21,11:55:11.933:,11:55:11.988:,c
2019-11-21,11:55:12.124:,11:55:12.196:,a
2019-11-21,11:55:12.396:,11:55:12.412:,Key.space
2019-11-21,11:55:12.525:,11:55:12.588:,t
2019-11-21,11:55:12.685:,11:55:12.748:,h
2019-11-21,11:55:12.836:,11:55:12.852:,e
2019-11-21,11:55:12.892:,11:55:12.972:,Key.space
2019-11-21,11:55:13.412:,11:55:13.484:,r
2019-11-21,11:55:13.628:,11:55:13.708:,a
2019-11-21,11:55:13.732:,11:55:13.788:,i
2019-11-21,11:55:13.844:,11:55:13.948:,n
2019-11-21,11:55:14.228:,11:55:14.308:,Key.space
2019-11-21,11:55:14.340:,11:55:14.492:,a
2019-11-21,11:55:14.412:,11:55:14.444:,n
2019-11-21,11:55:14.540:,11:55:14.604:,d
2019-11-21,11:55:14.628:,11:55:14.676:,Key.space
2019-11-21,11:55:15.357:,11:55:15.420:,w
2019-11-21,11:55:15.533:,11:55:15.596:,a
2019-11-21,11:55:15.684:,11:55:15.748:,s
2019-11-21,11:55:15.772:,11:55:15.812:,h
2019-11-21,11:55:15.868:,11:55:15.924:,e
2019-11-21,11:55:16.004:,11:55:16.076:,d
2019-11-21,11:55:16.100:,11:55:16.164:,Key.space
2019-11-21,11:55:16.549:,11:55:16.604:,t
2019-11-21,11:55:16.709:,11:55:16.780:,h
2019-11-21,11:55:16.796:,11:55:16.860:,e
2019-11-21,11:55:16.884:,11:55:16.956:,Key.space
2019-11-21,11:55:17.116:,11:55:17.188:,s
2019-11-21,11:55:17.549:,11:55:17.612:,p
2019-11-21,11:55:17.773:,11:55:17.828:,i
2019-11-21,11:55:17.908:,11:55:17.980:,d
2019-11-21,11:55:18.076:,11:55:18.140:,e
2019-11-21,11:55:18.236:,11:55:18.300:,r
