date,press,release,identity
2019-11-21,11:22:46.101:,11:22:46.386:,Key.shift_r
2019-11-21,11:22:46.259:,11:22:46.363:,T
2019-11-21,11:22:46.490:,11:22:46.818:,h
2019-11-21,11:22:46.563:,11:22:46.619:,e
2019-11-21,11:22:46.667:,11:22:46.722:,Key.space
2019-11-21,11:22:46.842:,11:22:47.154:,i
2019-11-21,11:22:46.955:,11:22:46.986:,n
2019-11-21,11:22:47.034:,11:22:47.074:,t
2019-11-21,11:22:47.355:,11:22:47.418:,Key.backspace
2019-11-21,11:22:47.498:,11:22:47.603:,Key.backspace
2019-11-21,11:22:47.627:,11:22:47.723:,t
2019-11-21,11:22:47.747:,11:22:47.907:,s
2019-11-21,11:22:47.995:,11:22:48.066:,y
2019-11-21,11:22:48.235:,11:22:48.282:,Key.space
2019-11-21,11:22:48.331:,11:22:48.450:,b
2019-11-21,11:22:48.466:,11:22:48.714:,i
2019-11-21,11:22:48.563:,11:22:48.594:,t
2019-11-21,11:22:48.667:,11:22:48.690:,Key.space
2019-11-21,11:22:48.746:,11:22:48.930:,s
2019-11-21,11:22:49.042:,11:22:49.090:,Key.backspace
2019-11-21,11:22:49.154:,11:22:49.250:,Key.backspace
2019-11-21,11:22:49.275:,11:22:49.410:,s
2019-11-21,11:22:49.411:,11:22:49.482:,y
2019-11-21,11:22:49.514:,11:22:49.643:,Key.space
2019-11-21,11:22:49.779:,11:22:49.914:,s
2019-11-21,11:22:49.930:,11:22:50.058:,p
2019-11-21,11:22:50.082:,11:22:50.202:,i
2019-11-21,11:22:50.298:,11:22:50.426:,d
2019-11-21,11:22:50.490:,11:22:50.826:,e
2019-11-21,11:22:50.602:,11:22:50.626:,r
2019-11-21,11:22:50.707:,11:22:50.746:,Key.space
2019-11-21,11:22:50.938:,11:22:51.162:,c
2019-11-21,11:22:51.034:,11:22:51.082:,l
2019-11-21,11:22:51.186:,11:22:51.410:,i
2019-11-21,11:22:51.314:,11:22:51.346:,m
2019-11-21,11:22:51.514:,11:22:51.594:,b
2019-11-21,11:22:51.610:,11:22:51.691:,e
2019-11-21,11:22:51.787:,11:22:52.218:,d
2019-11-21,11:22:51.883:,11:22:51.906:,Key.space
2019-11-21,11:22:51.971:,11:22:51.994:,u
2019-11-21,11:22:52.083:,11:22:52.130:,p
2019-11-21,11:22:52.250:,11:22:52.474:,Key.space
2019-11-21,11:22:52.475:,11:22:52.498:,t
2019-11-21,11:22:52.498:,11:22:52.755:,h
2019-11-21,11:22:52.538:,11:22:52.602:,e
2019-11-21,11:22:52.618:,11:22:52.674:,Key.space
2019-11-21,11:22:52.771:,11:22:52.858:,w
2019-11-21,11:22:52.882:,11:22:53.074:,a
2019-11-21,11:22:53.098:,11:22:53.194:,t
2019-11-21,11:22:53.226:,11:22:53.530:,e
2019-11-21,11:22:53.346:,11:22:53.370:,r
2019-11-21,11:22:53.442:,11:22:53.482:,Key.space
2019-11-21,11:22:54.156:,11:22:54.299:,s
2019-11-21,11:22:54.322:,11:22:54.426:,p
2019-11-21,11:22:54.643:,11:22:54.706:,Key.backspace
