date,press,release,identity
2019-11-21,13:24:57.577:,13:24:58.206:,Key.shift_r
2019-11-21,13:24:58.079:,13:24:58.174:,T
2019-11-21,13:24:58.286:,13:24:58.494:,h
2019-11-21,13:24:58.518:,13:24:58.589:,Key.space
2019-11-21,13:24:58.542:,13:24:58.557:,Key.shift_r
2019-11-21,13:24:58.934:,13:24:59.013:,i
2019-11-21,13:24:59.062:,13:24:59.133:,t
2019-11-21,13:25:01.607:,13:25:01.798:,Key.backspace
2019-11-21,13:25:01.854:,13:25:02.062:,Key.backspace
2019-11-21,13:25:02.495:,13:25:02.662:,Key.backspace
2019-11-21,13:25:03.839:,13:25:03.926:,e
2019-11-21,13:25:04.639:,13:25:04.718:,Key.space
2019-11-21,13:25:06.087:,13:25:06.174:,i
2019-11-21,13:25:06.222:,13:25:06.350:,t
2019-11-21,13:25:06.414:,13:25:06.502:,s
2019-11-21,13:25:06.622:,13:25:06.710:,y
2019-11-21,13:25:06.910:,13:25:06.981:,Key.space
2019-11-21,13:25:07.046:,13:25:07.125:,b
2019-11-21,13:25:07.214:,13:25:07.301:,i
2019-11-21,13:25:07.326:,13:25:07.405:,t
2019-11-21,13:25:07.462:,13:25:07.550:,s
2019-11-21,13:25:07.662:,13:25:07.718:,t
2019-11-21,13:25:08.318:,13:25:08.422:,Key.backspace
2019-11-21,13:25:08.558:,13:25:08.630:,y
2019-11-21,13:25:09.287:,13:25:09.350:,Key.space
2019-11-21,13:25:09.639:,13:25:09.734:,s
2019-11-21,13:25:09.782:,13:25:09.981:,p
2019-11-21,13:25:09.886:,13:25:09.933:,i
2019-11-21,13:25:10.038:,13:25:10.277:,d
2019-11-21,13:25:10.118:,13:25:10.205:,e
2019-11-21,13:25:10.302:,13:25:10.366:,r
2019-11-21,13:25:10.559:,13:25:10.654:,Key.space
2019-11-21,13:25:10.703:,13:25:10.774:,c
2019-11-21,13:25:10.798:,13:25:10.965:,l
2019-11-21,13:25:10.862:,13:25:10.925:,i
2019-11-21,13:25:11.366:,13:25:11.445:,m
2019-11-21,13:25:11.583:,13:25:11.654:,b
2019-11-21,13:25:11.694:,13:25:11.774:,e
2019-11-21,13:25:11.870:,13:25:12.021:,d
2019-11-21,13:25:11.958:,13:25:11.973:,Key.space
2019-11-21,13:25:12.102:,13:25:12.173:,u
2019-11-21,13:25:12.246:,13:25:12.317:,p
2019-11-21,13:25:12.342:,13:25:12.421:,Key.space
2019-11-21,13:25:12.445:,13:25:12.509:,t
2019-11-21,13:25:12.534:,13:25:12.606:,h
2019-11-21,13:25:12.607:,13:25:12.686:,e
2019-11-21,13:25:12.719:,13:25:12.806:,Key.space
2019-11-21,13:25:12.878:,13:25:12.893:,w
2019-11-21,13:25:12.966:,13:25:13.029:,a
2019-11-21,13:25:13.118:,13:25:13.189:,t
2019-11-21,13:25:13.262:,13:25:13.437:,e
2019-11-21,13:25:13.342:,13:25:13.373:,r
2019-11-21,13:25:13.743:,13:25:13.885:,s
2019-11-21,13:25:13.918:,13:25:14.062:,p
2019-11-21,13:25:14.094:,13:25:14.245:,o
2019-11-21,13:25:14.246:,13:25:14.325:,u
2019-11-21,13:25:14.430:,13:25:14.485:,t
2019-11-21,13:25:14.582:,13:25:14.662:,.
2019-11-21,13:25:18.775:,13:25:18.837:,Key.space
2019-11-21,13:25:18.886:,13:25:19.102:,Key.shift_r
2019-11-21,13:25:19.078:,13:25:19.101:,D
2019-11-21,13:25:19.158:,13:25:19.237:,o
2019-11-21,13:25:19.262:,13:25:19.333:,w
2019-11-21,13:25:19.366:,13:25:19.445:,n
2019-11-21,13:25:19.535:,13:25:19.613:,Key.space
2019-11-21,13:25:19.646:,13:25:19.797:,c
2019-11-21,13:25:19.710:,13:25:19.733:,a
2019-11-21,13:25:19.822:,13:25:19.901:,m
2019-11-21,13:25:19.926:,13:25:20.037:,e
2019-11-21,13:25:19.974:,13:25:19.997:,Key.space
2019-11-21,13:25:20.102:,13:25:20.165:,t
2019-11-21,13:25:20.189:,13:25:20.245:,h
2019-11-21,13:25:20.270:,13:25:20.325:,e
2019-11-21,13:25:20.358:,13:25:20.509:,Key.space
2019-11-21,13:25:20.430:,13:25:20.453:,r
2019-11-21,13:25:20.582:,13:25:20.653:,a
2019-11-21,13:25:20.654:,13:25:20.781:,i
2019-11-21,13:25:20.702:,13:25:20.733:,n
2019-11-21,13:25:20.806:,13:25:20.901:,Key.space
2019-11-21,13:25:20.846:,13:25:20.869:,a
2019-11-21,13:25:20.966:,13:25:21.093:,n
2019-11-21,13:25:21.021:,13:25:21.037:,d
2019-11-21,13:25:21.094:,13:25:21.181:,Key.space
2019-11-21,13:25:21.206:,13:25:21.269:,w
2019-11-21,13:25:21.349:,13:25:21.413:,a
2019-11-21,13:25:21.414:,13:25:21.486:,s
2019-11-21,13:25:21.526:,13:25:21.613:,h
2019-11-21,13:25:21.614:,13:25:21.693:,e
2019-11-21,13:25:21.775:,13:25:21.861:,d
2019-11-21,13:25:21.886:,13:25:21.973:,Key.space
2019-11-21,13:25:22.406:,13:25:22.477:,t
2019-11-21,13:25:22.501:,13:25:22.581:,h
2019-11-21,13:25:22.613:,13:25:22.693:,e
2019-11-21,13:25:22.710:,13:25:22.790:,Key.space
2019-11-21,13:25:22.814:,13:25:22.893:,s
2019-11-21,13:25:22.982:,13:25:23.061:,p
2019-11-21,13:25:23.005:,13:25:23.029:,i
2019-11-21,13:25:23.101:,13:25:23.157:,d
2019-11-21,13:25:23.237:,13:25:23.389:,e
2019-11-21,13:25:23.301:,13:25:23.333:,r
2019-11-21,13:25:23.413:,13:25:23.493:,Key.space
2019-11-21,13:25:23.541:,13:25:23.733:,o
2019-11-21,13:25:23.685:,13:25:23.709:,u
2019-11-21,13:25:23.733:,13:25:23.781:,t
2019-11-21,13:25:23.934:,13:25:24.013:,.
2019-11-21,13:25:36.847:,13:25:37.374:,Key.shift_r
