date,press,release,identity
2019-11-21,12:16:34.830:,12:16:35.195:,Key.shift
2019-11-21,12:16:35.099:,12:16:35.163:,T
2019-11-21,12:16:35.315:,12:16:35.395:,h
2019-11-21,12:16:35.427:,12:16:35.570:,e
2019-11-21,12:16:35.475:,12:16:35.522:,Key.space
2019-11-21,12:16:35.667:,12:16:35.747:,i
2019-11-21,12:16:35.803:,12:16:36.003:,s
2019-11-21,12:16:35.899:,12:16:36.003:,t
2019-11-21,12:16:36.163:,12:16:36.227:,Key.backspace
2019-11-21,12:16:36.307:,12:16:36.379:,Key.backspace
2019-11-21,12:16:36.411:,12:16:36.491:,t
2019-11-21,12:16:36.803:,12:16:36.883:,s
2019-11-21,12:16:36.884:,12:16:36.971:,y
2019-11-21,12:16:37.107:,12:16:37.187:,Key.space
2019-11-21,12:16:37.411:,12:16:37.467:,b
2019-11-21,12:16:37.515:,12:16:37.579:,i
2019-11-21,12:16:37.675:,12:16:37.763:,t
2019-11-21,12:16:37.932:,12:16:38.019:,s
2019-11-21,12:16:38.171:,12:16:38.227:,y
2019-11-21,12:16:38.299:,12:16:38.394:,Key.space
2019-11-21,12:16:38.483:,12:16:38.674:,s
2019-11-21,12:16:38.579:,12:16:38.602:,p
2019-11-21,12:16:38.772:,12:16:38.827:,i
2019-11-21,12:16:38.876:,12:16:38.955:,d
2019-11-21,12:16:39.091:,12:16:39.338:,e
2019-11-21,12:16:39.163:,12:16:39.282:,r
2019-11-21,12:16:39.227:,12:16:39.250:,Key.space
2019-11-21,12:16:39.531:,12:16:39.619:,c
2019-11-21,12:16:39.619:,12:16:39.683:,l
2019-11-21,12:16:39.803:,12:16:40.003:,i
2019-11-21,12:16:39.908:,12:16:39.931:,m
2019-11-21,12:16:40.107:,12:16:40.187:,b
2019-11-21,12:16:40.299:,12:16:40.347:,e
2019-11-21,12:16:40.491:,12:16:40.691:,d
2019-11-21,12:16:40.579:,12:16:40.594:,Key.space
2019-11-21,12:16:40.924:,12:16:41.003:,u
2019-11-21,12:16:41.099:,12:16:41.187:,p
2019-11-21,12:16:41.187:,12:16:41.291:,Key.space
2019-11-21,12:16:41.307:,12:16:41.450:,t
2019-11-21,12:16:41.379:,12:16:41.411:,h
2019-11-21,12:16:41.531:,12:16:41.587:,Key.space
2019-11-21,12:16:42.052:,12:16:42.123:,Key.backspace
2019-11-21,12:16:42.139:,12:16:42.314:,e
2019-11-21,12:16:42.211:,12:16:42.235:,Key.space
2019-11-21,12:16:42.355:,12:16:42.451:,w
2019-11-21,12:16:42.539:,12:16:42.642:,a
2019-11-21,12:16:42.755:,12:16:42.835:,t
2019-11-21,12:16:42.931:,12:16:43.090:,e
2019-11-21,12:16:42.996:,12:16:43.043:,r
2019-11-21,12:16:43.251:,12:16:43.402:,s
2019-11-21,12:16:43.403:,12:16:43.466:,p
2019-11-21,12:16:43.587:,12:16:43.675:,o
2019-11-21,12:16:43.916:,12:16:43.987:,Key.backspace
2019-11-21,12:16:44.307:,12:16:44.379:,o
2019-11-21,12:16:44.515:,12:16:44.587:,u
2019-11-21,12:16:44.691:,12:16:44.755:,t
2019-11-21,12:16:44.963:,12:16:45.043:,.
2019-11-21,12:16:45.299:,12:16:45.387:,Key.space
2019-11-21,12:16:45.443:,12:16:45.883:,Key.shift
2019-11-21,12:16:45.699:,12:16:45.755:,D
2019-11-21,12:16:46.068:,12:16:46.146:,o
2019-11-21,12:16:46.179:,12:16:46.258:,w
2019-11-21,12:16:46.355:,12:16:46.418:,n
2019-11-21,12:16:46.443:,12:16:46.555:,Key.space
2019-11-21,12:16:46.707:,12:16:46.794:,c
2019-11-21,12:16:46.859:,12:16:47.018:,a
2019-11-21,12:16:46.947:,12:16:46.970:,m
2019-11-21,12:16:47.099:,12:16:47.210:,e
2019-11-21,12:16:47.211:,12:16:47.306:,Key.space
2019-11-21,12:16:47.339:,12:16:47.402:,t
2019-11-21,12:16:47.443:,12:16:47.698:,h
2019-11-21,12:16:47.515:,12:16:47.546:,e
2019-11-21,12:16:47.603:,12:16:47.626:,Key.space
2019-11-21,12:16:47.779:,12:16:47.874:,r
2019-11-21,12:16:47.939:,12:16:48.218:,a
2019-11-21,12:16:48.035:,12:16:48.059:,i
2019-11-21,12:16:48.099:,12:16:48.146:,n
2019-11-21,12:16:48.427:,12:16:48.547:,Key.space
2019-11-21,12:16:48.747:,12:16:48.842:,a
2019-11-21,12:16:48.899:,12:16:49.131:,n
2019-11-21,12:16:48.955:,12:16:48.978:,d
2019-11-21,12:16:49.043:,12:16:49.066:,Key.space
2019-11-21,12:16:49.163:,12:16:49.250:,w
2019-11-21,12:16:49.331:,12:16:49.442:,a
2019-11-21,12:16:49.563:,12:16:49.658:,s
2019-11-21,12:16:49.707:,12:16:49.810:,h
2019-11-21,12:16:49.851:,12:16:49.930:,e
2019-11-21,12:16:50.043:,12:16:50.234:,d
2019-11-21,12:16:50.131:,12:16:50.162:,Key.space
2019-11-21,12:16:50.627:,12:16:50.707:,t
2019-11-21,12:16:50.739:,12:16:50.834:,h
2019-11-21,12:16:50.859:,12:16:51.010:,e
2019-11-21,12:16:50.907:,12:16:50.946:,Key.space
2019-11-21,12:16:51.331:,12:16:51.418:,s
2019-11-21,12:16:51.451:,12:16:51.514:,p
2019-11-21,12:16:51.619:,12:16:51.690:,i
2019-11-21,12:16:51.707:,12:16:51.778:,d
2019-11-21,12:16:51.899:,12:16:52.050:,e
2019-11-21,12:16:51.963:,12:16:52.018:,r
2019-11-21,12:16:52.219:,12:16:52.314:,Key.space
2019-11-21,12:16:52.387:,12:16:52.594:,o
2019-11-21,12:16:52.459:,12:16:52.482:,u
2019-11-21,12:16:52.531:,12:16:52.554:,t
2019-11-21,12:16:52.691:,12:16:52.771:,.
2019-11-21,12:16:55.013:,12:16:55.491:,Key.shift
2019-11-21,12:16:55.388:,12:16:55.451:,M
2019-11-21,12:16:55.635:,12:16:55.771:,a
2019-11-21,12:16:55.947:,12:16:56.018:,r
2019-11-21,12:16:56.091:,12:16:56.138:,y
2019-11-21,12:16:56.227:,12:16:56.323:,Key.space
2019-11-21,12:16:56.996:,12:16:57.075:,h
2019-11-21,12:16:57.107:,12:16:57.218:,a
2019-11-21,12:16:57.323:,12:16:57.403:,d
2019-11-21,12:16:57.539:,12:16:57.634:,Key.space
2019-11-21,12:16:57.859:,12:16:57.898:,a
2019-11-21,12:16:58.003:,12:16:58.122:,Key.space
2019-11-21,12:16:58.179:,12:16:58.250:,l
2019-11-21,12:16:58.355:,12:16:58.411:,i
2019-11-21,12:16:58.459:,12:16:58.515:,t
2019-11-21,12:16:58.595:,12:16:58.659:,t
2019-11-21,12:16:58.707:,12:16:58.794:,l
2019-11-21,12:16:58.819:,12:16:58.890:,e
2019-11-21,12:16:59.043:,12:16:59.146:,Key.space
2019-11-21,12:16:59.732:,12:16:59.811:,l
2019-11-21,12:16:59.843:,12:16:59.923:,a
2019-11-21,12:17:00.083:,12:17:00.154:,m
2019-11-21,12:17:00.251:,12:17:00.339:,b
