date,press,release,identity
2019-11-21,11:09:04.684:,11:09:05.152:,Key.shift
2019-11-21,11:09:05.073:,11:09:05.121:,T
2019-11-21,11:09:05.184:,11:09:05.248:,h
2019-11-21,11:09:05.272:,11:09:05.352:,e
2019-11-21,11:09:05.376:,11:09:05.432:,Key.space
2019-11-21,11:09:05.609:,11:09:05.688:,i
2019-11-21,11:09:05.785:,11:09:05.848:,t
2019-11-21,11:09:05.928:,11:09:06.040:,s
2019-11-21,11:09:06.064:,11:09:06.104:,y
2019-11-21,11:09:06.216:,11:09:06.272:,Key.space
2019-11-21,11:09:06.368:,11:09:06.440:,b
2019-11-21,11:09:07.009:,11:09:07.120:,i
2019-11-21,11:09:07.168:,11:09:07.248:,t
2019-11-21,11:09:07.312:,11:09:07.448:,s
2019-11-21,11:09:07.545:,11:09:07.640:,y
2019-11-21,11:09:07.761:,11:09:07.848:,Key.space
2019-11-21,11:09:07.984:,11:09:08.104:,s
2019-11-21,11:09:08.104:,11:09:08.152:,p
2019-11-21,11:09:08.865:,11:09:09.016:,i
2019-11-21,11:09:08.937:,11:09:08.960:,d
2019-11-21,11:09:09.072:,11:09:09.336:,e
2019-11-21,11:09:09.185:,11:09:09.208:,r
2019-11-21,11:09:09.232:,11:09:09.256:,Key.space
2019-11-21,11:09:09.561:,11:09:09.624:,c
2019-11-21,11:09:09.793:,11:09:09.872:,;
2019-11-21,11:09:10.040:,11:09:10.112:,i
2019-11-21,11:09:10.328:,11:09:10.384:,Key.backspace
2019-11-21,11:09:10.472:,11:09:10.528:,Key.backspace
2019-11-21,11:09:10.722:,11:09:10.800:,l
2019-11-21,11:09:10.905:,11:09:10.977:,i
2019-11-21,11:09:11.081:,11:09:11.160:,m
2019-11-21,11:09:11.272:,11:09:11.336:,b
2019-11-21,11:09:11.376:,11:09:11.576:,e
2019-11-21,11:09:11.456:,11:09:11.480:,d
2019-11-21,11:09:11.512:,11:09:11.544:,Key.space
2019-11-21,11:09:11.705:,11:09:11.768:,u
2019-11-21,11:09:11.880:,11:09:11.944:,p
2019-11-21,11:09:12.072:,11:09:12.144:,Key.space
2019-11-21,11:09:12.168:,11:09:12.256:,t
2019-11-21,11:09:12.280:,11:09:12.328:,h
2019-11-21,11:09:12.344:,11:09:12.408:,e
2019-11-21,11:09:12.456:,11:09:12.536:,Key.space
2019-11-21,11:09:12.552:,11:09:12.633:,w
2019-11-21,11:09:12.737:,11:09:12.912:,a
2019-11-21,11:09:12.825:,11:09:12.848:,t
2019-11-21,11:09:12.968:,11:09:13.128:,e
2019-11-21,11:09:13.040:,11:09:13.088:,r
2019-11-21,11:09:13.200:,11:09:13.368:,s
2019-11-21,11:09:13.264:,11:09:13.296:,p
2019-11-21,11:09:13.617:,11:09:13.729:,o
2019-11-21,11:09:13.864:,11:09:13.944:,u
2019-11-21,11:09:14.072:,11:09:14.168:,t
2019-11-21,11:09:14.520:,11:09:14.608:,.
2019-11-21,11:09:14.666:,11:09:14.912:,Key.shift
2019-11-21,11:09:14.745:,11:09:14.872:,Key.space
2019-11-21,11:09:14.817:,11:09:14.840:,D
2019-11-21,11:09:14.976:,11:09:15.040:,o
2019-11-21,11:09:15.208:,11:09:15.320:,w
2019-11-21,11:09:15.392:,11:09:15.456:,n
2019-11-21,11:09:15.584:,11:09:15.656:,Key.space
2019-11-21,11:09:15.680:,11:09:15.753:,c
2019-11-21,11:09:15.824:,11:09:15.936:,a
2019-11-21,11:09:16.056:,11:09:16.112:,m
2019-11-21,11:09:16.304:,11:09:16.408:,e
2019-11-21,11:09:16.440:,11:09:16.520:,Key.space
2019-11-21,11:09:16.544:,11:09:16.608:,t
2019-11-21,11:09:16.640:,11:09:16.729:,h
2019-11-21,11:09:16.730:,11:09:16.808:,e
2019-11-21,11:09:16.840:,11:09:16.920:,Key.space
2019-11-21,11:09:16.944:,11:09:17.000:,r
2019-11-21,11:09:17.072:,11:09:17.232:,a
2019-11-21,11:09:17.160:,11:09:17.184:,i
2019-11-21,11:09:17.328:,11:09:17.384:,n
2019-11-21,11:09:17.472:,11:09:17.664:,Key.space
2019-11-21,11:09:17.552:,11:09:17.576:,a
2019-11-21,11:09:17.680:,11:09:17.816:,n
2019-11-21,11:09:17.737:,11:09:17.760:,d
2019-11-21,11:09:17.856:,11:09:18.328:,Key.space
2019-11-21,11:09:17.936:,11:09:17.960:,w
