date,press,release,identity
2019-11-21,12:07:47.882:,12:07:48.398:,Key.shift
2019-11-21,12:07:48.320:,12:07:48.374:,T
2019-11-21,12:07:48.455:,12:07:48.598:,h
2019-11-21,12:07:48.495:,12:07:48.526:,e
2019-11-21,12:07:48.551:,12:07:48.574:,Key.space
2019-11-21,12:07:48.647:,12:07:48.711:,i
2019-11-21,12:07:48.751:,12:07:48.814:,s
2019-11-21,12:07:48.839:,12:07:48.918:,t
2019-11-21,12:07:49.376:,12:07:49.431:,Key.backspace
2019-11-21,12:07:49.487:,12:07:49.558:,Key.backspace
2019-11-21,12:07:49.703:,12:07:49.758:,t
2019-11-21,12:07:49.775:,12:07:49.846:,s
2019-11-21,12:07:49.871:,12:07:49.942:,y
2019-11-21,12:07:49.967:,12:07:50.078:,Key.space
2019-11-21,12:07:50.103:,12:07:50.159:,b
2019-11-21,12:07:50.231:,12:07:50.302:,i
2019-11-21,12:07:50.487:,12:07:50.566:,t
2019-11-21,12:07:50.615:,12:07:50.687:,s
2019-11-21,12:07:50.728:,12:07:50.799:,y
2019-11-21,12:07:50.855:,12:07:50.926:,Key.space
2019-11-21,12:07:51.079:,12:07:51.150:,p
2019-11-21,12:07:51.359:,12:07:51.423:,Key.backspace
2019-11-21,12:07:51.463:,12:07:51.526:,s
2019-11-21,12:07:51.551:,12:07:51.614:,p
2019-11-21,12:07:51.703:,12:07:51.782:,i
2019-11-21,12:07:51.799:,12:07:51.854:,d
2019-11-21,12:07:51.879:,12:07:52.014:,e
2019-11-21,12:07:51.959:,12:07:51.990:,r
2019-11-21,12:07:52.055:,12:07:52.110:,Key.space
2019-11-21,12:07:52.135:,12:07:52.254:,c
2019-11-21,12:07:52.183:,12:07:52.207:,l
2019-11-21,12:07:52.319:,12:07:52.398:,i
2019-11-21,12:07:52.463:,12:07:52.574:,m
2019-11-21,12:07:52.607:,12:07:52.806:,b
2019-11-21,12:07:52.671:,12:07:52.695:,e
2019-11-21,12:07:52.751:,12:07:52.782:,d
2019-11-21,12:07:52.831:,12:07:52.894:,Key.space
2019-11-21,12:07:52.943:,12:07:52.982:,u
2019-11-21,12:07:53.079:,12:07:53.134:,p
2019-11-21,12:07:53.215:,12:07:53.303:,Key.space
2019-11-21,12:07:53.383:,12:07:53.463:,t
2019-11-21,12:07:53.543:,12:07:53.630:,h
2019-11-21,12:07:53.655:,12:07:53.719:,e
2019-11-21,12:07:53.799:,12:07:53.926:,Key.space
2019-11-21,12:07:53.863:,12:07:53.886:,w
2019-11-21,12:07:54.023:,12:07:54.094:,a
2019-11-21,12:07:54.119:,12:07:54.174:,t
2019-11-21,12:07:54.223:,12:07:54.366:,e
2019-11-21,12:07:54.319:,12:07:54.342:,r
2019-11-21,12:07:54.551:,12:07:54.630:,s
2019-11-21,12:07:54.663:,12:07:54.727:,p
2019-11-21,12:07:55.736:,12:07:55.798:,p
2019-11-21,12:07:55.759:,12:07:55.783:,o
2019-11-21,12:07:55.919:,12:07:55.942:,u
2019-11-21,12:07:56.015:,12:07:56.094:,t
