date,press,release,identity
2019-11-21,11:24:57.157:,11:24:57.633:,Key.shift_r
2019-11-21,11:24:57.483:,11:24:57.618:,T
2019-11-21,11:24:57.658:,11:24:57.953:,h
2019-11-21,11:24:57.754:,11:24:57.777:,e
2019-11-21,11:24:57.818:,11:24:57.881:,Key.space
2019-11-21,11:24:58.082:,11:24:58.225:,i
2019-11-21,11:24:58.394:,11:24:58.466:,t
2019-11-21,11:24:58.530:,11:24:58.642:,s
2019-11-21,11:24:58.674:,11:24:58.857:,y
2019-11-21,11:24:58.778:,11:24:58.801:,Key.space
2019-11-21,11:24:58.930:,11:24:59.033:,b
2019-11-21,11:24:59.066:,11:24:59.145:,i
2019-11-21,11:24:59.146:,11:24:59.249:,t
2019-11-21,11:24:59.321:,11:24:59.473:,s
2019-11-21,11:24:59.498:,11:24:59.585:,y
2019-11-21,11:24:59.626:,11:24:59.754:,Key.space
2019-11-21,11:24:59.809:,11:25:00.074:,s
2019-11-21,11:24:59.946:,11:24:59.961:,p
2019-11-21,11:25:00.138:,11:25:00.369:,i
2019-11-21,11:25:00.290:,11:25:00.313:,d
2019-11-21,11:25:00.458:,11:25:00.578:,e
2019-11-21,11:25:00.594:,11:25:00.722:,r
2019-11-21,11:25:00.746:,11:25:00.833:,Key.space
2019-11-21,11:25:00.978:,11:25:01.145:,c
2019-11-21,11:25:01.146:,11:25:01.465:,l
2019-11-21,11:25:01.210:,11:25:01.233:,i
2019-11-21,11:25:01.370:,11:25:01.393:,m
2019-11-21,11:25:01.578:,11:25:01.658:,b
2019-11-21,11:25:01.682:,11:25:01.778:,e
2019-11-21,11:25:01.890:,11:25:02.377:,d
2019-11-21,11:25:01.986:,11:25:02.017:,Key.space
2019-11-21,11:25:02.089:,11:25:02.145:,u
2019-11-21,11:25:02.242:,11:25:02.265:,p
2019-11-21,11:25:02.426:,11:25:02.529:,Key.space
2019-11-21,11:25:02.554:,11:25:02.841:,t
2019-11-21,11:25:02.642:,11:25:02.658:,h
2019-11-21,11:25:02.682:,11:25:02.818:,e
2019-11-21,11:25:02.842:,11:25:02.993:,Key.space
2019-11-21,11:25:02.898:,11:25:02.921:,w
2019-11-21,11:25:03.009:,11:25:03.305:,a
2019-11-21,11:25:03.170:,11:25:03.193:,r
2019-11-21,11:25:03.562:,11:25:03.650:,Key.backspace
2019-11-21,11:25:03.674:,11:25:03.769:,t
2019-11-21,11:25:03.810:,11:25:04.057:,e
2019-11-21,11:25:03.914:,11:25:03.961:,r
2019-11-21,11:25:04.058:,11:25:04.177:,Key.space
2019-11-21,11:25:04.490:,11:25:04.593:,Key.backspace
2019-11-21,11:25:04.618:,11:25:04.754:,s
2019-11-21,11:25:04.778:,11:25:05.033:,p
2019-11-21,11:25:04.898:,11:25:04.921:,o
2019-11-21,11:25:05.274:,11:25:05.385:,u
2019-11-21,11:25:05.433:,11:25:05.553:,t
2019-11-21,11:25:05.626:,11:25:05.849:,.
2019-11-21,11:25:05.754:,11:25:05.777:,Key.space
2019-11-21,11:25:06.090:,11:25:06.306:,Key.shift_r
2019-11-21,11:25:06.210:,11:25:06.305:,D
2019-11-21,11:25:06.394:,11:25:06.609:,o
2019-11-21,11:25:06.489:,11:25:06.505:,w
2019-11-21,11:25:06.625:,11:25:06.714:,n
2019-11-21,11:25:06.715:,11:25:06.833:,Key.space
2019-11-21,11:25:06.978:,11:25:07.121:,c
2019-11-21,11:25:07.122:,11:25:07.281:,a
2019-11-21,11:25:07.282:,11:25:07.577:,m
2019-11-21,11:25:07.417:,11:25:07.441:,e
2019-11-21,11:25:07.473:,11:25:07.497:,Key.space
2019-11-21,11:25:07.601:,11:25:07.865:,t
2019-11-21,11:25:07.690:,11:25:07.721:,h
2019-11-21,11:25:07.746:,11:25:07.809:,e
2019-11-21,11:25:07.897:,11:25:08.081:,Key.space
2019-11-21,11:25:07.913:,11:25:08.041:,r
2019-11-21,11:25:08.546:,11:25:08.577:,Key.backspace
2019-11-21,11:25:08.874:,11:25:09.305:,r
2019-11-21,11:25:09.002:,11:25:09.025:,a
2019-11-21,11:25:09.105:,11:25:09.137:,i
2019-11-21,11:25:09.161:,11:25:09.201:,n
2019-11-21,11:25:09.329:,11:25:09.425:,Key.space
2019-11-21,11:25:09.425:,11:25:09.817:,a
2019-11-21,11:25:09.513:,11:25:09.545:,n
2019-11-21,11:25:09.601:,11:25:09.657:,d
2019-11-21,11:25:09.689:,11:25:09.738:,Key.space
2019-11-21,11:25:10.058:,11:25:10.145:,w
2019-11-21,11:25:10.201:,11:25:10.321:,a
2019-11-21,11:25:10.377:,11:25:10.617:,s
2019-11-21,11:25:10.505:,11:25:10.529:,h
2019-11-21,11:25:10.650:,11:25:10.721:,e
2019-11-21,11:25:10.826:,11:25:11.057:,d
2019-11-21,11:25:10.889:,11:25:10.913:,Key.space
2019-11-21,11:25:11.058:,11:25:11.361:,t
2019-11-21,11:25:11.170:,11:25:11.209:,h
2019-11-21,11:25:11.233:,11:25:11.305:,e
2019-11-21,11:25:11.385:,11:25:11.753:,Key.space
2019-11-21,11:25:11.497:,11:25:11.537:,s
2019-11-21,11:25:11.626:,11:25:11.666:,p
2019-11-21,11:25:11.770:,11:25:11.921:,i
2019-11-21,11:25:11.850:,11:25:11.897:,d
2019-11-21,11:25:12.010:,11:25:12.329:,e
2019-11-21,11:25:12.089:,11:25:12.113:,r
2019-11-21,11:25:12.193:,11:25:12.249:,Key.space
2019-11-21,11:25:12.354:,11:25:12.665:,o
2019-11-21,11:25:12.457:,11:25:12.481:,u
2019-11-21,11:25:12.545:,11:25:12.577:,t
2019-11-21,11:25:12.689:,11:25:12.810:,.
2019-11-21,11:25:14.835:,11:25:15.153:,Key.shift_r
2019-11-21,11:25:14.994:,11:25:15.050:,M
2019-11-21,11:25:15.074:,11:25:15.105:,a
2019-11-21,11:25:15.177:,11:25:15.521:,r
2019-11-21,11:25:15.305:,11:25:15.329:,y
2019-11-21,11:25:15.401:,11:25:15.425:,Key.space
2019-11-21,11:25:15.601:,11:25:15.793:,h
2019-11-21,11:25:15.674:,11:25:15.730:,a
2019-11-21,11:25:15.809:,11:25:16.249:,d
2019-11-21,11:25:15.907:,11:25:15.937:,Key.space
2019-11-21,11:25:16.009:,11:25:16.129:,a
2019-11-21,11:25:16.153:,11:25:16.177:,Key.space
2019-11-21,11:25:16.538:,11:25:16.745:,l
2019-11-21,11:25:16.658:,11:25:16.681:,i
2019-11-21,11:25:16.769:,11:25:16.809:,t
2019-11-21,11:25:16.890:,11:25:16.985:,t
2019-11-21,11:25:17.017:,11:25:17.321:,l
2019-11-21,11:25:17.122:,11:25:17.153:,e
2019-11-21,11:25:17.201:,11:25:17.249:,Key.space
2019-11-21,11:25:17.649:,11:25:17.873:,l
2019-11-21,11:25:17.746:,11:25:17.801:,a
2019-11-21,11:25:17.962:,11:25:18.049:,m
2019-11-21,11:25:18.146:,11:25:18.225:,b
2019-11-21,11:25:18.409:,11:25:18.513:,.
2019-11-21,11:25:18.786:,11:25:18.914:,Key.space
2019-11-21,11:25:19.171:,11:25:19.377:,Key.shift_r
2019-11-21,11:25:19.258:,11:25:19.354:,W
2019-11-21,11:25:19.401:,11:25:19.497:,h
2019-11-21,11:25:19.521:,11:25:19.577:,e
2019-11-21,11:25:19.617:,11:25:19.722:,o
2019-11-21,11:25:19.858:,11:25:19.929:,Key.backspace
2019-11-21,11:25:20.002:,11:25:20.073:,Key.backspace
2019-11-21,11:25:20.177:,11:25:20.377:,o
2019-11-21,11:25:20.282:,11:25:20.305:,s
2019-11-21,11:25:20.425:,11:25:20.657:,e
2019-11-21,11:25:20.530:,11:25:20.553:,Key.space
2019-11-21,11:25:20.874:,11:25:20.978:,f
2019-11-21,11:25:20.979:,11:25:21.089:,l
2019-11-21,11:25:21.113:,11:25:21.177:,e
2019-11-21,11:25:21.273:,11:25:21.321:,e
2019-11-21,11:25:21.449:,11:25:21.529:,c
2019-11-21,11:25:21.625:,11:25:21.841:,e
2019-11-21,11:25:21.738:,11:25:21.761:,Key.space
2019-11-21,11:25:21.842:,11:25:21.937:,w
2019-11-21,11:25:21.977:,11:25:22.321:,a
2019-11-21,11:25:22.074:,11:25:22.105:,s
2019-11-21,11:25:22.185:,11:25:22.257:,Key.space
2019-11-21,11:25:22.345:,11:25:22.473:,w
2019-11-21,11:25:22.474:,11:25:22.713:,h
2019-11-21,11:25:22.554:,11:25:22.601:,i
2019-11-21,11:25:22.625:,11:25:22.681:,t
2019-11-21,11:25:22.769:,11:25:22.993:,Key.space
2019-11-21,11:25:22.881:,11:25:22.937:,e
2019-11-21,11:25:23.130:,11:25:23.201:,Key.backspace
2019-11-21,11:25:23.273:,11:25:23.713:,Key.backspace
2019-11-21,11:25:23.378:,11:25:23.401:,e
2019-11-21,11:25:23.457:,11:25:23.513:,Key.space
2019-11-21,11:25:23.577:,11:25:23.601:,a
2019-11-21,11:25:23.737:,11:25:24.009:,s
2019-11-21,11:25:23.873:,11:25:23.929:,Key.space
2019-11-21,11:25:24.041:,11:25:24.361:,s
2019-11-21,11:25:24.154:,11:25:24.201:,n
2019-11-21,11:25:24.225:,11:25:24.281:,o
2019-11-21,11:25:24.361:,11:25:24.441:,w
2019-11-21,11:25:24.561:,11:25:24.673:,.
2019-11-21,11:25:24.673:,11:25:24.754:,Key.space
2019-11-21,11:25:24.834:,11:25:25.049:,Key.shift_r
2019-11-21,11:25:24.937:,11:25:25.017:,A
2019-11-21,11:25:25.049:,11:25:25.161:,n
2019-11-21,11:25:25.162:,11:25:25.273:,d
2019-11-21,11:25:25.297:,11:25:25.425:,Key.space
2019-11-21,11:25:25.762:,11:25:25.881:,e
2019-11-21,11:25:25.977:,11:25:26.057:,v
2019-11-21,11:25:26.162:,11:25:26.481:,e
2019-11-21,11:25:26.249:,11:25:26.273:,r
2019-11-21,11:25:26.377:,11:25:26.401:,y
2019-11-21,11:25:26.537:,11:25:26.657:,w
2019-11-21,11:25:26.657:,11:25:26.913:,h
2019-11-21,11:25:26.746:,11:25:26.785:,e
2019-11-21,11:25:27.474:,11:25:27.537:,e
2019-11-21,11:25:27.786:,11:25:28.073:,Key.backspace
2019-11-21,11:25:27.889:,11:25:27.913:,r
2019-11-21,11:25:27.953:,11:25:28.009:,e
2019-11-21,11:25:28.097:,11:25:28.234:,Key.space
2019-11-21,11:25:28.297:,11:25:28.721:,t
2019-11-21,11:25:28.329:,11:25:28.449:,h
2019-11-21,11:25:28.425:,11:25:28.449:,a
2019-11-21,11:25:28.529:,11:25:28.585:,t
2019-11-21,11:25:28.617:,11:25:28.665:,Key.space
2019-11-21,11:25:29.017:,11:25:29.209:,m
2019-11-21,11:25:29.121:,11:25:29.161:,a
2019-11-21,11:25:29.378:,11:25:29.441:,Key.backspace
2019-11-21,11:25:29.529:,11:25:29.593:,Key.backspace
2019-11-21,11:25:29.723:,11:25:29.977:,Key.shift_r
2019-11-21,11:25:29.818:,11:25:29.913:,M
2019-11-21,11:25:29.977:,11:25:30.097:,a
2019-11-21,11:25:30.121:,11:25:30.258:,r
2019-11-21,11:25:30.281:,11:25:30.361:,y
2019-11-21,11:25:30.417:,11:25:30.553:,Key.space
2019-11-21,11:25:30.641:,11:25:30.810:,Key.shift_r
2019-11-21,11:25:31.074:,11:25:31.177:,w
2019-11-21,11:25:31.201:,11:25:31.305:,e
2019-11-21,11:25:31.337:,11:25:31.489:,n
2019-11-21,11:25:31.569:,11:25:31.689:,t
2019-11-21,11:25:31.994:,11:25:32.129:,.
2019-11-21,11:25:32.618:,11:25:32.738:,Key.space
2019-11-21,11:25:33.379:,11:25:33.577:,Key.shift_r
2019-11-21,11:25:33.449:,11:25:33.545:,T
2019-11-21,11:25:33.657:,11:25:33.985:,h
2019-11-21,11:25:33.754:,11:25:33.777:,e
2019-11-21,11:25:33.841:,11:25:33.881:,Key.space
2019-11-21,11:25:34.025:,11:25:34.185:,Key.shift_r
2019-11-21,11:25:34.386:,11:25:34.681:,l
2019-11-21,11:25:34.481:,11:25:34.505:,a
2019-11-21,11:25:34.609:,11:25:34.633:,m
2019-11-21,11:25:34.802:,11:25:34.889:,b
2019-11-21,11:25:34.977:,11:25:35.097:,Key.space
2019-11-21,11:25:35.249:,11:25:35.345:,w
2019-11-21,11:25:35.377:,11:25:35.713:,a
2019-11-21,11:25:35.497:,11:25:35.521:,s
2019-11-21,11:25:35.601:,11:25:35.649:,Key.space
2019-11-21,11:25:35.737:,11:25:35.897:,s
2019-11-21,11:25:35.921:,11:25:36.009:,u
2019-11-21,11:25:36.033:,11:25:36.305:,r
2019-11-21,11:25:36.097:,11:25:36.129:,e
2019-11-21,11:25:36.217:,11:25:36.233:,Key.space
2019-11-21,11:25:36.330:,11:25:36.569:,t
2019-11-21,11:25:36.393:,11:25:36.457:,o
2019-11-21,11:25:36.481:,11:25:36.505:,Key.space
2019-11-21,11:25:36.625:,11:25:36.745:,g
2019-11-21,11:25:36.881:,11:25:36.969:,o
2019-11-21,11:25:37.121:,11:25:37.225:,.
2019-11-21,11:25:39.011:,11:25:39.273:,Key.shift_r
2019-11-21,11:25:39.146:,11:25:39.257:,H
2019-11-21,11:25:39.353:,11:25:39.425:,u
2019-11-21,11:25:39.561:,11:25:39.825:,m
2019-11-21,11:25:39.689:,11:25:39.714:,p
2019-11-21,11:25:39.849:,11:25:39.929:,t
2019-11-21,11:25:39.945:,11:25:40.049:,y
2019-11-21,11:25:40.081:,11:25:40.137:,Key.space
2019-11-21,11:25:40.435:,11:25:40.626:,Key.shift_r
2019-11-21,11:25:40.537:,11:25:40.625:,D
2019-11-21,11:25:40.649:,11:25:40.713:,u
2019-11-21,11:25:40.857:,11:25:40.953:,m
2019-11-21,11:25:40.977:,11:25:41.113:,p
2019-11-21,11:25:41.137:,11:25:41.321:,t
2019-11-21,11:25:41.225:,11:25:41.249:,y
2019-11-21,11:25:41.345:,11:25:41.434:,Key.space
2019-11-21,11:25:41.610:,11:25:41.753:,s
2019-11-21,11:25:41.754:,11:25:42.113:,a
2019-11-21,11:25:41.881:,11:25:41.905:,t
2019-11-21,11:25:42.001:,11:25:42.033:,Key.space
2019-11-21,11:25:42.137:,11:25:42.441:,o
2019-11-21,11:25:42.209:,11:25:42.265:,n
2019-11-21,11:25:42.297:,11:25:42.369:,Key.space
2019-11-21,11:25:42.442:,11:25:42.633:,a
2019-11-21,11:25:42.522:,11:25:42.553:,Key.space
2019-11-21,11:25:42.657:,11:25:42.769:,w
2019-11-21,11:25:42.841:,11:25:43.025:,a
2019-11-21,11:25:42.929:,11:25:42.993:,l
2019-11-21,11:25:43.065:,11:25:43.193:,l
2019-11-21,11:25:43.329:,11:25:43.449:,.
2019-11-21,11:25:43.465:,11:25:43.578:,Key.space
2019-11-21,11:25:43.803:,11:25:44.393:,Key.shift_r
2019-11-21,11:25:44.242:,11:25:44.369:,H
2019-11-21,11:25:44.489:,11:25:44.553:,u
2019-11-21,11:25:44.698:,11:25:44.802:,m
2019-11-21,11:25:44.817:,11:25:44.945:,p
2019-11-21,11:25:44.969:,11:25:45.153:,t
2019-11-21,11:25:45.049:,11:25:45.073:,y
2019-11-21,11:25:45.193:,11:25:45.281:,Key.space
2019-11-21,11:25:45.474:,11:25:45.609:,Key.shift_r
2019-11-21,11:25:45.522:,11:25:45.586:,D
2019-11-21,11:25:46.258:,11:25:46.345:,u
2019-11-21,11:25:46.497:,11:25:46.729:,m
2019-11-21,11:25:46.610:,11:25:46.657:,p
2019-11-21,11:25:46.753:,11:25:46.841:,t
2019-11-21,11:25:46.889:,11:25:46.985:,y
2019-11-21,11:25:47.017:,11:25:47.121:,Key.space
2019-11-21,11:25:47.201:,11:25:47.465:,h
2019-11-21,11:25:47.337:,11:25:47.361:,a
2019-11-21,11:25:47.529:,11:25:47.993:,d
2019-11-21,11:25:47.666:,11:25:47.689:,Key.space
2019-11-21,11:25:47.786:,11:25:47.809:,a
2019-11-21,11:25:48.017:,11:25:48.201:,Key.space
2019-11-21,11:25:48.225:,11:25:48.345:,g
2019-11-21,11:25:48.473:,11:25:48.673:,r
2019-11-21,11:25:48.569:,11:25:48.593:,e
2019-11-21,11:25:48.697:,11:25:48.873:,a
2019-11-21,11:25:48.761:,11:25:48.833:,t
2019-11-21,11:25:48.873:,11:25:48.953:,Key.space
2019-11-21,11:25:49.001:,11:25:49.121:,f
2019-11-21,11:25:49.153:,11:25:49.345:,a
2019-11-21,11:25:49.265:,11:25:49.289:,l
2019-11-21,11:25:49.417:,11:25:49.505:,l
2019-11-21,11:25:49.569:,11:25:49.689:,.
2019-11-21,11:25:49.713:,11:25:49.769:,Key.space
2019-11-21,11:25:49.849:,11:25:50.521:,Key.shift_r
2019-11-21,11:25:49.881:,11:25:49.929:,Key.space
2019-11-21,11:25:50.698:,11:25:50.785:,Key.backspace
2019-11-21,11:25:50.906:,11:25:51.169:,Key.shift_r
2019-11-21,11:25:51.001:,11:25:51.137:,A
2019-11-21,11:25:51.297:,11:25:51.401:,l
2019-11-21,11:25:51.473:,11:25:51.577:,l
2019-11-21,11:25:51.786:,11:25:51.897:,t
2019-11-21,11:25:52.201:,11:25:52.305:,Key.backspace
2019-11-21,11:25:52.329:,11:25:52.433:,Key.space
2019-11-21,11:25:52.433:,11:25:52.617:,t
2019-11-21,11:25:52.529:,11:25:52.553:,h
2019-11-21,11:25:52.641:,11:25:52.857:,e
2019-11-21,11:25:52.730:,11:25:52.761:,Key.space
2019-11-21,11:25:53.297:,11:25:53.377:,k
2019-11-21,11:25:53.473:,11:25:53.737:,i
2019-11-21,11:25:53.537:,11:25:53.561:,n
2019-11-21,11:25:53.633:,11:25:53.722:,g
2019-11-21,11:25:53.761:,11:25:53.881:,'
2019-11-21,11:25:53.905:,11:25:54.025:,s
2019-11-21,11:25:54.057:,11:25:54.185:,Key.space
2019-11-21,11:25:55.298:,11:25:55.529:,h
2019-11-21,11:25:55.393:,11:25:55.425:,o
2019-11-21,11:25:55.569:,11:25:55.673:,s
2019-11-21,11:25:55.922:,11:25:56.097:,Key.backspace
2019-11-21,11:25:55.993:,11:25:56.033:,r
2019-11-21,11:25:56.113:,11:25:56.241:,s
2019-11-21,11:25:56.289:,11:25:56.505:,e
2019-11-21,11:25:56.409:,11:25:56.433:,Key.space
2019-11-21,11:25:57.442:,11:25:57.529:,Key.backspace
2019-11-21,11:25:57.553:,11:25:57.777:,s
2019-11-21,11:25:57.657:,11:25:57.689:,Key.space
2019-11-21,11:25:58.162:,11:25:58.393:,a
2019-11-21,11:25:58.282:,11:25:58.329:,n
2019-11-21,11:25:58.433:,11:25:58.577:,d
2019-11-21,11:25:58.577:,11:25:58.714:,Key.space
2019-11-21,11:25:58.801:,11:25:58.937:,a
2019-11-21,11:25:59.210:,11:25:59.265:,l
2019-11-21,11:25:59.337:,11:25:59.409:,l
2019-11-21,11:25:59.545:,11:25:59.665:,Key.space
2019-11-21,11:25:59.858:,11:25:59.953:,t
2019-11-21,11:25:59.954:,11:26:00.041:,h
2019-11-21,11:26:00.161:,11:26:00.273:,e
2019-11-21,11:26:00.377:,11:26:00.497:,Key.space
2019-11-21,11:26:00.906:,11:26:01.025:,k
2019-11-21,11:26:01.081:,11:26:01.161:,i
2019-11-21,11:26:01.273:,11:26:01.369:,n
2019-11-21,11:26:01.665:,11:26:01.777:,g
2019-11-21,11:26:01.849:,11:26:02.033:,'
2019-11-21,11:26:02.057:,11:26:02.161:,s
2019-11-21,11:26:03.890:,11:26:04.025:,Key.space
2019-11-21,11:26:04.378:,11:26:04.601:,m
2019-11-21,11:26:04.497:,11:26:04.521:,e
2019-11-21,11:26:04.633:,11:26:04.753:,n
2019-11-21,11:26:05.474:,11:26:06.025:,Key.space
2019-11-21,11:26:05.530:,11:26:05.577:,Key.shift_r
2019-11-21,11:26:05.890:,11:26:06.009:,C
2019-11-21,11:26:06.129:,11:26:06.337:,o
2019-11-21,11:26:06.241:,11:26:06.305:,n
2019-11-21,11:26:06.641:,11:26:06.737:,Key.backspace
2019-11-21,11:26:06.857:,11:26:06.969:,u
2019-11-21,11:26:06.985:,11:26:07.601:,l
2019-11-21,11:26:07.090:,11:26:07.161:,d
2019-11-21,11:26:07.201:,11:26:07.225:,n
2019-11-21,11:26:07.281:,11:26:07.329:,'
2019-11-21,11:26:07.401:,11:26:07.529:,t
2019-11-21,11:26:07.481:,11:26:07.505:,Key.space
2019-11-21,11:26:07.705:,11:26:07.833:,p
2019-11-21,11:26:07.857:,11:26:07.977:,u
2019-11-21,11:26:07.993:,11:26:08.105:,t
2019-11-21,11:26:08.185:,11:26:08.289:,Key.space
2019-11-21,11:26:08.538:,11:26:08.785:,Key.shift_r
2019-11-21,11:26:08.665:,11:26:08.753:,H
2019-11-21,11:26:08.833:,11:26:08.929:,u
2019-11-21,11:26:09.033:,11:26:09.273:,m
2019-11-21,11:26:09.121:,11:26:09.153:,p
2019-11-21,11:26:09.273:,11:26:09.529:,t
2019-11-21,11:26:09.369:,11:26:09.393:,y
2019-11-21,11:26:09.449:,11:26:09.473:,Key.space
2019-11-21,11:26:09.745:,11:26:09.945:,t
2019-11-21,11:26:09.825:,11:26:09.849:,o
2019-11-21,11:26:09.969:,11:26:10.057:,g
2019-11-21,11:26:10.137:,11:26:10.337:,e
2019-11-21,11:26:10.233:,11:26:10.257:,t
2019-11-21,11:26:10.457:,11:26:10.481:,h
2019-11-21,11:26:10.481:,11:26:10.857:,e
2019-11-21,11:26:10.521:,11:26:10.553:,r
2019-11-21,11:26:10.609:,11:26:10.641:,Key.space
2019-11-21,11:26:10.729:,11:26:10.753:,a
2019-11-21,11:26:10.873:,11:26:11.017:,g
2019-11-21,11:26:11.017:,11:26:11.553:,a
2019-11-21,11:26:11.146:,11:26:11.169:,i
2019-11-21,11:26:11.265:,11:26:11.321:,n
2019-11-21,11:26:11.409:,11:26:11.433:,.
2019-11-21,11:26:13.155:,11:26:13.521:,Key.shift_r
2019-11-21,11:26:13.385:,11:26:13.481:,T
2019-11-21,11:26:13.585:,11:26:13.778:,w
2019-11-21,11:26:13.609:,11:26:13.657:,i
2019-11-21,11:26:13.801:,11:26:13.985:,n
2019-11-21,11:26:13.825:,11:26:13.881:,k
2019-11-21,11:26:14.033:,11:26:14.218:,l
2019-11-21,11:26:14.257:,11:26:14.409:,e
2019-11-21,11:26:14.489:,11:26:14.641:,.
2019-11-21,11:26:14.665:,11:26:14.777:,Key.space
2019-11-21,11:26:15.346:,11:26:15.441:,t
2019-11-21,11:26:15.473:,11:26:15.609:,w
2019-11-21,11:26:15.633:,11:26:15.810:,i
2019-11-21,11:26:15.811:,11:26:16.057:,n
2019-11-21,11:26:15.897:,11:26:15.921:,k
2019-11-21,11:26:16.081:,11:26:16.289:,l
