date,press,release,identity
2019-11-21,12:27:40.202:,12:27:40.414:,Key.shift
2019-11-21,12:27:40.303:,12:27:40.359:,T
2019-11-21,12:27:40.415:,12:27:40.503:,h
2019-11-21,12:27:40.519:,12:27:40.720:,e
2019-11-21,12:27:40.583:,12:27:40.606:,Key.space
2019-11-21,12:27:40.631:,12:27:40.678:,i
2019-11-21,12:27:40.759:,12:27:40.847:,t
2019-11-21,12:27:40.895:,12:27:41.022:,s
2019-11-21,12:27:41.071:,12:27:41.166:,y
2019-11-21,12:27:41.199:,12:27:41.278:,Key.space
2019-11-21,12:27:41.399:,12:27:41.511:,b
2019-11-21,12:27:41.535:,12:27:41.590:,i
2019-11-21,12:27:41.647:,12:27:41.878:,t
2019-11-21,12:27:41.759:,12:27:41.782:,s
2019-11-21,12:27:41.903:,12:27:42.054:,y
2019-11-21,12:27:41.959:,12:27:41.998:,Key.space
2019-11-21,12:27:42.087:,12:27:42.166:,s
2019-11-21,12:27:42.167:,12:27:42.454:,p
2019-11-21,12:27:42.223:,12:27:42.270:,i
2019-11-21,12:27:42.287:,12:27:42.318:,d
2019-11-21,12:27:42.479:,12:27:42.654:,e
2019-11-21,12:27:42.503:,12:27:42.535:,r
2019-11-21,12:27:42.575:,12:27:42.590:,Key.space
2019-11-21,12:27:42.679:,12:27:42.727:,d
2019-11-21,12:27:42.791:,12:27:42.806:,l
2019-11-21,12:27:43.007:,12:27:43.078:,Key.backspace
2019-11-21,12:27:43.151:,12:27:43.246:,c
2019-11-21,12:27:43.359:,12:27:43.422:,Key.backspace
2019-11-21,12:27:43.503:,12:27:43.575:,Key.backspace
2019-11-21,12:27:43.591:,12:27:44.046:,c
2019-11-21,12:27:43.679:,12:27:43.703:,l
2019-11-21,12:27:43.727:,12:27:43.774:,i
2019-11-21,12:27:43.799:,12:27:43.846:,m
2019-11-21,12:27:43.879:,12:27:43.910:,b
2019-11-21,12:27:43.959:,12:27:43.982:,e
2019-11-21,12:27:44.143:,12:27:44.446:,d
2019-11-21,12:27:44.223:,12:27:44.246:,Key.space
2019-11-21,12:27:44.295:,12:27:44.326:,u
2019-11-21,12:27:44.359:,12:27:44.398:,p
2019-11-21,12:27:44.471:,12:27:44.599:,Key.space
2019-11-21,12:27:44.519:,12:27:44.551:,t
2019-11-21,12:27:44.600:,12:27:44.670:,h
2019-11-21,12:27:44.671:,12:27:44.743:,e
2019-11-21,12:27:44.767:,12:27:45.167:,Key.space
2019-11-21,12:27:44.831:,12:27:44.854:,w
2019-11-21,12:27:44.911:,12:27:44.934:,a
2019-11-21,12:27:45.007:,12:27:45.046:,t
2019-11-21,12:27:45.103:,12:27:45.166:,e
2019-11-21,12:27:45.640:,12:27:45.703:,r
2019-11-21,12:27:46.111:,12:27:46.230:,s
2019-11-21,12:27:46.575:,12:27:46.631:,Key.backspace
2019-11-21,12:27:46.712:,12:27:46.783:,Key.backspace
2019-11-21,12:27:46.887:,12:27:46.942:,Key.backspace
2019-11-21,12:27:47.015:,12:27:47.102:,Key.backspace
2019-11-21,12:27:47.183:,12:27:47.254:,Key.backspace
2019-11-21,12:27:47.343:,12:27:47.414:,Key.backspace
2019-11-21,12:27:47.439:,12:27:47.854:,w
2019-11-21,12:27:47.503:,12:27:47.518:,a
2019-11-21,12:27:47.607:,12:27:47.631:,t
2019-11-21,12:27:47.719:,12:27:47.751:,e
2019-11-21,12:27:47.855:,12:27:47.950:,r
2019-11-21,12:27:47.975:,12:27:48.214:,s
2019-11-21,12:27:48.095:,12:27:48.118:,p
2019-11-21,12:27:48.215:,12:27:48.470:,o
2019-11-21,12:27:48.351:,12:27:48.366:,u
2019-11-21,12:27:48.543:,12:27:48.630:,t
2019-11-21,12:27:48.719:,12:27:48.799:,.
2019-11-21,12:27:48.887:,12:27:49.382:,Key.space
2019-11-21,12:27:49.015:,12:27:49.016:,Key.shift
2019-11-21,12:27:49.231:,12:27:49.359:,D
2019-11-21,12:27:49.399:,12:27:49.470:,o
2019-11-21,12:27:49.495:,12:27:49.566:,w
2019-11-21,12:27:49.567:,12:27:49.671:,n
2019-11-21,12:27:49.671:,12:27:49.822:,Key.space
2019-11-21,12:27:49.735:,12:27:49.758:,c
2019-11-21,12:27:49.903:,12:27:49.982:,a
2019-11-21,12:27:49.983:,12:27:50.014:,m
2019-11-21,12:27:50.039:,12:27:50.110:,e
2019-11-21,12:27:50.127:,12:27:50.270:,Key.space
2019-11-21,12:27:50.191:,12:27:50.206:,t
2019-11-21,12:27:50.295:,12:27:50.406:,h
2019-11-21,12:27:50.335:,12:27:50.358:,e
2019-11-21,12:27:50.439:,12:27:50.518:,Key.space
2019-11-21,12:27:50.543:,12:27:50.958:,r
2019-11-21,12:27:50.599:,12:27:50.767:,a
2019-11-21,12:27:50.631:,12:27:50.654:,i
2019-11-21,12:27:50.768:,12:27:50.790:,n
2019-11-21,12:27:50.791:,12:27:50.791:,Key.space
2019-11-21,12:27:50.855:,12:27:50.878:,a
2019-11-21,12:27:50.959:,12:27:51.022:,n
2019-11-21,12:27:51.047:,12:27:51.198:,d
2019-11-21,12:27:51.111:,12:27:51.134:,Key.space
2019-11-21,12:27:51.303:,12:27:51.374:,w
2019-11-21,12:27:51.447:,12:27:51.590:,a
2019-11-21,12:27:51.478:,12:27:51.534:,s
2019-11-21,12:27:51.614:,12:27:51.678:,h
2019-11-21,12:27:51.678:,12:27:51.815:,e
2019-11-21,12:27:51.839:,12:27:51.982:,d
2019-11-21,12:27:51.894:,12:27:51.918:,Key.space
2019-11-21,12:27:52.006:,12:27:52.086:,t
2019-11-21,12:27:52.087:,12:27:52.318:,h
2019-11-21,12:27:52.143:,12:27:52.166:,e
2019-11-21,12:27:52.198:,12:27:52.222:,Key.space
2019-11-21,12:27:52.319:,12:27:52.582:,s
2019-11-21,12:27:52.399:,12:27:52.422:,p
2019-11-21,12:27:52.446:,12:27:52.478:,i
2019-11-21,12:27:52.502:,12:27:52.526:,d
2019-11-21,12:27:52.663:,12:27:53.030:,e
2019-11-21,12:27:52.727:,12:27:52.775:,r
2019-11-21,12:27:52.799:,12:27:52.830:,Key.space
2019-11-21,12:27:52.862:,12:27:52.886:,o
2019-11-21,12:27:52.942:,12:27:52.966:,u
2019-11-21,12:27:53.030:,12:27:53.102:,t
2019-11-21,12:27:53.214:,12:27:53.230:,.
2019-11-21,12:27:55.104:,12:27:55.350:,Key.shift
2019-11-21,12:27:55.231:,12:27:55.327:,M
2019-11-21,12:27:55.407:,12:27:55.750:,a
2019-11-21,12:27:55.471:,12:27:55.510:,r
2019-11-21,12:27:55.566:,12:27:55.582:,y
2019-11-21,12:27:55.631:,12:27:55.662:,Key.space
2019-11-21,12:27:55.775:,12:27:55.831:,h
2019-11-21,12:27:55.855:,12:27:56.062:,a
2019-11-21,12:27:55.887:,12:27:55.918:,d
2019-11-21,12:27:55.974:,12:27:55.990:,Key.space
2019-11-21,12:27:56.079:,12:27:56.254:,a
2019-11-21,12:27:56.151:,12:27:56.174:,Key.space
2019-11-21,12:27:56.255:,12:27:56.350:,l
2019-11-21,12:27:56.278:,12:27:56.318:,i
2019-11-21,12:27:56.375:,12:27:56.430:,t
2019-11-21,12:27:56.495:,12:27:56.638:,t
2019-11-21,12:27:56.567:,12:27:56.590:,l
2019-11-21,12:27:56.664:,12:27:56.759:,e
2019-11-21,12:27:56.760:,12:27:56.895:,Key.space
2019-11-21,12:27:56.760:,12:27:56.822:,l
2019-11-21,12:27:56.927:,12:27:57.142:,a
