keyname,timepress,timerelease
shift,0,157
t,101,212
h,213,301
e,317,404
space,381,476
i,429,518
t,557,645
s,693,820
y,869,964
space,997,1076
b,1197,1309
i,1333,1388
t,1445,1580
s,1557,1676
y,1701,1796
space,1757,1852
s,1885,1964
p,1965,2068
i,2021,2116
d,2085,2252
e,2277,2333
r,2301,2388
space,2373,2452
d,2477,2525
l,2589,2604
backspace,2805,2876
c,2949,3044
backspace,3157,3220
backspace,3301,3373
c,3389,3501
l,3477,3572
i,3525,3644
m,3597,3708
b,3677,3780
e,3757,3844
d,3941,4044
space,4021,4124
u,4093,4196
p,4157,4244
space,4269,4349
t,4317,4397
h,4398,4468
e,4469,4541
space,4565,4652
w,4629,4732
a,4709,4844
t,4805,4964
e,4901,4965
r,5438,5501
s,5909,6028
backspace,6373,6429
backspace,6510,6581
backspace,6685,6740
backspace,6813,6900
backspace,6981,7052
backspace,7141,7212
w,7237,7316
a,7301,7429
t,7405,7549
e,7517,7652
r,7653,7748
s,7773,7916
p,7893,8012
o,8013,8164
u,8149,8268
t,8341,8428
.,8517,8597
space,8685,8814
shift,8813,9157
d,9029,9180
o,9197,9268
w,9293,9364
n,9365,9469
space,9469,9556
c,9533,9620
a,9701,9780
m,9781,9812
e,9837,9908
space,9925,10004
t,9989,10068
h,10093,10156
e,10133,10204
space,10237,10316
r,10341,10452
a,10397,10565
i,10429,10588
n,10566,10589
space,10589,10676
a,10653,10756
n,10757,10820
d,10845,10932
space,10909,10996
w,11101,11172
a,11245,11332
s,11276,11388
h,11412,11476
e,11476,11613
d,11637,11716
space,11692,11780
t,11804,11884
h,11885,11964
e,11941,12020
space,11996,12116
s,12117,12220
p,12197,12276
i,12244,12324
d,12300,12380
e,12461,12573
r,12525,12628
space,12597,12684
o,12660,12764
u,12740,12828
t,12828,12900
.,13012,13028
shift,14902,15125
m,15029,15148
a,15205,15308
r,15269,15380
y,15364,15460
space,15429,15548
h,15573,15629
a,15653,15716
d,15685,15788
space,15772,15860
a,15877,15972
space,15949,16052
l,16053,16116
i,16076,16148
t,16173,16228
t,16293,16388
l,16365,16436
e,16462,16557
space,16558,16620
l,16558,16693
a,16725,16812
b,16773,16884
m,16869,16940
.,17077,17164
space,17133,17228
backspace,17445,17508
backspace,17581,17661
backspace,17741,17804
backspace,17893,17988
m,18069,18092
b,18141,18220
.,18245,18340
space,18341,18420
shift,18597,18781
w,18725,18828
h,18853,18932
o,18909,18972
s,19029,19124
e,19085,19164
space,19165,19244
f,19285,19388
l,19413,19468
e,19517,19596
e,19677,19757
c,19853,19932
e,20021,20124
space,20101,20180
w,20205,20300
a,20277,20420
s,20373,20493
space,20469,20565
w,20589,20684
h,20661,20741
i,20709,20788
t,20773,20876
e,20829,20948
space,20949,21028
a,21101,21140
s,21357,21428
space,21485,21572
s,21549,21660
n,21677,21748
o,21716,21796
w,21821,21932
.,21933,21996
space,22085,22188
shift,22221,22396
a,22373,22436
n,22509,22572
d,22613,22716
space,22692,22781
e,22797,22892
v,22916,22996
e,23020,23124
