date,press,release,identity
2019-11-21,11:04:45.725:,11:04:46.146:,Key.shift
2019-11-21,11:04:46.051:,11:04:46.123:,T
2019-11-21,11:04:46.202:,11:04:46.266:,h
2019-11-21,11:04:46.290:,11:04:46.362:,e
2019-11-21,11:04:46.386:,11:04:46.450:,Key.space
2019-11-21,11:04:46.570:,11:04:46.642:,i
2019-11-21,11:04:46.658:,11:04:46.763:,t
2019-11-21,11:04:46.834:,11:04:46.946:,s
2019-11-21,11:04:46.978:,11:04:47.042:,y
2019-11-21,11:04:47.154:,11:04:47.218:,Key.space
2019-11-21,11:04:47.354:,11:04:47.418:,b
2019-11-21,11:04:47.546:,11:04:47.626:,i
2019-11-21,11:04:47.650:,11:04:47.706:,t
2019-11-21,11:04:47.923:,11:04:47.994:,s
2019-11-21,11:04:48.042:,11:04:48.122:,y
2019-11-21,11:04:48.250:,11:04:48.338:,Key.space
2019-11-21,11:04:48.426:,11:04:48.634:,s
2019-11-21,11:04:48.538:,11:04:48.562:,p
2019-11-21,11:04:48.772:,11:04:48.858:,i
2019-11-21,11:04:48.890:,11:04:48.978:,d
2019-11-21,11:04:49.018:,11:04:49.234:,e
2019-11-21,11:04:49.098:,11:04:49.138:,r
2019-11-21,11:04:49.154:,11:04:49.186:,Key.space
2019-11-21,11:04:49.314:,11:04:49.394:,c
2019-11-21,11:04:49.426:,11:04:49.506:,l
2019-11-21,11:04:49.731:,11:04:49.803:,i
2019-11-21,11:04:49.946:,11:04:50.018:,m
2019-11-21,11:04:50.162:,11:04:50.234:,b
2019-11-21,11:04:50.234:,11:04:50.458:,e
2019-11-21,11:04:50.314:,11:04:50.370:,d
2019-11-21,11:04:50.402:,11:04:50.418:,Key.space
2019-11-21,11:04:50.610:,11:04:50.658:,u
2019-11-21,11:04:50.979:,11:04:51.050:,p
2019-11-21,11:04:51.202:,11:04:51.266:,Key.space
2019-11-21,11:04:51.322:,11:04:51.410:,t
2019-11-21,11:04:51.411:,11:04:51.474:,h
2019-11-21,11:04:51.554:,11:04:51.698:,e
2019-11-21,11:04:51.626:,11:04:51.650:,Key.space
2019-11-21,11:04:51.899:,11:04:52.130:,w
2019-11-21,11:04:52.002:,11:04:52.034:,a
2019-11-21,11:04:52.290:,11:04:52.362:,t
2019-11-21,11:04:52.386:,11:04:52.514:,e
2019-11-21,11:04:52.426:,11:04:52.482:,r
2019-11-21,11:04:52.602:,11:04:52.714:,s
2019-11-21,11:04:52.834:,11:04:52.914:,p
2019-11-21,11:04:53.106:,11:04:53.178:,o
2019-11-21,11:04:53.298:,11:04:53.370:,u
2019-11-21,11:04:53.426:,11:04:53.498:,t
2019-11-21,11:04:54.051:,11:04:54.130:,.
2019-11-21,11:04:54.282:,11:04:54.794:,Key.space
2019-11-21,11:04:54.363:,11:04:54.364:,Key.shift
2019-11-21,11:04:54.666:,11:04:54.771:,D
2019-11-21,11:04:54.818:,11:04:54.882:,o
2019-11-21,11:04:54.923:,11:04:55.010:,w
2019-11-21,11:04:55.034:,11:04:55.106:,n
2019-11-21,11:04:55.290:,11:04:55.418:,Key.space
2019-11-21,11:04:55.418:,11:04:55.498:,c
2019-11-21,11:04:55.610:,11:04:55.706:,a
2019-11-21,11:04:56.331:,11:04:56.402:,m
2019-11-21,11:04:56.426:,11:04:56.538:,e
2019-11-21,11:04:56.562:,11:04:56.634:,Key.space
2019-11-21,11:04:56.915:,11:04:57.026:,t
2019-11-21,11:04:57.050:,11:04:57.098:,h
2019-11-21,11:04:57.130:,11:04:57.226:,e
2019-11-21,11:04:57.242:,11:04:57.306:,Key.space
2019-11-21,11:04:57.362:,11:04:57.466:,r
2019-11-21,11:04:57.506:,11:04:57.682:,a
2019-11-21,11:04:57.610:,11:04:57.634:,i
2019-11-21,11:04:57.794:,11:04:57.850:,n
2019-11-21,11:04:57.954:,11:04:58.026:,Key.space
2019-11-21,11:04:58.027:,11:04:58.106:,a
2019-11-21,11:04:58.154:,11:04:58.226:,n
2019-11-21,11:04:58.266:,11:04:58.370:,d
2019-11-21,11:04:58.410:,11:04:58.490:,Key.space
2019-11-21,11:04:58.570:,11:04:58.906:,w
2019-11-21,11:04:58.690:,11:04:58.714:,a
2019-11-21,11:04:58.802:,11:04:58.858:,s
2019-11-21,11:04:58.930:,11:04:58.994:,h
2019-11-21,11:04:59.026:,11:04:59.298:,e
2019-11-21,11:04:59.122:,11:04:59.202:,d
2019-11-21,11:04:59.226:,11:04:59.250:,Key.space
2019-11-21,11:04:59.346:,11:04:59.418:,t
2019-11-21,11:04:59.442:,11:04:59.498:,h
2019-11-21,11:04:59.522:,11:04:59.562:,e
2019-11-21,11:04:59.610:,11:04:59.674:,Key.space
2019-11-21,11:04:59.698:,11:04:59.794:,s
2019-11-21,11:04:59.850:,11:04:59.906:,p
2019-11-21,11:05:00.467:,11:05:00.586:,i
2019-11-21,11:05:00.658:,11:05:00.674:,d
2019-11-21,11:05:00.706:,11:05:00.898:,e
2019-11-21,11:05:00.802:,11:05:00.858:,r
2019-11-21,11:05:00.914:,11:05:00.978:,Key.space
2019-11-21,11:05:01.139:,11:05:01.218:,o
2019-11-21,11:05:01.314:,11:05:01.378:,u
2019-11-21,11:05:01.450:,11:05:01.530:,t
2019-11-21,11:05:01.723:,11:05:01.794:,.
2019-11-21,11:05:04.364:,11:05:05.026:,Key.shift
2019-11-21,11:05:04.915:,11:05:04.970:,M
2019-11-21,11:05:05.042:,11:05:05.082:,a
2019-11-21,11:05:05.251:,11:05:05.338:,r
2019-11-21,11:05:05.402:,11:05:05.458:,y
2019-11-21,11:05:05.610:,11:05:05.698:,Key.space
2019-11-21,11:05:06.026:,11:05:06.122:,h
2019-11-21,11:05:06.146:,11:05:06.370:,a
2019-11-21,11:05:06.298:,11:05:06.322:,d
2019-11-21,11:05:06.394:,11:05:06.458:,Key.space
2019-11-21,11:05:06.490:,11:05:06.594:,a
2019-11-21,11:05:06.594:,11:05:06.666:,Key.space
2019-11-21,11:05:06.787:,11:05:06.866:,l
2019-11-21,11:05:06.994:,11:05:07.090:,i
2019-11-21,11:05:07.114:,11:05:07.162:,t
2019-11-21,11:05:07.250:,11:05:07.330:,t
2019-11-21,11:05:07.354:,11:05:07.410:,l
2019-11-21,11:05:07.506:,11:05:07.610:,e
2019-11-21,11:05:07.650:,11:05:07.730:,Key.space
2019-11-21,11:05:08.098:,11:05:08.194:,l
2019-11-21,11:05:08.290:,11:05:08.386:,a
2019-11-21,11:05:08.450:,11:05:08.522:,m
2019-11-21,11:05:08.690:,11:05:08.762:,b
2019-11-21,11:05:09.347:,11:05:09.418:,.
2019-11-21,11:05:09.810:,11:05:10.115:,Key.space
2019-11-21,11:05:09.851:,11:05:09.898:,Key.shift
2019-11-21,11:05:10.026:,11:05:10.114:,W
2019-11-21,11:05:10.138:,11:05:10.186:,h
2019-11-21,11:05:10.339:,11:05:10.402:,o
2019-11-21,11:05:10.434:,11:05:10.514:,s
