date,press,release,identity
2019-11-21,11:13:04.817:,11:13:05.046:,Key.shift
2019-11-21,11:13:04.911:,11:13:05.015:,T
2019-11-21,11:13:05.087:,11:13:05.158:,h
2019-11-21,11:13:05.191:,11:13:05.446:,e
2019-11-21,11:13:05.303:,11:13:05.326:,Key.space
2019-11-21,11:13:05.551:,11:13:05.630:,i
2019-11-21,11:13:05.655:,11:13:05.759:,t
2019-11-21,11:13:05.783:,11:13:05.862:,s
2019-11-21,11:13:05.903:,11:13:06.086:,y
2019-11-21,11:13:06.007:,11:13:06.030:,Key.space
2019-11-21,11:13:06.183:,11:13:06.278:,b
2019-11-21,11:13:06.303:,11:13:06.406:,i
2019-11-21,11:13:06.407:,11:13:06.606:,t
2019-11-21,11:13:06.511:,11:13:06.534:,s
2019-11-21,11:13:06.639:,11:13:06.966:,h
2019-11-21,11:13:06.752:,11:13:06.775:,y
2019-11-21,11:13:06.847:,11:13:06.903:,Key.space
2019-11-21,11:13:06.991:,11:13:07.134:,s
2019-11-21,11:13:07.055:,11:13:07.078:,p
2019-11-21,11:13:07.439:,11:13:07.494:,Key.backspace
2019-11-21,11:13:07.583:,11:13:07.622:,Key.backspace
2019-11-21,11:13:07.711:,11:13:07.775:,Key.backspace
2019-11-21,11:13:07.927:,11:13:07.998:,Key.backspace
2019-11-21,11:13:08.095:,11:13:08.174:,Key.backspace
2019-11-21,11:13:09.008:,11:13:09.127:,y
2019-11-21,11:13:09.127:,11:13:09.230:,Key.space
2019-11-21,11:13:09.495:,11:13:09.654:,s
2019-11-21,11:13:09.567:,11:13:09.590:,p
2019-11-21,11:13:09.815:,11:13:09.958:,i
2019-11-21,11:13:09.863:,11:13:09.894:,d
2019-11-21,11:13:10.039:,11:13:10.294:,e
2019-11-21,11:13:10.111:,11:13:10.142:,r
2019-11-21,11:13:10.207:,11:13:10.230:,Key.space
2019-11-21,11:13:10.479:,11:13:10.558:,c
2019-11-21,11:13:10.904:,11:13:10.974:,l
2019-11-21,11:13:11.071:,11:13:11.126:,i
2019-11-21,11:13:11.207:,11:13:11.422:,m
2019-11-21,11:13:11.327:,11:13:11.350:,b
2019-11-21,11:13:11.519:,11:13:11.614:,e
2019-11-21,11:13:11.662:,11:13:11.759:,d
2019-11-21,11:13:11.791:,11:13:11.871:,Key.space
2019-11-21,11:13:11.887:,11:13:12.119:,u
2019-11-21,11:13:11.975:,11:13:12.006:,p
2019-11-21,11:13:12.047:,11:13:12.118:,Key.space
2019-11-21,11:13:12.191:,11:13:12.390:,t
2019-11-21,11:13:12.295:,11:13:12.326:,o
2019-11-21,11:13:12.391:,11:13:12.494:,Key.space
2019-11-21,11:13:12.759:,11:13:12.838:,t
2019-11-21,11:13:12.951:,11:13:13.046:,h
2019-11-21,11:13:13.383:,11:13:13.462:,e
2019-11-21,11:13:13.984:,11:13:14.022:,Key.backspace
2019-11-21,11:13:14.095:,11:13:14.166:,Key.backspace
2019-11-21,11:13:14.223:,11:13:14.286:,Key.backspace
