keyname,timepress,timerelease
shift,0,229
t,94,198
h,270,341
e,374,509
space,486,629
i,734,813
t,838,942
s,966,1045
y,1086,1213
space,1190,1269
b,1366,1461
i,1486,1589
t,1590,1717
s,1694,1789
h,1822,1958
y,1935,2086
space,2030,2149
s,2174,2261
p,2238,2317
backspace,2622,2677
backspace,2766,2805
backspace,2894,2958
backspace,3110,3181
backspace,3278,3357
y,4191,4310
space,4310,4413
s,4678,4773
p,4750,4837
i,4998,5077
d,5046,5141
e,5222,5325
r,5294,5413
space,5390,5477
c,5662,5741
l,6087,6157
i,6254,6309
m,6390,6533
b,6510,6605
e,6702,6797
d,6845,6942
space,6974,7054
u,7070,7189
p,7158,7301
space,7230,7302
t,7374,7509
o,7478,7573
space,7574,7677
t,7942,8021
h,8134,8229
e,8566,8645
backspace,9167,9205
backspace,9278,9349
backspace,9406,9469
backspace,9542,9605
backspace,9686,9749
h,10127,10222
e,10254,10381
space,10350,10453
w,10494,10605
a,10582,10677
t,10702,10781
e,10822,10933
r,10902,10997
s,11142,11261
p,11230,11325
o,11382,11453
u,11582,11693
t,11694,11789
.,11926,12029
space,12110,12190
shift,12222,12398
d,12334,12445
o,12542,12629
w,12630,12701
n,12725,12837
space,12814,12917
a,13222,13269
backspace,13558,13629
c,13662,13773
a,13725,13869
m,13845,13917
e,13958,14094
space,14064,14189
t,14374,14493
h,14702,14765
e,14813,14926
space,14958,15085
r,15270,15349
a,15373,15445
i,15469,15629
n,15533,15605
space,15829,15941
a,15965,16093
n,16069,16181
d,16157,16253
space,16206,16341
w,16365,16413
a,16461,16597
s,16557,16637
h,16669,16765
space,16861,16997
t,17110,17294
h,17295,17357
e,17334,17469
space,17470,17581
s,17653,17709
p,17710,17781
i,17880,17973
d,17950,18013
e,18093,18189
r,18149,18261
space,18229,18381
u,18478,18549
t,18605,18685
.,18709,18781
backspace,19422,19509
backspace,19573,19637
backspace,19693,19773
o,19886,19981
u,20214,20358
t,20462,20509
.,20533,20605
right,25591,25677
e,25701,25797
d,25741,25837
shift,28263,28567
m,28478,28568
a,28662,28781
r,28726,28829
y,28966,29061
space,29181,29301
h,29413,29533
a,29509,29645
d,29614,29757
space,29725,29837
a,29861,29981
space,29958,30069
l,30093,30125
i,30237,30349
t,30301,30349
t,30437,30533
l,30574,30669
e,30638,30789
space,30765,30885
l,30957,31053
a,31077,31141
m,31437,31509
b,31533,31654
comma,32214,32301
space,32534,32686
shift,32774,32997
w,32918,32998
h,33077,33197
o,33165,33261
s,33285,33397
e,33421,33533
space,33510,33613
f,33686,33789
l,33821,33917
e,33886,33941
e,34014,34069
c,34157,34309
e,34310,34389
space,34421,34533
w,34557,34605
a,34629,34781
s,34750,34837
space,34813,34909
w,34981,35069
h,35093,35221
i,35157,35269
t,35245,35373
e,35317,35445
space,35397,35485
a,35541,35661
s,35605,35709
space,35686,35773
s,35813,35893
n,35878,35989
o,35949,36069
w,36045,36125
.,36221,36301
space,36349,36478
shift,36477,36710
a,36589,36685
n,36758,36877
d,36861,36957
space,36925,37045
e,37277,37389
v,37413,37477
e,37541,37653
r,37621,37693
y,37798,37902
w,38622,38733
h,38709,38765
e,38797,38885
r,38909,39069
e,39005,39117
space,39083,39173
t,39229,39333
h,39309,39405
a,39381,39501
t,39453,39549
space,39525,39637
shift,39597,39790
m,39661,39791
a,39813,39909
r,39853,39933
y,40037,40149
space,40125,40213
w,40253,40349
e,40413,40493
n,40549,40629
t,40661,40741
comma,40846,40933
space,40957,41053
t,41149,41189
backspace,41405,41477
shift,41501,41733
t,41573,41734
h,41781,41878
e,41854,41965
space,41989,42117
l,42197,42277
a,42277,42333
m,42349,42421
b,42461,42541
space,42693,42821
w,42902,42957
a,43005,43141
s,43085,43205
space,43173,43333
s,43293,43429
u,43405,43469
r,43469,43605
e,43549,43677
space,43605,43701
t,43741,43837
o,43837,43918
space,43919,44005
g,44085,44205
o,44181,44293
.,44405,44421
shift,46391,46901
h,46790,46878
u,46974,47045
m,47165,47229
p,47197,47301
y,47253,47381
space,47357,47453
backspace,47837,47902
backspace,47974,48061
t,48085,48149
y,48245,48365
space,48341,48453
shift,48430,48589
d,48549,48637
u,48653,48757
m,48845,48949
p,48918,48997
t,49021,49093
y,49173,49269
space,49270,49349
s,49405,49517
a,49517,49653
t,49638,49765
space,49733,49829
o,49813,49909
n,49869,49949
space,49949,50030
a,50198,50317
space,50389,50501
w,50525,50645
a,50613,50733
l,50749,50797
l,50878,50957
comma,51070,51173
space,51197,51317
shift,51430,52645
h,52558,52646
u,52741,52829
m,52829,52925
p,52902,53013
t,53094,53213
y,53173,53277
space,53309,53397
shift,53453,53613
d,53542,53637
u,53693,53813
m,53878,54005
p,53974,54077
t,54102,54157
y,54237,54349
space,54325,54413
h,54477,54589
a,54541,54637
d,54661,54781
space,54757,54813
a,54853,54989
space,54934,55045
g,55126,55206
r,55309,55429
e,55397,55485
a,55461,55573
t,55549,55669
space,55717,55821
f,56038,56133
a,56157,56221
l,56245,56301
l,56365,56445
.,56549,56669
space,56645,56757
shift,56733,56933
a,56845,56957
l,56997,57061
l,57117,57205
space,57206,57309
t,57349,57469
h,57445,57565
e,57525,57629
space,57597,57725
k,57701,57773
i,57893,58061
n,57973,58085
g,58109,58205
',58325,58349
s,58373,58501
space,58469,58645
h,58934,59093
o,59022,59157
r,59141,59245
s,59277,59381
