date,press,release,identity
2019-11-21,12:12:39.928:,12:12:40.397:,Key.shift
2019-11-21,12:12:40.269:,12:12:40.348:,T
2019-11-21,12:12:40.525:,12:12:40.605:,h
2019-11-21,12:12:40.637:,12:12:40.796:,e
2019-11-21,12:12:40.725:,12:12:40.748:,Key.space
2019-11-21,12:12:40.853:,12:12:40.924:,i
2019-11-21,12:12:40.981:,12:12:41.140:,s
2019-11-21,12:12:41.077:,12:12:41.108:,t
2019-11-21,12:12:41.317:,12:12:41.388:,y
2019-11-21,12:12:41.605:,12:12:41.661:,Key.backspace
2019-11-21,12:12:41.813:,12:12:41.916:,Key.backspace
2019-11-21,12:12:41.989:,12:12:42.093:,Key.backspace
2019-11-21,12:12:42.205:,12:12:42.284:,t
2019-11-21,12:12:42.469:,12:12:42.548:,s
2019-11-21,12:12:42.621:,12:12:42.644:,y
2019-11-21,12:12:42.742:,12:12:42.829:,Key.space
2019-11-21,12:12:43.013:,12:12:43.092:,b
2019-11-21,12:12:43.117:,12:12:43.164:,i
2019-11-21,12:12:43.261:,12:12:43.324:,t
2019-11-21,12:12:43.541:,12:12:43.620:,s
2019-11-21,12:12:43.797:,12:12:43.844:,y
2019-11-21,12:12:43.949:,12:12:44.036:,Key.space
2019-11-21,12:12:44.325:,12:12:44.469:,s
2019-11-21,12:12:44.389:,12:12:44.469:,p
2019-11-21,12:12:44.581:,12:12:44.628:,i
2019-11-21,12:12:44.677:,12:12:44.749:,d
2019-11-21,12:12:44.917:,12:12:45.108:,e
2019-11-21,12:12:44.941:,12:12:45.004:,r
2019-11-21,12:12:45.005:,12:12:45.044:,Key.space
2019-11-21,12:12:45.301:,12:12:45.380:,c
2019-11-21,12:12:45.397:,12:12:45.468:,l
2019-11-21,12:12:45.581:,12:12:45.789:,i
2019-11-21,12:12:45.677:,12:12:45.701:,m
2019-11-21,12:12:45.845:,12:12:45.916:,b
2019-11-21,12:12:46.037:,12:12:46.116:,e
2019-11-21,12:12:46.221:,12:12:46.396:,d
2019-11-21,12:12:46.317:,12:12:46.340:,Key.space
2019-11-21,12:12:46.437:,12:12:46.516:,u
2019-11-21,12:12:46.565:,12:12:46.717:,p
2019-11-21,12:12:46.629:,12:12:46.668:,Key.space
2019-11-21,12:12:46.758:,12:12:46.821:,t
2019-11-21,12:12:46.845:,12:12:46.908:,h
2019-11-21,12:12:46.924:,12:12:47.068:,e
2019-11-21,12:12:46.997:,12:12:47.020:,Key.space
2019-11-21,12:12:47.108:,12:12:47.204:,w
2019-11-21,12:12:47.365:,12:12:47.476:,a
2019-11-21,12:12:47.477:,12:12:47.556:,t
2019-11-21,12:12:47.661:,12:12:47.830:,e
2019-11-21,12:12:47.749:,12:12:47.829:,r
2019-11-21,12:12:47.917:,12:12:48.076:,s
2019-11-21,12:12:48.005:,12:12:48.028:,p
2019-11-21,12:12:48.164:,12:12:48.332:,o
2019-11-21,12:12:48.237:,12:12:48.308:,i
2019-11-21,12:12:48.333:,12:12:48.428:,u
2019-11-21,12:12:48.637:,12:12:48.708:,Key.backspace
2019-11-21,12:12:48.773:,12:12:48.845:,Key.backspace
2019-11-21,12:12:48.965:,12:12:49.020:,u
2019-11-21,12:12:49.084:,12:12:49.140:,t
