date,press,release,identity
2019-11-21,11:59:10.382:,11:59:10.570:,Key.shift
2019-11-21,11:59:10.491:,11:59:10.546:,T
2019-11-21,11:59:10.651:,11:59:10.763:,h
2019-11-21,11:59:10.764:,11:59:10.818:,e
2019-11-21,11:59:10.851:,11:59:10.922:,Key.space
2019-11-21,11:59:14.044:,11:59:14.098:,i
2019-11-21,11:59:14.707:,11:59:14.771:,t
2019-11-21,11:59:14.923:,11:59:14.994:,s
2019-11-21,11:59:15.050:,11:59:15.114:,y
2019-11-21,11:59:15.227:,11:59:15.298:,Key.space
2019-11-21,11:59:16.428:,11:59:16.483:,b
2019-11-21,11:59:16.579:,11:59:16.658:,i
2019-11-21,11:59:16.763:,11:59:16.819:,t
2019-11-21,11:59:16.867:,11:59:16.930:,s
2019-11-21,11:59:16.978:,11:59:17.034:,y
2019-11-21,11:59:17.107:,11:59:17.178:,Key.space
2019-11-21,11:59:17.844:,11:59:17.930:,s
2019-11-21,11:59:17.955:,11:59:18.010:,p
2019-11-21,11:59:18.339:,11:59:18.394:,i
2019-11-21,11:59:18.434:,11:59:18.498:,d
2019-11-21,11:59:18.578:,11:59:18.658:,e
2019-11-21,11:59:18.747:,11:59:18.818:,r
2019-11-21,11:59:19.827:,11:59:19.907:,Key.space
2019-11-21,11:59:20.371:,11:59:20.450:,c
2019-11-21,11:59:20.474:,11:59:20.514:,l
2019-11-21,11:59:20.619:,11:59:20.666:,i
2019-11-21,11:59:20.779:,11:59:20.834:,m
2019-11-21,11:59:21.251:,11:59:21.314:,b
2019-11-21,11:59:21.362:,11:59:21.418:,e
2019-11-21,11:59:21.515:,11:59:21.594:,d
2019-11-21,11:59:21.635:,11:59:21.714:,Key.space
2019-11-21,11:59:22.835:,11:59:22.906:,u
2019-11-21,11:59:23.003:,11:59:23.082:,p
2019-11-21,11:59:23.170:,11:59:23.234:,Key.space
2019-11-21,11:59:23.306:,11:59:23.370:,t
2019-11-21,11:59:23.490:,11:59:23.602:,h
