keyname,timepress,timerelease
shift,0,293
t,198,269
h,317,445
e,445,517
space,517,605
i,557,806
t,637,806
s,829,885
y,853,981
space,957,1061
b,1085,1157
i,1173,1277
t,1277,1325
s,1421,1525
y,1477,1572
space,1597,1677
s,1653,1773
p,1749,1853
i,1797,1957
d,1933,1996
e,2086,2141
r,2213,2317
space,2293,2380
c,2421,2509
l,2485,2548
i,2637,2757
m,2703,2821
b,2781,2852
e,2949,3037
d,3117,3221
space,3165,3236
u,3365,3541
p,3453,3572
space,3589,3693
t,3629,3717
h,3718,3877
e,3878,3917
space,3941,3997
s,4053,4109
backspace,4301,4397
w,4349,4429
a,4541,4605
t,4990,5061
e,5214,5269
s,5485,5605
backspace,5733,5837
r,5813,5868
s,5973,6076
p,6021,6132
o,6254,6365
u,6341,6437
t,6453,6517
.,6581,6703
space,6775,6870
shift,6909,7045
d,6997,7189
o,7190,7213
w,7213,7301
n,7301,7396
space,7373,7476
c,7445,7532
a,7621,7725
m,7685,7805
e,7821,7908
space,7877,7940
t,8021,8093
h,8045,8140
e,8205,8276
space,8237,8340
r,8365,8484
a,8565,8636
i,8589,8701
n,8653,8756
space,8725,8828
a,8781,8884
n,8861,8948
d,8965,9036
space,9061,9156
w,9133,9204
a,9310,9349
s,9437,9509
h,9541,9644
e,9621,9693
d,9773,9852
space,9829,9901
t,9973,10085
h,10085,10125
e,10157,10237
space,10238,10301
s,10333,10461
p,10413,10525
i,10485,10613
d,10573,10662
e,10742,10797
r,10861,10981
space,10933,11005
o,11053,11164
u,11141,11309
t,11310,11333
.,11365,11469
shift,13671,14141
m,13942,14053
a,14245,14333
r,14437,14509
y,14477,14572
space,14589,14669
h,14669,14781
a,14750,14836
d,14901,14972
space,14941,15028
a,15069,15165
space,15117,15244
l,15245,15269
i,15382,15477
t,15613,15693
t,15781,15861
l,15885,15965
e,15989,16077
space,16053,16149
l,16173,16293
a,16269,16364
m,16389,16485
b,16517,16597
comma,16653,16757
space,16781,16853
shift,16877,17005
w,16941,17029
h,17006,17133
o,17101,17205
s,17165,17236
e,17333,17413
space,17397,17485
f,17509,17597
l,17573,17660
e,17702,17773
e,17829,17925
c,18013,18068
e,18189,18292
space,18269,18364
w,18381,18469
a,18565,18629
s,18717,18797
space,18765,18892
w,18893,18981
i,19053,19116
backspace,19437,19533
h,19653,19805
i,19725,19885
t,19805,19885
e,19989,20085
space,20061,20181
a,20181,20252
s,20333,20420
space,20365,20452
n,20534,20661
backspace,20886,20965
s,21157,21292
n,21261,21364
o,21317,21420
w,21421,21510
.,21629,21733
space,21909,22012
shift,22109,22357
a,22301,22412
n,22389,22492
d,22517,22620
space,22597,22701
e,22725,22780
v,23173,23292
r,23533,23629
backspace,23821,23948
e,23925,24004
r,24069,24180
y,24157,24252
w,24293,24364
e,24501,24581
backspace,24774,24852
j,24965,25052
backspace,25317,25412
h,25493,25629
e,25589,25660
r,25757,25828
e,25917,25996
space,25957,26036
t,26085,26132
h,26133,26260
a,26285,26340
t,26509,26532
space,26533,26614
shift,26614,26765
m,26710,26812
a,26789,26876
r,26981,27060
u,27085,27132
backspace,27405,27540
y,27613,27709
space,27781,27900
w,27877,27972
e,28029,28156
n,28133,28212
t,28245,28324
.,28405,28452
comma,28429,28453
backspace,28854,28948
backspace,29029,29124
comma,29197,29300
space,29301,29412
t,29389,29476
h,29509,29629
backspace,29910,29964
backspace,30045,30108
shift,30245,30429
t,30341,30452
h,30477,30572
e,30549,30636
space,30661,30725
l,30726,30844
a,30869,30940
m,30917,31052
b,31077,31148
space,31173,31268
w,31293,31348
a,31453,31516
s,31581,31676
space,31653,31717
s,31773,31868
u,31813,31956
r,31989,32004
e,32101,32180
space,32157,32236
t,32261,32332
o,32357,32444
space,32397,32524
g,32469,32572
o,32549,32620
.,32709,32781
shift,34750,35069
h,34974,35093
u,35093,35164
m,35285,35389
p,35325,35444
t,36006,36069
y,36157,36252
space,36277,36444
shift,36469,36565
d,36517,36588
u,36621,36726
m,36855,36988
p,36917,37036
t,37069,37124
y,37189,37268
space,37285,37380
s,37413,37492
a,37565,37636
t,37749,37804
space,37773,37852
o,37901,38052
n,37981,38108
space,38021,38140
a,38109,38212
space,38293,38404
w,38373,38484
a,38557,38636
l,38613,38693
l,38773,38893
comma,38869,39005
space,38981,39076
shift,39133,39309
h,39237,39372
u,39349,39452
m,39621,39765
p,39805,39941
t,39909,39972
y,40045,40140
space,40117,40220
shift,40341,40364
u,40365,40508
d,40366,40388
m,40573,40741
p,40685,40797
backspace,40974,41037
backspace,41125,41204
backspace,41285,41356
backspace,41405,41516
shift,41493,41613
d,41549,41652
u,41685,41765
m,41845,41997
p,42021,42140
t,42165,42220
y,42301,42388
space,42413,42516
h,42629,42772
a,42741,42852
space,42989,43053
backspace,43237,43308
d,43405,43484
space,43509,43589
a,43613,43725
space,43726,43764
g,43797,43876
r,43973,44061
e,44157,44388
a,44389,44412
t,44501,44572
space,44605,44684
f,44717,44764
a,44869,44988
l,44941,45020
l,45093,45188
.,45277,45396
space,45372,45508
shift,45469,45597
a,45532,45660
l,45637,45724
l,45805,45884
space,45885,45996
t,45933,46020
h,46021,46117
e,46141,46196
space,46197,46300
k,46276,46332
i,46429,46556
n,46485,46596
g,46533,46620
',46821,46948
s,46949,47044
space,47085,47180
h,47253,47340
o,47317,47444
r,47485,47564
s,47702,47773
e,47853,47924
s,48013,48101
space,48061,48148
n,48221,48332
a,48245,48276
d,48373,48508
a,48549,48661
l,48629,48717
l,48813,48852
backspace,49037,49213
backspace,49237,49268
backspace,49365,49420
backspace,49525,49580
backspace,49685,49717
backspace,49797,49948
a,49981,50060
n,50061,50124
d,50149,50212
space,50237,50292
a,50558,50668
l,50645,50733
l,50821,50908
space,50877,50988
t,50957,51012
h,51045,51164
e,51141,51244
space,51245,51308
k,51284,51356
i,51436,51540
n,51476,51588
g,51564,51660
;,51709,51796
s,51797,51940
