keyname,timepress,timerelease
shift,0,149
t,118,204
h,317,380
e,405,460
space,493,556
i,685,764
t,1021,1093
s,1245,1332
y,1357,1420
space,1557,1621
b,1773,1876
i,1845,1932
t,1988,2061
s,2198,2309
y,2349,2428
space,2581,2661
s,3150,3237
p,3269,3364
i,3453,3540
d,3517,3588
e,3613,3676
r,3701,3796
space,3837,3948
c,4470,4548
l,4621,4676
i,4797,4860
m,4973,5052
b,5141,5285
e,5325,5460
d,5437,5524
space,5613,5685
u,6694,6757
p,6869,6948
space,7093,7156
t,7181,7261
h,7317,7396
e,7421,7492
space,7573,7629
w,7789,7852
a,7973,8068
t,8165,8245
e,8269,8373
r,8373,8444
s,8845,8948
p,8973,9092
o,9037,9124
u,9277,9357
t,9357,9436
.,10029,10100
space,10757,10852
shift,11358,11638
d,11566,11668
o,11781,11868
w,11892,11980
n,12181,12260
space,12373,12436
c,12461,12532
a,12605,12692
m,12724,12796
e,12876,12964
space,12965,12996
t,13052,13116
h,13148,13220
e,13244,13316
space,13389,13460
r,13726,13804
a,13924,14020
i,14045,14124
n,14092,14156
space,14702,14780
a,15045,15140
n,15221,15292
d,15308,15372
space,15437,15492
w,15573,15661
a,15989,16116
s,16204,16300
h,16364,16429
e,16485,16572
d,16629,16748
space,16789,16868
t,17934,18020
h,18045,18116
e,18156,18220
space,18252,18316
s,18388,18477
p,18501,18596
i,18677,18772
d,18741,18828
e,18804,18876
r,18916,19020
space,18996,19060
o,19236,19316
u,19260,19340
t,19380,19477
.,19621,19684
shift,22015,22332
m,22253,22308
a,22357,22428
r,22484,22581
y,22669,22740
space,22861,22933
h,23069,23148
a,23180,23292
d,23293,23380
space,23420,23476
a,23532,23660
space,23637,23708
l,23853,23908
i,24028,24100
t,24124,24180
t,24269,24340
l,24380,24436
e,24460,24532
space,24556,24613
l,24725,24804
a,24805,24892
m,24964,25044
b,25188,25260
comma,26702,26773
space,26893,26972
shift,27494,27702
w,27629,27724
h,27996,28148
o,28125,28188
s,28212,28308
e,28340,28396
space,28484,28564
shift,28926,29189
f,29373,29468
l,29540,29620
e,29644,29701
s,29821,29892
backspace,30341,30452
e,30429,30524
c,30862,30964
e,30988,31092
space,31220,31276
w,31774,31852
a,31996,32108
s,32077,32196
space,32268,32340
w,32548,32661
h,32774,32868
i,32845,32908
t,33341,33428
e,33405,33484
space,33565,33636
a,33660,33789
s,33757,33852
space,33876,33948
s,33988,34084
n,34132,34236
o,34180,34268
w,34589,34708
