date,press,release,identity
2019-11-21,11:20:23.951:,11:20:24.444:,Key.shift_r
2019-11-21,11:20:24.316:,11:20:24.412:,T
2019-11-21,11:20:24.844:,11:20:24.955:,h
2019-11-21,11:20:25.004:,11:20:25.131:,e
2019-11-21,11:20:25.132:,11:20:25.267:,Key.space
2019-11-21,11:20:25.308:,11:20:25.436:,i
2019-11-21,11:20:25.437:,11:20:25.556:,t
2019-11-21,11:20:25.636:,11:20:25.860:,s
2019-11-21,11:20:26.412:,11:20:26.524:,y
2019-11-21,11:20:26.908:,11:20:27.035:,Key.space
2019-11-21,11:20:27.036:,11:20:27.131:,b
2019-11-21,11:20:27.132:,11:20:27.291:,i
2019-11-21,11:20:27.332:,11:20:27.427:,t
2019-11-21,11:20:27.476:,11:20:27.644:,s
2019-11-21,11:20:27.660:,11:20:27.780:,y
2019-11-21,11:20:27.804:,11:20:27.907:,Key.space
2019-11-21,11:20:27.940:,11:20:28.091:,s
2019-11-21,11:20:28.131:,11:20:28.323:,p
2019-11-21,11:20:28.347:,11:20:28.571:,i
2019-11-21,11:20:28.493:,11:20:28.515:,d
2019-11-21,11:20:28.652:,11:20:28.780:,e
2019-11-21,11:20:28.804:,11:20:29.035:,r
2019-11-21,11:20:28.884:,11:20:28.939:,Key.space
2019-11-21,11:20:29.132:,11:20:29.516:,c
2019-11-21,11:20:29.236:,11:20:29.259:,l
2019-11-21,11:20:29.347:,11:20:29.371:,i
2019-11-21,11:20:29.517:,11:20:29.603:,m
2019-11-21,11:20:29.733:,11:20:29.891:,b
2019-11-21,11:20:29.796:,11:20:29.819:,e
2019-11-21,11:20:29.932:,11:20:30.059:,r
2019-11-21,11:20:30.388:,11:20:30.627:,Key.backspace
2019-11-21,11:20:30.508:,11:20:30.532:,d
2019-11-21,11:20:30.764:,11:20:30.884:,Key.space
2019-11-21,11:20:30.972:,11:20:31.195:,u
2019-11-21,11:20:31.084:,11:20:31.107:,p
2019-11-21,11:20:31.220:,11:20:31.331:,Key.space
2019-11-21,11:20:31.388:,11:20:31.715:,t
2019-11-21,11:20:31.428:,11:20:31.459:,h
2019-11-21,11:20:31.556:,11:20:31.587:,e
2019-11-21,11:20:31.612:,11:20:31.651:,Key.space
2019-11-21,11:20:31.740:,11:20:31.819:,w
