date,press,release,identity
2019-11-21,11:48:50.459:,11:48:50.639:,Key.shift
2019-11-21,11:48:50.568:,11:48:50.615:,T
2019-11-21,11:48:50.808:,11:48:50.863:,h
2019-11-21,11:48:51.144:,11:48:51.343:,e
2019-11-21,11:48:51.591:,11:48:51.671:,Key.space
2019-11-21,11:48:52.336:,11:48:52.391:,i
2019-11-21,11:48:52.992:,11:48:53.055:,t
2019-11-21,11:48:53.152:,11:48:53.215:,s
2019-11-21,11:48:53.423:,11:48:53.479:,y
2019-11-21,11:48:54.408:,11:48:54.503:,Key.space
2019-11-21,11:48:55.408:,11:48:55.487:,b
2019-11-21,11:48:55.688:,11:48:55.759:,i
2019-11-21,11:48:56.168:,11:48:56.247:,t
2019-11-21,11:48:56.591:,11:48:56.671:,s
2019-11-21,11:48:56.864:,11:48:56.919:,y
2019-11-21,11:48:57.672:,11:48:57.768:,Key.space
2019-11-21,11:48:58.432:,11:48:58.487:,s
2019-11-21,11:48:58.511:,11:48:58.567:,p
2019-11-21,11:48:58.663:,11:48:58.719:,i
2019-11-21,11:48:58.751:,11:48:58.807:,d
2019-11-21,11:48:58.895:,11:48:58.975:,e
2019-11-21,11:48:59.071:,11:48:59.135:,r
2019-11-21,11:48:59.175:,11:48:59.239:,Key.space
2019-11-21,11:49:00.168:,11:49:00.223:,c
2019-11-21,11:49:00.272:,11:49:00.335:,l
2019-11-21,11:49:00.495:,11:49:00.551:,i
2019-11-21,11:49:00.960:,11:49:01.015:,m
2019-11-21,11:49:01.183:,11:49:01.239:,b
2019-11-21,11:49:01.287:,11:49:01.335:,e
2019-11-21,11:49:01.439:,11:49:01.511:,d
2019-11-21,11:49:02.392:,11:49:02.471:,Key.space
2019-11-21,11:49:02.728:,11:49:02.799:,u
2019-11-21,11:49:03.239:,11:49:03.312:,p
2019-11-21,11:49:03.551:,11:49:03.607:,Key.space
2019-11-21,11:49:05.699:,11:49:05.751:,t
2019-11-21,11:49:05.871:,11:49:05.919:,h
2019-11-21,11:49:05.943:,11:49:05.991:,e
2019-11-21,11:49:06.087:,11:49:06.151:,Key.space
2019-11-21,11:49:07.168:,11:49:07.223:,w
2019-11-21,11:49:07.343:,11:49:07.416:,a
2019-11-21,11:49:07.535:,11:49:07.591:,t
2019-11-21,11:49:07.687:,11:49:07.759:,e
2019-11-21,11:49:07.855:,11:49:07.919:,r
2019-11-21,11:49:11.024:,11:49:11.120:,s
2019-11-21,11:49:11.175:,11:49:11.231:,p
2019-11-21,11:49:11.343:,11:49:11.399:,o
2019-11-21,11:49:11.568:,11:49:11.631:,u
2019-11-21,11:49:11.824:,11:49:11.879:,t
2019-11-21,11:49:13.040:,11:49:13.127:,.
2019-11-21,11:49:13.351:,11:49:13.423:,Key.space
2019-11-21,11:49:15.193:,11:49:15.399:,Key.shift
2019-11-21,11:49:15.327:,11:49:15.375:,D
2019-11-21,11:49:15.736:,11:49:15.847:,o
2019-11-21,11:49:15.919:,11:49:15.982:,w
2019-11-21,11:49:16.015:,11:49:16.079:,n
2019-11-21,11:49:16.175:,11:49:16.246:,Key.space
2019-11-21,11:49:17.480:,11:49:17.543:,c
2019-11-21,11:49:17.680:,11:49:17.751:,a
2019-11-21,11:49:17.815:,11:49:17.879:,m
2019-11-21,11:49:17.967:,11:49:18.023:,Key.space
2019-11-21,11:49:17.991:,11:49:18.022:,e
2019-11-21,11:49:18.143:,11:49:18.215:,t
2019-11-21,11:49:18.311:,11:49:18.382:,h
2019-11-21,11:49:18.407:,11:49:18.454:,e
2019-11-21,11:49:18.479:,11:49:18.526:,Key.space
2019-11-21,11:49:19.504:,11:49:19.551:,Key.backspace
2019-11-21,11:49:19.672:,11:49:19.727:,Key.backspace
2019-11-21,11:49:19.831:,11:49:19.894:,Key.backspace
2019-11-21,11:49:19.983:,11:49:20.054:,Key.backspace
2019-11-21,11:49:20.471:,11:49:20.534:,Key.backspace
2019-11-21,11:49:20.639:,11:49:20.711:,Key.backspace
2019-11-21,11:49:21.320:,11:49:21.375:,e
2019-11-21,11:49:21.415:,11:49:21.487:,Key.space
2019-11-21,11:49:21.567:,11:49:21.630:,t
2019-11-21,11:49:21.728:,11:49:21.799:,h
2019-11-21,11:49:21.823:,11:49:21.870:,e
2019-11-21,11:49:21.887:,11:49:21.958:,Key.space
2019-11-21,11:49:22.127:,11:49:22.198:,r
2019-11-21,11:49:22.479:,11:49:22.550:,a
2019-11-21,11:49:22.792:,11:49:22.839:,i
2019-11-21,11:49:22.991:,11:49:23.046:,n
2019-11-21,11:49:23.880:,11:49:23.926:,.
2019-11-21,11:49:24.399:,11:49:24.455:,Key.space
2019-11-21,11:49:30.528:,11:49:30.575:,Key.backspace
2019-11-21,11:49:30.711:,11:49:30.766:,Key.backspace
2019-11-21,11:49:32.296:,11:49:32.399:,Key.space
2019-11-21,11:49:32.655:,11:49:32.735:,a
2019-11-21,11:49:32.799:,11:49:32.854:,n
2019-11-21,11:49:32.952:,11:49:33.015:,d
2019-11-21,11:49:33.047:,11:49:33.126:,Key.space
2019-11-21,11:49:37.600:,11:49:37.670:,w
2019-11-21,11:49:37.791:,11:49:37.846:,a
2019-11-21,11:49:37.967:,11:49:38.030:,s
2019-11-21,11:49:38.071:,11:49:38.142:,h
2019-11-21,11:49:38.191:,11:49:38.262:,e
2019-11-21,11:49:38.367:,11:49:38.438:,d
2019-11-21,11:49:38.463:,11:49:38.534:,Key.space
2019-11-21,11:49:40.064:,11:49:40.119:,t
2019-11-21,11:49:40.239:,11:49:40.302:,h
2019-11-21,11:49:40.327:,11:49:40.374:,e
2019-11-21,11:49:40.447:,11:49:40.526:,Key.space
2019-11-21,11:49:41.496:,11:49:41.550:,s
2019-11-21,11:49:42.095:,11:49:42.151:,i
2019-11-21,11:49:48.304:,11:49:48.351:,Key.backspace
2019-11-21,11:49:48.871:,11:49:48.926:,Key.backspace
2019-11-21,11:49:49.432:,11:49:49.503:,s
2019-11-21,11:49:49.535:,11:49:49.590:,p
2019-11-21,11:49:49.727:,11:49:49.790:,i
2019-11-21,11:49:49.879:,11:49:49.958:,d
2019-11-21,11:49:50.055:,11:49:50.126:,e
2019-11-21,11:49:50.215:,11:49:50.278:,r
2019-11-21,11:49:50.302:,11:49:50.399:,Key.space
2019-11-21,11:49:51.664:,11:49:51.735:,o
2019-11-21,11:49:51.935:,11:49:51.990:,u
2019-11-21,11:49:52.143:,11:49:52.206:,t
2019-11-21,11:49:53.256:,11:49:53.319:,.
2019-11-21,11:49:55.560:,11:49:55.622:,Key.space
2019-11-21,11:49:56.704:,11:49:56.782:,Key.backspace
2019-11-21,11:49:56.903:,11:49:56.982:,Key.backspace
2019-11-21,11:49:57.920:,11:49:57.998:,.
2019-11-21,11:50:12.128:,11:50:12.320:,Key.shift
2019-11-21,11:50:12.279:,11:50:12.319:,M
2019-11-21,11:50:12.519:,11:50:12.590:,a
2019-11-21,11:50:13.048:,11:50:13.134:,r
2019-11-21,11:50:13.263:,11:50:13.326:,y
2019-11-21,11:50:13.479:,11:50:13.526:,Key.space
2019-11-21,11:50:13.935:,11:50:13.991:,h
2019-11-21,11:50:14.031:,11:50:14.102:,a
2019-11-21,11:50:14.263:,11:50:14.326:,d
2019-11-21,11:50:14.407:,11:50:14.478:,Key.space
2019-11-21,11:50:14.703:,11:50:14.774:,a
2019-11-21,11:50:14.807:,11:50:14.887:,Key.space
2019-11-21,11:50:15.423:,11:50:15.486:,l
2019-11-21,11:50:15.631:,11:50:15.686:,i
2019-11-21,11:50:15.855:,11:50:15.919:,t
2019-11-21,11:50:16.007:,11:50:16.086:,t
2019-11-21,11:50:16.247:,11:50:16.310:,l
2019-11-21,11:50:16.343:,11:50:16.398:,e
2019-11-21,11:50:16.471:,11:50:16.558:,Key.space
2019-11-21,11:50:17.095:,11:50:17.150:,l
2019-11-21,11:50:17.214:,11:50:17.270:,a
2019-11-21,11:50:17.390:,11:50:17.462:,m
2019-11-21,11:50:17.622:,11:50:17.678:,b
2019-11-21,11:50:21.232:,11:50:21.302:,.
2019-11-21,11:50:21.775:,11:50:21.862:,Key.space
2019-11-21,11:50:22.624:,11:50:22.838:,Key.shift
2019-11-21,11:50:22.767:,11:50:22.815:,W
2019-11-21,11:50:23.287:,11:50:23.358:,h
2019-11-21,11:50:23.743:,11:50:23.798:,o
2019-11-21,11:50:24.039:,11:50:24.119:,s
2019-11-21,11:50:24.327:,11:50:24.406:,e
2019-11-21,11:50:24.503:,11:50:24.590:,Key.space
2019-11-21,11:50:25.288:,11:50:25.334:,f
2019-11-21,11:50:25.527:,11:50:25.582:,l
2019-11-21,11:50:25.670:,11:50:25.734:,e
2019-11-21,11:50:25.839:,11:50:25.918:,e
2019-11-21,11:50:26.568:,11:50:26.622:,c
2019-11-21,11:50:26.767:,11:50:26.822:,e
2019-11-21,11:50:27.031:,11:50:27.127:,Key.space
2019-11-21,11:50:27.303:,11:50:27.382:,w
2019-11-21,11:50:27.510:,11:50:27.566:,a
2019-11-21,11:50:27.670:,11:50:27.750:,s
2019-11-21,11:50:27.775:,11:50:27.838:,Key.space
2019-11-21,11:50:28.543:,11:50:28.598:,w
2019-11-21,11:50:28.662:,11:50:28.735:,h
2019-11-21,11:50:28.775:,11:50:28.830:,i
2019-11-21,11:50:28.967:,11:50:29.038:,t
2019-11-21,11:50:29.110:,11:50:29.175:,e
2019-11-21,11:50:29.199:,11:50:29.278:,Key.space
2019-11-21,11:50:29.310:,11:50:29.398:,a
2019-11-21,11:50:29.502:,11:50:29.582:,s
2019-11-21,11:50:29.534:,11:50:29.558:,d
2019-11-21,11:50:29.582:,11:50:29.662:,Key.space
2019-11-21,11:50:30.224:,11:50:30.270:,Key.backspace
2019-11-21,11:50:30.398:,11:50:30.454:,Key.backspace
2019-11-21,11:50:30.542:,11:50:30.622:,Key.backspace
2019-11-21,11:50:30.751:,11:50:30.814:,Key.backspace
2019-11-21,11:50:31.943:,11:50:32.046:,a
2019-11-21,11:50:32.150:,11:50:32.214:,s
2019-11-21,11:50:32.295:,11:50:32.366:,Key.space
2019-11-21,11:50:32.999:,11:50:33.054:,w
2019-11-21,11:50:33.118:,11:50:33.206:,n
2019-11-21,11:50:33.303:,11:50:33.382:,o
2019-11-21,11:50:33.791:,11:50:33.846:,Key.backspace
2019-11-21,11:50:33.967:,11:50:34.006:,Key.backspace
2019-11-21,11:50:34.343:,11:50:34.398:,Key.backspace
2019-11-21,11:50:34.686:,11:50:34.742:,s
2019-11-21,11:50:34.806:,11:50:34.878:,n
2019-11-21,11:50:34.934:,11:50:34.982:,o
2019-11-21,11:50:35.038:,11:50:35.086:,w
2019-11-21,11:50:36.095:,11:50:36.158:,.
2019-11-21,11:50:36.527:,11:50:36.606:,Key.space
2019-11-21,11:50:36.872:,11:50:37.183:,Key.shift
2019-11-21,11:50:37.079:,11:50:37.182:,A
2019-11-21,11:50:37.254:,11:50:37.310:,n
2019-11-21,11:50:37.391:,11:50:37.454:,d
2019-11-21,11:50:37.510:,11:50:37.598:,Key.space
2019-11-21,11:50:38.616:,11:50:38.686:,e
2019-11-21,11:50:38.823:,11:50:38.886:,v
2019-11-21,11:50:39.038:,11:50:39.110:,e
2019-11-21,11:50:39.222:,11:50:39.286:,r
2019-11-21,11:50:39.471:,11:50:39.534:,y
2019-11-21,11:50:40.079:,11:50:40.150:,w
2019-11-21,11:50:40.206:,11:50:40.262:,h
2019-11-21,11:50:40.358:,11:50:40.463:,e
2019-11-21,11:50:40.574:,11:50:40.638:,r
2019-11-21,11:50:40.823:,11:50:40.950:,e
2019-11-21,11:50:41.046:,11:50:41.150:,Key.space
2019-11-21,11:50:41.863:,11:50:41.926:,t
2019-11-21,11:50:42.046:,11:50:42.102:,h
2019-11-21,11:50:42.142:,11:50:42.198:,a
2019-11-21,11:50:42.222:,11:50:42.302:,t
2019-11-21,11:50:42.350:,11:50:42.422:,Key.space
2019-11-21,11:50:43.736:,11:50:43.926:,Key.shift
2019-11-21,11:50:43.871:,11:50:43.902:,M
2019-11-21,11:50:44.030:,11:50:44.118:,a
2019-11-21,11:50:44.310:,11:50:44.366:,r
2019-11-21,11:50:44.414:,11:50:44.470:,y
2019-11-21,11:50:44.551:,11:50:44.630:,Key.space
2019-11-21,11:50:45.031:,11:50:45.110:,w
2019-11-21,11:50:45.230:,11:50:45.278:,e
2019-11-21,11:50:45.334:,11:50:45.398:,n
2019-11-21,11:50:45.567:,11:50:45.606:,t
2019-11-21,11:50:47.175:,11:50:47.230:,.
2019-11-21,11:50:47.342:,11:50:47.422:,Key.space
2019-11-21,11:50:47.831:,11:50:47.894:,t
2019-11-21,11:50:48.014:,11:50:48.078:,h
2019-11-21,11:50:48.142:,11:50:48.206:,e
2019-11-21,11:50:48.286:,11:50:48.350:,Key.space
2019-11-21,11:50:48.696:,11:50:48.718:,Key.backspace
2019-11-21,11:50:48.870:,11:50:48.926:,Key.backspace
2019-11-21,11:50:49.038:,11:50:49.110:,Key.backspace
2019-11-21,11:50:50.455:,11:50:50.510:,Key.backspace
2019-11-21,11:50:50.752:,11:50:50.982:,Key.shift
2019-11-21,11:50:50.918:,11:50:50.942:,T
2019-11-21,11:50:51.118:,11:50:51.174:,h
2019-11-21,11:50:51.214:,11:50:51.270:,e
2019-11-21,11:50:51.326:,11:50:51.414:,Key.space
2019-11-21,11:50:51.967:,11:50:52.022:,l
2019-11-21,11:50:52.078:,11:50:52.142:,a
2019-11-21,11:50:52.238:,11:50:52.310:,m
2019-11-21,11:50:52.455:,11:50:52.518:,b
2019-11-21,11:50:52.606:,11:50:52.686:,Key.space
2019-11-21,11:50:52.783:,11:50:52.902:,w
2019-11-21,11:50:52.990:,11:50:53.070:,a
2019-11-21,11:50:53.150:,11:50:53.230:,s
2019-11-21,11:50:53.246:,11:50:53.326:,Key.space
2019-11-21,11:51:02.319:,11:51:02.406:,s
2019-11-21,11:51:02.462:,11:51:02.518:,u
2019-11-21,11:51:02.598:,11:51:02.662:,r
2019-11-21,11:51:02.766:,11:51:02.838:,e
2019-11-21,11:51:02.862:,11:51:02.942:,Key.space
