date,press,release,identity
2019-11-21,11:34:57.537:,11:34:57.742:,Key.shift_r
2019-11-21,11:34:57.654:,11:34:57.703:,T
2019-11-21,11:34:57.894:,11:34:58.029:,h
2019-11-21,11:34:57.926:,11:34:57.949:,e
2019-11-21,11:34:58.101:,11:34:58.181:,Key.space
2019-11-21,11:34:58.927:,11:34:58.998:,i
2019-11-21,11:34:59.021:,11:34:59.109:,t
2019-11-21,11:34:59.269:,11:34:59.437:,s
2019-11-21,11:34:59.366:,11:34:59.389:,y
2019-11-21,11:34:59.557:,11:34:59.645:,Key.space
2019-11-21,11:35:00.494:,11:35:00.725:,b
2019-11-21,11:35:00.574:,11:35:00.702:,i
2019-11-21,11:35:00.726:,11:35:00.749:,t
2019-11-21,11:35:00.878:,11:35:01.045:,s
2019-11-21,11:35:00.982:,11:35:01.005:,y
2019-11-21,11:35:01.173:,11:35:01.253:,Key.space
2019-11-21,11:35:01.991:,11:35:02.101:,s
2019-11-21,11:35:02.125:,11:35:02.197:,p
2019-11-21,11:35:02.293:,11:35:02.485:,i
2019-11-21,11:35:02.350:,11:35:02.373:,d
2019-11-21,11:35:02.397:,11:35:02.429:,e
2019-11-21,11:35:02.509:,11:35:02.701:,r
2019-11-21,11:35:02.605:,11:35:02.629:,Key.space
2019-11-21,11:35:03.254:,11:35:03.349:,c
2019-11-21,11:35:03.389:,11:35:03.461:,l
2019-11-21,11:35:03.573:,11:35:03.629:,i
2019-11-21,11:35:03.734:,11:35:03.797:,m
2019-11-21,11:35:03.918:,11:35:04.117:,b
2019-11-21,11:35:03.973:,11:35:03.997:,e
2019-11-21,11:35:04.213:,11:35:04.357:,d
2019-11-21,11:35:04.477:,11:35:04.565:,Key.space
2019-11-21,11:35:05.198:,11:35:05.277:,u
2019-11-21,11:35:05.309:,11:35:05.365:,p
2019-11-21,11:35:05.501:,11:35:05.581:,Key.space
2019-11-21,11:35:06.414:,11:35:06.589:,t
2019-11-21,11:35:06.526:,11:35:06.541:,h
2019-11-21,11:35:06.637:,11:35:06.725:,e
2019-11-21,11:35:06.797:,11:35:06.861:,Key.space
2019-11-21,11:35:06.958:,11:35:07.053:,w
2019-11-21,11:35:07.141:,11:35:07.245:,a
2019-11-21,11:35:07.277:,11:35:07.341:,t
2019-11-21,11:35:07.365:,11:35:07.541:,e
2019-11-21,11:35:07.437:,11:35:07.461:,r
2019-11-21,11:35:07.637:,11:35:07.749:,s
2019-11-21,11:35:07.829:,11:35:07.917:,p
2019-11-21,11:35:08.078:,11:35:08.181:,r
2019-11-21,11:35:08.205:,11:35:08.301:,o
2019-11-21,11:35:08.462:,11:35:08.477:,u
2019-11-21,11:35:08.501:,11:35:08.605:,t
2019-11-21,11:35:10.591:,11:35:10.670:,.
2019-11-21,11:35:11.350:,11:35:11.461:,Key.space
2019-11-21,11:35:11.831:,11:35:12.198:,Key.shift_r
2019-11-21,11:35:12.134:,11:35:12.198:,D
2019-11-21,11:35:12.333:,11:35:12.413:,o
2019-11-21,11:35:12.437:,11:35:12.517:,w
2019-11-21,11:35:12.653:,11:35:12.717:,n
2019-11-21,11:35:12.845:,11:35:12.925:,Key.space
2019-11-21,11:35:13.422:,11:35:13.541:,c
2019-11-21,11:35:13.589:,11:35:13.709:,a
2019-11-21,11:35:13.733:,11:35:13.877:,m
2019-11-21,11:35:13.789:,11:35:13.813:,e
2019-11-21,11:35:13.925:,11:35:13.981:,Key.space
2019-11-21,11:35:14.037:,11:35:14.165:,t
2019-11-21,11:35:14.166:,11:35:14.317:,h
2019-11-21,11:35:14.221:,11:35:14.237:,e
2019-11-21,11:35:14.365:,11:35:14.517:,Key.space
2019-11-21,11:35:14.429:,11:35:14.453:,r
2019-11-21,11:35:14.645:,11:35:14.726:,a
2019-11-21,11:35:14.726:,11:35:14.877:,i
2019-11-21,11:35:14.805:,11:35:14.829:,n
2019-11-21,11:35:15.686:,11:35:15.741:,.
2019-11-21,11:35:15.805:,11:35:15.909:,Key.space
2019-11-21,11:35:16.502:,11:35:16.589:,Key.backspace
2019-11-21,11:35:16.829:,11:35:16.893:,Key.space
2019-11-21,11:35:17.165:,11:35:17.237:,Key.backspace
2019-11-21,11:35:17.317:,11:35:17.397:,Key.backspace
2019-11-21,11:35:17.605:,11:35:17.677:,Key.space
2019-11-21,11:35:17.742:,11:35:17.829:,a
2019-11-21,11:35:17.989:,11:35:18.061:,n
2019-11-21,11:35:18.085:,11:35:18.173:,d
2019-11-21,11:35:18.206:,11:35:18.285:,Key.space
2019-11-21,11:35:19.158:,11:35:19.254:,w
2019-11-21,11:35:19.366:,11:35:19.429:,a
2019-11-21,11:35:19.429:,11:35:19.573:,s
2019-11-21,11:35:19.693:,11:35:19.949:,h
2019-11-21,11:35:19.733:,11:35:19.765:,e
2019-11-21,11:35:19.837:,11:35:19.861:,d
2019-11-21,11:35:20.021:,11:35:20.101:,Key.space
2019-11-21,11:35:20.798:,11:35:20.893:,t
2019-11-21,11:35:20.965:,11:35:21.029:,h
2019-11-21,11:35:21.061:,11:35:21.133:,e
2019-11-21,11:35:21.221:,11:35:21.294:,Key.space
2019-11-21,11:35:21.317:,11:35:21.389:,s
2019-11-21,11:35:21.509:,11:35:21.597:,p
2019-11-21,11:35:21.645:,11:35:21.837:,i
2019-11-21,11:35:21.677:,11:35:21.725:,d
2019-11-21,11:35:21.757:,11:35:21.781:,e
2019-11-21,11:35:21.861:,11:35:21.957:,r
2019-11-21,11:35:22.005:,11:35:22.085:,Key.space
2019-11-21,11:35:22.702:,11:35:22.845:,o
2019-11-21,11:35:22.774:,11:35:22.797:,u
2019-11-21,11:35:22.901:,11:35:23.021:,t
2019-11-21,11:35:23.245:,11:35:23.326:,.
2019-11-21,11:35:30.798:,11:35:31.029:,Key.left
2019-11-21,11:35:31.101:,11:35:31.189:,Key.left
2019-11-21,11:35:31.261:,11:35:31.333:,Key.left
2019-11-21,11:35:31.421:,11:35:31.501:,Key.left
2019-11-21,11:35:31.581:,11:35:31.669:,Key.left
2019-11-21,11:35:31.766:,11:35:31.837:,Key.left
2019-11-21,11:35:31.933:,11:35:32.021:,Key.left
2019-11-21,11:35:32.101:,11:35:32.269:,Key.left
2019-11-21,11:35:32.309:,11:35:32.413:,Key.left
2019-11-21,11:35:32.509:,11:35:32.589:,Key.left
2019-11-21,11:35:32.726:,11:35:32.805:,Key.right
2019-11-21,11:35:32.917:,11:35:32.973:,Key.right
2019-11-21,11:35:33.093:,11:35:33.157:,Key.right
2019-11-21,11:35:33.534:,11:35:33.605:,Key.delete
2019-11-21,11:35:36.631:,11:35:36.941:,Key.shift_r
2019-11-21,11:35:36.862:,11:35:36.917:,M
2019-11-21,11:35:36.965:,11:35:37.053:,a
2019-11-21,11:35:37.149:,11:35:37.245:,r
2019-11-21,11:35:37.325:,11:35:37.405:,y
2019-11-21,11:35:37.557:,11:35:37.613:,Key.space
2019-11-21,11:35:37.710:,11:35:37.789:,h
2019-11-21,11:35:37.790:,11:35:37.997:,a
2019-11-21,11:35:37.901:,11:35:37.925:,d
2019-11-21,11:35:38.021:,11:35:38.077:,Key.space
2019-11-21,11:35:38.101:,11:35:38.189:,a
2019-11-21,11:35:38.189:,11:35:38.245:,Key.space
2019-11-21,11:35:38.381:,11:35:38.501:,l
2019-11-21,11:35:38.613:,11:35:38.678:,i
2019-11-21,11:35:38.710:,11:35:38.773:,t
2019-11-21,11:35:38.869:,11:35:38.949:,t
2019-11-21,11:35:39.029:,11:35:39.101:,l
2019-11-21,11:35:39.125:,11:35:39.205:,e
2019-11-21,11:35:39.293:,11:35:39.349:,Key.space
2019-11-21,11:35:39.477:,11:35:39.541:,l
2019-11-21,11:35:39.565:,11:35:39.621:,a
2019-11-21,11:35:39.686:,11:35:39.741:,m
2019-11-21,11:35:39.885:,11:35:39.957:,b
